ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_ID_	SOURCE_SCORE_	SOURCE_ID
5105	ZinacantanTzotzil	Mayan	ANT	shinich	shinich	ʃ i n i tʃʰ			1980	0.8333	
6414	Qeqchi	Mayan	ANT	sank	sank	s a n kʰ			1980	1.0000	
8277	Otomi	Otomanguean	ANT	xäju̲	xäju̲	x ɐ x u			1980	1.0000	
10359	ImbaburaQuechua	Quechuan	ANT	añanku	añanku	a ɲ a ŋ g u			1980	1.0000	
11524	Wichi	Matacoan	ANT	siwanhas	siwanhas	s i w a n̥ a s			1980	0.8571	
12807	Mapudungun	Araucanian	ANT	kollella	kollella	k o ʎ e ʎ a			1980	0.8333	
876	Portuguese	Indo-European	ANVIL	bigorna	bigorna	b i ɡ ɔ ʁ n ɐ					
2586	Spanish	Indo-European	ANVIL	yunque	yunque	ɟ ʝ u n k e					
9009	Otomi	Otomanguean	ANVIL	nt'u̲xu̲bo̲jä	nt'u̲xu̲bo̲jä	n t̪ʼ u x u b ə x ɐ			2586	0.8889	
1364	Portuguese	Indo-European	ANXIETY	ansiedade	ansiedade	ɐ̃ s i e d a dʒ i					
1365	Portuguese	Indo-European	ANXIETY	preocupação	preocupação	p ɾ i o k u p a s ɐ̃ũ					
3103	Spanish	Indo-European	ANXIETY	ansiedad	ansiedad	a n s j e ð a ð					
3104	Spanish	Indo-European	ANXIETY	angustia	angustia	a n g u s t j a					
3105	Spanish	Indo-European	ANXIETY	preocupación	preocupación	p ɾ e o k u p a s j o n					
4627	Yaqui	Uto-Aztecan	ANXIETY	jiokot ea	jiokot_ea	j i o k o t + e a			3104	0.7778	
5943	ZinacantanTzotzil	Mayan	ANXIETY	k’op 7o7on	k’op_7o7on	kʼ o p + ʔ o ʔ o n			3105	0.7500	
7612	Qeqchi	Mayan	ANXIETY	yot'ik	yot'ik	j o tʼ i kʰ			3103	0.8750	
9673	Otomi	Otomanguean	ANXIETY	dumu̲i	dumu̲i	d u m u i			3104	0.8750	
11108	ImbaburaQuechua	Quechuan	ANXIETY	llaki	llaki	ʒ a k i			3105	0.9167	
12323	Wichi	Matacoan	ANXIETY	nitichunlhi	nitichunlhi	n i t i tʃ u n lˠ i			3105	0.9167	
13593	Mapudungun	Araucanian	ANXIETY	weñangkün	weñangkün	w e ɲ a ŋ k ɨ n			3105	0.7500	
968	Portuguese	Indo-European	APPROACH	aproximar	aproximar	a p ɾ o s i m a ʁ					
2684	Spanish	Indo-European	APPROACH	acercarse	acercarse	a s ɛ ɾ k a ɾ s e					
2685	Spanish	Indo-European	APPROACH	aproximarse	aproximarse	a p ɾ o k s i m a ɾ s e					
4279	Yaqui	Uto-Aztecan	APPROACH	rukte	rukte	r u k t e			2684	0.7778	
4280	Yaqui	Uto-Aztecan	APPROACH	rukta	rukta	r u k t a			2685	0.8333	
5652	ZinacantanTzotzil	Mayan	APPROACH	nopoj	nopoj	n o p o ħ			2685	0.9167	
7142	Qeqchi	Mayan	APPROACH	haye'k	haye'k	h a j e ʔ kʰ			2684	1.0000	
7143	Qeqchi	Mayan	APPROACH	nach'o'k	nach'o'k	n a tʃʼ o ʔ kʰ			2685	0.9167	
7144	Qeqchi	Mayan	APPROACH	jeqonk	jeqonk	x e q o n kʰ			2685	0.9167	
7145	Qeqchi	Mayan	APPROACH	jiqe'k	jiqe'k	x i q e ʔ kʰ			2685	0.9167	
7146	Qeqchi	Mayan	APPROACH	jilonk	jilonk	x i l o n kʰ			2685	0.9167	
9142	Otomi	Otomanguean	APPROACH	kwat'i	kwat'i	kʷ a t̪ʼ i			2684	0.8889	
10828	ImbaburaQuechua	Quechuan	APPROACH	kayllayana	kayllayana	k a j ʒ a j a n a			2684	0.8889	
12025	Wichi	Matacoan	APPROACH	yomwhoye	yomwhoye	y o m w̥ o j e			2685	0.7500	
13305	Mapudungun	Araucanian	APPROACH	fülkonün	fülkonün	f ɨ l k o n ɨ n			2684	0.8889	
13306	Mapudungun	Araucanian	APPROACH	püllekonün	püllekonün	p ɨ ʎ e k o n ɨ n			2684	0.8889	
730	Portuguese	Indo-European	ARCH	arco	arco	a ʁ k u					
2420	Spanish	Indo-European	ARCH	arco	arco	a ɾ k o					
4084	Yaqui	Uto-Aztecan	ARCH	arko	arko	a r k o	Spanish	arco	2420	0.2500	2420
5477	ZinacantanTzotzil	Mayan	ARCH	7alku7	7alku7	ʔ a l k u ʔ	Spanish	arco	2420	0.6667	
6875	Qeqchi	Mayan	ARCH	arko	arko	a ɾ k o	Spanish	arco	2420	0.0000	2420
8773	Otomi	Otomanguean	ARCH	nsä'mi	nsä'mi	ⁿs ɐ ˀm i			2420	1.0000	
8774	Otomi	Otomanguean	ARCH	arko	arko	a r k o	Spanish	arco	2420	0.2500	2420
10668	ImbaburaQuechua	Quechuan	ARCH	arku	arku	a ɾ k u	Spanish	arco	2420	0.2500	2420
367	Portuguese	Indo-European	ARM	braço	braço	b ɾ a s u					
2063	Spanish	Indo-European	ARM	brazo	brazo	b ɾ a s o					
3774	Yaqui	Uto-Aztecan	ARM	mamam	mamam	m a m a m			2063	1.0000	
5188	ZinacantanTzotzil	Mayan	ARM	k’obol	k’obol	kʼ o ɓ o l			2063	1.0000	
6510	Qeqchi	Mayan	ARM	tel	tel	t e l			2063	1.0000	
8364	Otomi	Otomanguean	ARM	'ye̲	'ye̲	ˀj æ			2063	1.0000	
10427	ImbaburaQuechua	Quechuan	ARM	rigra	rigra	ʐ i g ɾ a			2063	1.0000	
11607	Wichi	Matacoan	ARM	totkwey	totkwey	t o t kʷ e j			2063	1.0000	
12879	Mapudungun	Araucanian	ARM	lipang	lipang	l i p a ŋ			2063	1.0000	
1587	Portuguese	Indo-European	ARMOUR	armadura	armadura	a ʁ m a d u ɾ ɐ					
3353	Spanish	Indo-European	ARMOUR	armadura	armadura	a ɾ m a ð u ɾ a					
7829	Qeqchi	Mayan	ARMOUR	ch’iich’	ch’iich’	tʃʼ iː tʃʼ			3353	1.0000	
10020	Otomi	Otomanguean	ARMOUR	nt'u̲t'i	nt'u̲t'i	n t̪ʼ u t̪ʼ i			3353	0.8750	
10021	Otomi	Otomanguean	ARMOUR	nthoki	nthoki	n θ o k i			3353	1.0000	
10022	Otomi	Otomanguean	ARMOUR	nxo̲ge	nxo̲ge	n x ə g e			3353	1.0000	
11265	ImbaburaQuechua	Quechuan	ARMOUR	armadura	armadura	a ɾ m a d u ɾ a	Spanish	armadura	3353	0.1250	3353
12494	Wichi	Matacoan	ARMOUR	lakatshayajput	lakatshayajput	l a k a tsʰ a j a x p u t			3353	0.8333	
368	Portuguese	Indo-European	ARMPIT	axila	axila	a k s i l ɐ					
369	Portuguese	Indo-European	ARMPIT	sovaco	sovaco	s o v a k u					
2064	Spanish	Indo-European	ARMPIT	sobaco	sobaco	s o β a k o					
2065	Spanish	Indo-European	ARMPIT	axila	axila	a k s i l a					
3775	Yaqui	Uto-Aztecan	ARMPIT	seekam	seekam	s eː k a m			2064	0.6667	
5189	ZinacantanTzotzil	Mayan	ARMPIT	lotz’opil	lotz’opil	l o tsʼ o p i l			2064	0.8571	
6511	Qeqchi	Mayan	ARMPIT	sa’ tel	sa’_tel	s a ʔ + t e l			2064	0.8571	
8365	Otomi	Otomanguean	ARMPIT	kaxjo	kaxjo	k a x x o			2064	0.8333	
10428	ImbaburaQuechua	Quechuan	ARMPIT	subaku	subaku	s u b a k u	Spanish	sobaco	2064	0.5000	
11608	Wichi	Matacoan	ARMPIT	towilisch’u	towilisch’u	t o w i l i s tʃ ʔ u			2065	0.8000	
12880	Mapudungun	Araucanian	ARMPIT	puñpuya	puñpuya	p u ɲ p u y a			2065	0.8571	
1571	Portuguese	Indo-European	ARMY	exército	exército	i z ɛ ʁ s i t u					
3339	Spanish	Indo-European	ARMY	ejército	ejército	e x ɛ ɾ s i t o					
3340	Spanish	Indo-European	ARMY	tropas	tropas	t ɾ o p a s					
4801	Yaqui	Uto-Aztecan	ARMY	troopa	troopa	t r oː p a	Spanish	tropa	3340	0.5000	
7815	Qeqchi	Mayan	ARMY	soldaa, sola	soldaa	s o l d aː	Spanish	soldado	3340	0.8333	
10003	Otomi	Otomanguean	ARMY	ejersito	ejersito	e x e r s i t̪ o	Spanish	ejercito	3339	0.3750	
10004	Otomi	Otomanguean	ARMY	tropa	tropa	t̪ r o p a	Spanish	tropa	3340	0.5000	
10005	Otomi	Otomanguean	ARMY	hmunts'u̲sundado	hmunts'u̲sundado	h m u n tsʼ u s u n d a d o	Spanish	soldado	3339	0.8462	
11259	ImbaburaQuechua	Quechuan	ARMY	aukakuna	aukakuna	a u k a k u n a			3339	1.0000	
12482	Wichi	Matacoan	ARMY	nifwutaj	nifwutaj	n i fʷ u t a x			3340	0.8571	
967	Portuguese	Indo-European	ARRIVE	chegar	chegar	ʃ e ɡ a ʁ					
2682	Spanish	Indo-European	ARRIVE	llegar	llegar	ɟ ʝ e ɣ a ɾ					
2683	Spanish	Indo-European	ARRIVE	alcanzar	alcanzar	a l k a n s a ɾ					
4278	Yaqui	Uto-Aztecan	ARRIVE	jajame	jajame	j a j a m e			2683	0.8750	
5649	ZinacantanTzotzil	Mayan	ARRIVE	yul	yul	j u l			2682	1.0000	
5650	ZinacantanTzotzil	Mayan	ARRIVE	k’ot	k’ot	kʼ o tʰ			2682	1.0000	
5651	ZinacantanTzotzil	Mayan	ARRIVE	tal	tal	t a l			2682	0.8333	
7140	Qeqchi	Mayan	ARRIVE	k'ulunk	k'ulunk	k ʔ u l u n kʰ			2682	1.0000	
7141	Qeqchi	Mayan	ARRIVE	hulak	hulak	h u l a kʰ			2682	0.8333	
9137	Otomi	Otomanguean	ARRIVE	tso̲ho̲ (2)	tso̲ho̲	ts ə h ə			2682	1.0000	
9138	Otomi	Otomanguean	ARRIVE	tso̲kwa	tso̲kwa	ts ə kʷ a			2682	0.8333	
9139	Otomi	Otomanguean	ARRIVE	tso̲ni	tso̲ni	ts ə n i			2683	0.8750	
9140	Otomi	Otomanguean	ARRIVE	tso̲t'e	tso̲t'e	ts ə t̪ʼ e			2682	1.0000	
9141	Otomi	Otomanguean	ARRIVE	tso̲ts'e	tso̲ts'e	ts ə tsʼ e			2682	1.0000	
10827	ImbaburaQuechua	Quechuan	ARRIVE	chayana	chayana	tʃ a j a n a			2683	0.6250	
12024	Wichi	Matacoan	ARRIVE	yomey (1)	yomey	y o m e j			2682	1.0000	
13304	Mapudungun	Araucanian	ARRIVE	puwün	puwün	p u w ɨ n			2683	0.8750	
1581	Portuguese	Indo-European	ARROW	flecha	flecha	f l e ʃ ɐ					
3348	Spanish	Indo-European	ARROW	flecha	flecha	f l e tʃ a					
4808	Yaqui	Uto-Aztecan	ARROW	kuta juiwam	kuta_juiwam	k u t a + j u i w a m			3348	0.9091	
6097	ZinacantanTzotzil	Mayan	ARROW	p’ilom te7	p’ilom_te7	pʼ i l o m + t e ʔ			3348	0.8889	
7825	Qeqchi	Mayan	ARROW	simaj	simaj	s i m a x			3348	1.0000	
7826	Qeqchi	Mayan	ARROW	tzimaj	tzimaj	t z i m a x			3348	0.8333	
10016	Otomi	Otomanguean	ARROW	mfit'i	mfit'i	m f i t̪ʼ i			3348	1.0000	
12491	Wichi	Matacoan	ARROW	lutek	lutek	l u t e k			3348	1.0000	
13744	Mapudungun	Araucanian	ARROW	pülki	pülki	p ɨ l k i			3348	1.0000	
1650	Portuguese	Indo-European	ARSON	incêndio culposo	incêndio_culposo	ĩ s ẽ d j u + k uu p ɔ z u					
3415	Spanish	Indo-European	ARSON	incendio premeditado	incendio_premeditado	i n s e n d j o + p ɾ e m e ð i t a ð o					
4859	Yaqui	Uto-Aztecan	ARSON	ju’unakteka jittaji	ju’unakteka_jittaji	j u ʔ u n a k t e k a + j i t t a j i			3415	0.8500	
10115	Otomi	Otomanguean	ARSON	nzät'i ts'u̲ ar mu̲i	nzät'i_ts'u̲_ar_mu̲i	n z ɐ t̪ʼ i + tsʼ u + a r + m u i			3415	0.8500	
11299	ImbaburaQuechua	Quechuan	ARSON	rupachina (2)	rupachina	ʐ u p a tʃ i n a			3415	0.8500	
12522	Wichi	Matacoan	ARSON	tiwenhu	tiwenhu	t i w e n̥ u			3415	0.9500	
13774	Mapudungun	Araucanian	ARSON	lüftukun	lüftukun	l ɨ f t u k u n	Quechua	rupa	3415	1.0000	
88	Portuguese	Indo-European	ASH	cinzas	cinzas	s ĩ z a ʃ					
1769	Spanish	Indo-European	ASH	cenizas	cenizas	s e n i s a s					
3518	Yaqui	Uto-Aztecan	ASH	naposa	naposa	n a p o s a			1769	0.7143	
4954	ZinacantanTzotzil	Mayan	ASH	tan	tan	t a n			1769	0.8571	
6222	Qeqchi	Mayan	ASH	cha	cha	tʃ a			1769	0.8571	
8005	Otomi	Otomanguean	ASH	'bospi	'bospi	ˀb o s p i			1769	0.8571	
10219	ImbaburaQuechua	Quechuan	ASH	uchufa	uchufa	u tʃ u ɸ a			1769	0.8571	
11377	Wichi	Matacoan	ASH	itoj mukw	itoj_mukw	i t o x + m u kʷ			1769	1.0000	
12617	Mapudungun	Araucanian	ASH	trufken	trufken	ʈʂ u f k e n			1769	1.0000	
12618	Mapudungun	Araucanian	ASH	liq kuyüm	liq_kuyüm	l i ɣ + k u y ɨ m			1769	1.0000	
1487	Portuguese	Indo-European	ASK (INQUIRE)	perguntar	perguntar	p e ʁ ɡ ũ t a ʁ					
3249	Spanish	Indo-European	ASK (INQUIRE)	preguntar	preguntar	p ɾ e ɣ u n t a ɾ					
4737	Yaqui	Uto-Aztecan	ASK (INQUIRE)	nattemae	nattemae	n a t t e m a e			3249	0.8889	
6042	ZinacantanTzotzil	Mayan	ASK (INQUIRE)	hak’	hak’	h a kʼ			3249	0.8889	
7746	Qeqchi	Mayan	ASK (INQUIRE)	patz'ok	patz'ok	p a tsʼ o kʰ			3249	0.8889	
9883	Otomi	Otomanguean	ASK (INQUIRE)	a̲ni	a̲ni	ɔ n i			3249	0.8889	
11207	ImbaburaQuechua	Quechuan	ASK (INQUIRE)	tapuna	tapuna	t a p u n a			3249	0.6667	
12425	Wichi	Matacoan	ASK (INQUIRE)	tay’otna	tay’otna	t a j ʔ o t n a			3249	0.8889	
13696	Mapudungun	Araucanian	ASK (INQUIRE)	ramtun	ramtun	ɻ a m t u n			3249	0.7778	
1492	Portuguese	Indo-European	ASK (REQUEST)	pedir	pedir	p e dʒ i ʁ					
3256	Spanish	Indo-European	ASK (REQUEST)	pedir	pedir	p e ð i ɾ					
4742	Yaqui	Uto-Aztecan	ASK (REQUEST)	a’awa	a’awa	a ʔ a w a			3256	1.0000	
6046	ZinacantanTzotzil	Mayan	ASK (REQUEST)	k’an	k’an	kʼ a n			3256	1.0000	
7751	Qeqchi	Mayan	ASK (REQUEST)	patz'ok	patz'ok	p a tsʼ o kʰ			3256	0.8000	
9891	Otomi	Otomanguean	ASK (REQUEST)	a̲di	a̲di	ɔ d i			3256	0.8000	
11211	ImbaburaQuechua	Quechuan	ASK (REQUEST)	mañana (1)	mañana	m a ɲ a n a			3256	1.0000	
12429	Wichi	Matacoan	ASK (REQUEST)	t’alha	t’alha	t ʔ a lˠ a			3256	1.0000	
13699	Mapudungun	Araucanian	ASK (REQUEST)	ngillatun	ngillatun	ŋ i ʎ a t u n			3256	1.0000	
1595	Portuguese	Indo-European	ATTACK	atacar	atacar	a t a k a ʁ					
3361	Spanish	Indo-European	ATTACK	atacar	atacar	a t a k a ɾ					
4813	Yaqui	Uto-Aztecan	ATTACK	atakaroa	atakaroa	a t a k a r o a	Spanish	atacar	3361	0.3750	
7836	Qeqchi	Mayan	ATTACK	k'uluk	k'uluk	k ʔ u l u kʰ			3361	1.0000	
10038	Otomi	Otomanguean	ATTACK	ta̲ki	ta̲ki	t̪ ɔ k i			3361	0.8333	
12498	Wichi	Matacoan	ATTACK	ineya	ineya	i n e j a			3361	0.8333	
13748	Mapudungun	Araucanian	ATTACK	malon	malon	m a l o n			3361	0.8333	
152	Portuguese	Indo-European	AUNT	tia	tia	tʃ i ɐ					
1832	Spanish	Indo-European	AUNT	tía	tía	t i a					
3580	Yaqui	Uto-Aztecan	AUNT	chi’ila	chi’ila	tʃ i ʔ i l a			1832	0.6667	
3581	Yaqui	Uto-Aztecan	AUNT	ja’aka	ja’aka	j a ʔ a k a			1832	0.8333	
3582	Yaqui	Uto-Aztecan	AUNT	ne’esa	ne’esa	n e ʔ e s a			1832	0.8333	
5006	ZinacantanTzotzil	Mayan	AUNT	muk’ta me7il	muk’ta_me7il	m u kʼ t a + m e ʔ i l			1832	0.8182	
6285	Qeqchi	Mayan	AUNT	ikan na’	ikan_na’	i k a n + n a ʔ			1832	0.8750	
6286	Qeqchi	Mayan	AUNT	na’ eechej	na’_eechej	n a ʔ + eː tʃ e x			1832	1.0000	
8081	Otomi	Otomanguean	AUNT	zitsí	zitsí	z i ts i			1832	0.7500	
10267	ImbaburaQuechua	Quechuan	AUNT	tiya	tiya	t i j a	Spanish	tía	1832	0.2500	1832
11421	Wichi	Matacoan	AUNT	towit’uj	towit’uj	t o w i t ʔ u x			1832	0.7500	
1276	Portuguese	Indo-European	AUTUMN	outono	outono	o t ɔ n u					
3015	Spanish	Indo-European	AUTUMN	otoɲo	otoɲo	o t o ɲ o					
4562	Yaqui	Uto-Aztecan	AUTUMN	sawawet meecha	sawawet_meecha	s a w a w e t + m eː tʃ a			3015	0.9167	
7513	Qeqchi	Mayan	AUTUMN	otonyo	otonyo	o t o n j o	Spanish	otoño	3015	0.3333	
9550	Otomi	Otomanguean	AUTUMN	nk'ants'i	nk'ants'i	n kʼ a n tsʼ i			3015	1.0000	
12260	Wichi	Matacoan	AUTUMN	chelhchep	chelhchep	tʃ e lˠ tʃ e p			3015	1.0000	
13531	Mapudungun	Araucanian	AUTUMN	trafkem	trafkem	ʈʂ a f k e m			3015	1.0000	
13532	Mapudungun	Araucanian	AUTUMN	rümü	rümü	ɻ ɨ m ɨ			3015	1.0000	
622	Portuguese	Indo-European	AWL	sovela	sovela	s o v ɛ l ɐ					
2314	Spanish	Indo-European	AWL	punzón	punzón	p u n s o n					
3996	Yaqui	Uto-Aztecan	AWL	bwe’u ji’ikiam	bwe’u_ji’ikiam	bʷ e ʔ u + j i ʔ i k i a m			2314	0.9231	
6777	Qeqchi	Mayan	AWL	formon	formon	f o ɾ m o n	Spanish	formón	2314	0.6667	
8648	Otomi	Otomanguean	AWL	hñehe	hñehe	h ɲ e h e			2314	1.0000	
8649	Otomi	Otomanguean	AWL	'rangu (1)	'rangu	ˀr a n g u			2314	0.8333	
8650	Otomi	Otomanguean	AWL	'ratangu	'ratangu	ˀr a t̪ a n g u			2314	1.0000	
10607	ImbaburaQuechua	Quechuan	AWL	tuksina	tuksina	t u k s i n a			2314	0.5714	
13066	Mapudungun	Araucanian	AWL	rütriñ	rütriñ	ɻ ɨ ʈʂ i ɲ			2314	1.0000	
838	Portuguese	Indo-European	AXE	machado	machado	m a ʃ a d u					
2543	Spanish	Indo-European	AXE	hacha	hacha	a tʃ a					
4170	Yaqui	Uto-Aztecan	AXE	tepuam	tepuam	t e p u a m			2543	0.8333	
5551	ZinacantanTzotzil	Mayan	AXE	7ek’el	7ek’el	ʔ e kʼ e l			2543	1.0000	
6992	Qeqchi	Mayan	AXE	maal	maal	m aː l			2543	1.0000	
8938	Otomi	Otomanguean	AXE	t'e̲gi (1)	t'e̲gi	t̪ʼ æ g i			2543	1.0000	
10741	ImbaburaQuechua	Quechuan	AXE	jacha	jacha	x a tʃ a	Spanish	hacha	2543	0.2500	2543
11933	Wichi	Matacoan	AXE	husan	husan	h u s a n			2543	0.8000	
13211	Mapudungun	Araucanian	AXE	toki	toki	t o k i			2543	1.0000	
991	Portuguese	Indo-European	AXLE	eixo	eixo	ei ʃ u					
2709	Spanish	Indo-European	AXLE	eje	eje	e x e					
4299	Yaqui	Uto-Aztecan	AXLE	eeje	eeje	eː j e	Spanish	eje	2709	0.6667	
7177	Qeqchi	Mayan	AXLE	xb’aalil	xb’aalil	ʃ ɓ aː l i l			2709	1.0000	
9180	Otomi	Otomanguean	AXLE	tsant'i (1)	tsant'i	ts a n t̪ʼ i			2709	1.0000	
9181	Otomi	Otomanguean	AXLE	ehe (2)	ehe	e h e	Spanish	eje	2709	0.3333	
12043	Wichi	Matacoan	AXLE	totkolhlhile	totkolhlhile	t o t k o l̥ + l̥ i l e			2709	0.9091	
13321	Mapudungun	Araucanian	AXLE	eje	eje	e j e	Spanish	eje	2709	0.3333	
116	Portuguese	Indo-European	BABY	bebê	bebê	b e b e					
117	Portuguese	Indo-European	BABY	nenê	nenê	n e n e					
1792	Spanish	Indo-European	BABY	niɲo	niɲo	n i ɲ o					
1793	Spanish	Indo-European	BABY	bebé	bebé	b e β e					
1794	Spanish	Indo-European	BABY	nene	nene	n e n e					
3538	Yaqui	Uto-Aztecan	BABY	ili uusi	ili_uusi	i l i + uː s i			1792	0.8571	
4971	ZinacantanTzotzil	Mayan	BABY	nene7	nene7	n e n e ʔ			1794	0.2000	1794
4972	ZinacantanTzotzil	Mayan	BABY	7unen	7unen	ʔ u n e n	Proto-Mixe-Zoquean	*7unV(k)	1794	0.6000	
6249	Qeqchi	Mayan	BABY	b’ab’ay	b’ab’ay	ɓ a ɓ a j			1792	1.0000	
6250	Qeqchi	Mayan	BABY	kach’in	kach’in	k a tʃʼ i n			1792	1.0000	
8033	Otomi	Otomanguean	BABY	le̲le̲	le̲le̲	l æ l æ			1792	1.0000	
10238	ImbaburaQuechua	Quechuan	BABY	wawa (2)	wawa	w a w a			1792	1.0000	
11395	Wichi	Matacoan	BABY	ha’no’fwaj	ha’no’fwaj	h a ʔ n o ʔ fʷ a x			1792	0.8889	
12642	Mapudungun	Araucanian	BABY	lluzu	lluzu	ʎ u z u			1792	1.0000	
12643	Mapudungun	Araucanian	BABY	metatu	metatu	m e t a t u			1793	0.8333	
12644	Mapudungun	Araucanian	BABY	llushu	llushu	ʎ u ʃ u			1792	1.0000	
326	Portuguese	Indo-European	BACK	costas	costas	k ɔ ʃ t a ʃ					
2021	Spanish	Indo-European	BACK	espalda	espalda	ɛ s p a l d a					
3736	Yaqui	Uto-Aztecan	BACK	joo’o	joo’o	j oː ʔ o			2021	1.0000	
5153	ZinacantanTzotzil	Mayan	BACK	patil	patil	pʰ a t i l			2021	0.8571	
6468	Qeqchi	Mayan	BACK	ix	ix	i ʃ			2021	1.0000	
6469	Qeqchi	Mayan	BACK	xaal it	xaal_it	ʃ aː l + i tʰ			2021	1.0000	
8321	Otomi	Otomanguean	BACK	xu̲tha	xu̲tha	x u θ a			2021	0.8571	
10393	ImbaburaQuechua	Quechuan	BACK	washa (1)	washa	w a ʃ a			2021	0.7143	
11573	Wichi	Matacoan	BACK	towhu	towhu	t o w̥ u			2021	1.0000	
12844	Mapudungun	Araucanian	BACK	furi	furi	f u ɻ i			2021	1.0000	
1394	Portuguese	Indo-European	BAD	mau	mau	m au					
3138	Spanish	Indo-European	BAD	malo	malo	m a l o					
4651	Yaqui	Uto-Aztecan	BAD	kaa tu’i	kaa_tu’i	k aː + t u ʔ i			3138	1.0000	
5966	ZinacantanTzotzil	Mayan	BAD	chopol	chopol	tʃʰ o p o l			3138	0.8000	
7648	Qeqchi	Mayan	BAD	lab'	lab'	l a ɓ			3138	0.7500	
9707	Otomi	Otomanguean	BAD	hingi za̲	hingi_za̲	h i n g i + z ɔ			3138	1.0000	
9708	Otomi	Otomanguean	BAD	hingar za̲	hingar_za̲	h i n g a r + z ɔ			3138	0.8889	
9709	Otomi	Otomanguean	BAD	hingi ho	hingi_ho	h i n g i + h o			3138	0.8750	
9710	Otomi	Otomanguean	BAD	xi nts'o	xi_nts'o	x i + n tsʼ o			3138	0.8333	
11130	ImbaburaQuechua	Quechuan	BAD	millay	millay	m i ʒ a j			3138	0.8000	
12346	Wichi	Matacoan	BAD	fwitsaj	fwitsaj	fʷ i ts a x			3138	1.0000	
13616	Mapudungun	Araucanian	BAD	weza	weza	w e z a			3138	1.0000	
1348	Portuguese	Indo-European	BAD LUCK	infortúnio	infortúnio	ĩ f o ʁ t u n j u					
1349	Portuguese	Indo-European	BAD LUCK	má sorte	má_sorte	m a + s ɔ ʁ tʃ i					
1350	Portuguese	Indo-European	BAD LUCK	azar	azar	a z a ʁ					
3088	Spanish	Indo-European	BAD LUCK	mala suerte	mala_suerte	m a l a + s w ɛ ɾ t e					
4617	Yaqui	Uto-Aztecan	BAD LUCK	kaa suertek	kaa_suertek	k aː + s u e r t e k	Spanish	suerte	3088	0.7273	
5932	ZinacantanTzotzil	Mayan	BAD LUCK	tzahal 7ora	tzahal_7ora	tsʰ a h a l + ʔ o ɾ a	Spanish	ora	3088	0.7273	
7600	Qeqchi	Mayan	BAD LUCK	awas	awas	a w a s			3088	0.7273	
9651	Otomi	Otomanguean	BAD LUCK	ts’oswerte	ts’oswerte	ts ʔ o s w e r t̪ e	Spanish	suerte	3088	0.7273	
11098	ImbaburaQuechua	Quechuan	BAD LUCK	chiki	chiki	tʃ i k i			3088	1.0000	
1613	Portuguese	Indo-European	BAIT	isca	isca	i ʃ k ɐ					
3380	Spanish	Indo-European	BAIT	cebo	cebo	s e β o					
3381	Spanish	Indo-European	BAIT	carnada	carnada	k a ɾ n a ð a					
4826	Yaqui	Uto-Aztecan	BAIT	bwa’ame	bwa’ame	bʷ a ʔ a m e			3381	0.7143	
7855	Qeqchi	Mayan	BAIT	xwah kar	xwah_kar	ʃ w a h + k a r			3381	0.8750	
10068	Otomi	Otomanguean	BAIT	xebo	xebo	x e b o	Spanish	cebo	3380	0.5000	
12506	Wichi	Matacoan	BAIT	tokonek	tokonek	t o k o n e k			3380	0.8571	
526	Portuguese	Indo-European	BAKE	cozer no forno	cozer_no_forno	k o z e ʁ + n u + f ɔ ʁ n u					
2222	Spanish	Indo-European	BAKE	hornear	hornear	o ɾ n e a ɾ					
3908	Yaqui	Uto-Aztecan	BAKE	orniaroa	orniaroa	o r n i a r o a	Spanish	hornear	2222	0.6250	
5330	ZinacantanTzotzil	Mayan	BAKE	meltzan	meltzan	m e l tsʰ a n			2222	0.8333	
8543	Otomi	Otomanguean	BAKE	hu (1)	hu	h u			2222	1.0000	
8544	Otomi	Otomanguean	BAKE	ut'i	ut'i	u t̪ʼ i			2222	1.0000	
10535	ImbaburaQuechua	Quechuan	BAKE	kusana (2)	kusana	k u s a n a			2222	1.0000	
11722	Wichi	Matacoan	BAKE	hip’u	hip’u	h i p ʔ u			2222	1.0000	
12997	Mapudungun	Araucanian	BAKE	ronotun	ronotun	ɻ o n o t u n	Spanish	horno	2222	0.8571	
492	Portuguese	Indo-European	BALD	calvo	calvo	k au v u					
2189	Spanish	Indo-European	BALD	calvo	calvo	k a l β o					
2190	Spanish	Indo-European	BALD	pelado	pelado	p e l a ð o					
3878	Yaqui	Uto-Aztecan	BALD	kaa kobaboak	kaa_kobaboak	k aː + k o b a b o a k			2189	0.8182	
5298	ZinacantanTzotzil	Mayan	BALD	bochol	bochol	ɓ o tʃʰ o l			2189	1.0000	
5299	ZinacantanTzotzil	Mayan	BALD	kanel	kanel	k a n e l			2189	0.6000	
6638	Qeqchi	Mayan	BALD	t'uru' xjolom	t'uru'_xjolom	tʼ u ɾ u ʔ + ʃ x o l o m			2189	0.9167	
6639	Qeqchi	Mayan	BALD	t'ojt'o	t'ojt'o	tʼ o x tʼ o			2189	0.8000	
6640	Qeqchi	Mayan	BALD	t'uru'	t'uru'	tʼ u ɾ u ʔ			2189	1.0000	
8490	Otomi	Otomanguean	BALD	ngo̲ñä	ngo̲ñä	n g ə ɲ ɐ			2189	1.0000	
