ID	DOCULECT	FAMILY	CONCEPT_NAME	CONCEPT	VALUE	FORM	TOKENS	BORROWED	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCALLID_0	SCA_0	SCA_0ID
5924	ZinacantanTzotzil	Mayan	dry	DRY	takin	takin	t a k i n	False	0.0			1 7 1 7 4	AXBYN	TAKIN	9	9.T.C 9.A.V 9.K.C 9.I.V 9.N.c	2.0 1.5 1.75 1.3 0.8	takin	0	0	3259-Mayan	4952
7586	Qeqchi	Mayan	dry	DRY	chaqi	chaqi	tʃ a q i	False	0.0			1 7 1 7	AXBZ	TAKI	5	5.T.C 5.A.V 5.K.C 5.I.V	2.0 1.5 1.75 0.8	tʃaqi	0	0	3259-Mayan	4952
7587	Qeqchi	Mayan	dry	DRY	xujxuj	xujxuj	ʃ u x ʃ u x	False	0.0			3 7 3 3 7 3	AXMBYN	SYGSYG	5	5.S.C 5.Y.V 5.G.c 5.S.C 5.Y.V 5.G.c	2.0 1.5 1.1 1.75 1.3 0.8	ʃuxʃux	0	0	3269-Mayan	4960
9640	Otomi	Otomanguean	dry	DRY	xi ‘yot'i	xi_‘yot'i	x i + ˀj o t̪ʼ i	False	0.0			3 7 9 6 7 1 7	AX_AXBZ	GI_JUTI	3	3.G.C 3.I.V 3._._ 3.J.C 3.U.V 3.T.C 3.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	xi+ˀjot̪ʼi	0	0	3261-Otomanguean	4956
9641	Otomi	Otomanguean	dry	DRY	xi 'ñoni	xi_'ñoni	x i + ˀɲ o n i	False	0.0			3 7 9 4 7 4 7	AX_AXBZ	GI_NUNI	3	3.G.C 3.I.V 3._._ 3.N.C 3.U.V 3.N.C 3.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	xi+ˀɲoni	0	0	3261-Otomanguean	4956
11089	ImbaburaQuechua	Quechuan	dry	DRY	chakishka	chakishka	tʃ a k i ʃ k a	False	0.0			1 7 1 7 3 1 7	AXBYMBZ	TAKISKA	1	1.T.C 1.A.V 1.K.C 1.I.V 1.S.c 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	tʃakiʃka	0	0	3259-Quechuan	4953
12302	Wichi	Matacoan	dry	DRY	tamchoy	tamchoy	t a m tʃ o j	False	0.0			1 7 4 1 7 6	AXMBYN	TAMTUJ	7	7.T.C 7.A.V 7.M.c 7.T.C 7.U.V 7.J.c	2.0 1.5 1.1 1.75 1.3 0.8	tamtʃoj	0	0	3265-Matacoan	4958
13572	Mapudungun	Araucanian	dry	DRY	piwün	piwün	p i w ɨ n	False	0.0			1 7 6 7 4	AXBYN	PIWIN	2	2.P.C 2.I.V 2.W.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	piwɨn	0	0	3260-Araucanian	4955
232	Portuguese	Indo-European	duck	DUCK	pato	pato	p a t u					1 7 1 7	AXBZ	PATY	4	4.P.C 4.A.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	patu	0	3270	3270-Indo-European	4965
1926	Spanish	Indo-European	duck	DUCK	pato	pato	p a t o					1 7 1 7	AXBZ	PATU	6	6.P.C 6.A.V 6.T.C 6.U.V	2.0 1.5 1.75 0.8	pato	0	3270	3270-Indo-European	4965
1927	Spanish	Indo-European	duck	DUCK	ánade	ánade	a n a ð e					7 4 7 3 7	XBYBZ	ANADE	6	6.A.V 6.N.C 6.A.V 6.D.C 6.E.V	1.5 1.75 1.3 1.75 0.8	anaðe	0	0	3280-Indo-European	4974
3655	Yaqui	Uto-Aztecan	duck	DUCK	ba’a mojakte’ela	ba’a_mojakte’ela	b a ʔ a + m o j a k t e ʔ e l a	False	0.0			1 7 1 7 9 4 7 6 7 1 1 7 1 7 5 7	AXBZ_AXBYMBYBYBZ	PAHA_MUJAKTEHELA	8	8.P.C 8.A.V 8.H.C 8.A.V 8._._ 8.M.C 8.U.V 8.J.C 8.A.V 8.K.c 8.T.C 8.E.V 8.H.C 8.E.V 8.L.C 8.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	baʔa+mojakteʔela	0	0	3277-Uto-Aztecan	4971
3656	Yaqui	Uto-Aztecan	duck	DUCK	paato	paato	p aː t o	True	1.0	Spanish	pato	1 7 1 7	AXBZ	PATU	8	8.P.C 8.A.V 8.T.C 8.U.V	2.0 1.5 1.75 0.8	paːto	0	3270	3270-Uto-Aztecan	4969
5065	ZinacantanTzotzil	Mayan	duck	DUCK	pech’	pech’	pʰ e tʃʼ	False	0.0			1 7 1	AXN	PET	9	9.P.C 9.E.V 9.T.c	2.0 1.5 0.8	pʰetʃʼ	0	0	3278-Mayan	4972
6368	Qeqchi	Mayan	duck	DUCK	patux	patux	p a t u ʃ	True	1.0	Spanish	patos	1 7 1 7 3	AXBYN	PATYS	5	5.P.C 5.A.V 5.T.C 5.Y.V 5.S.c	2.0 1.5 1.75 1.3 0.8	patuʃ	0	3270	3270-Mayan	4966
8217	Otomi	Otomanguean	duck	DUCK	badu	badu	b a d u	True	1.0	Spanish	pato	1 7 1 7	AXBZ	PATY	3	3.P.C 3.A.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	badu	0	3270	3270-Otomanguean	4967
10331	ImbaburaQuechua	Quechuan	duck	DUCK	patu	patu	p a t u	True	1.0	Spanish	pato	1 7 1 7	AXBZ	PATY	1	1.P.C 1.A.V 1.T.C 1.Y.V	2.0 1.5 1.75 0.8	patu	0	3270	3270-Quechuan	4968
11483	Wichi	Matacoan	duck	DUCK	fwu’yaj	fwu’yaj	fʷ u ʔ j a x	False	0.0			3 7 1 6 7 3	AXBCYN	BYHJAG	7	7.B.C 7.Y.V 7.H.C 7.J.C 7.A.V 7.G.c	2.0 1.5 1.75 1.5 1.3 0.8	fʷuʔjax	0	0	3276-Matacoan	4970
12777	Mapudungun	Araucanian	duck	DUCK	patu	patu	p a t u	True	1.0	Spanish	pato	1 7 1 7	AXBZ	PATY	2	2.P.C 2.A.V 2.T.C 2.Y.V	2.0 1.5 1.75 0.8	patu	0	3270	3270-Araucanian	4964
12778	Mapudungun	Araucanian	duck	DUCK	wala	wala	w a l a	False	0.0			6 7 5 7	AXBZ	WALA	2	2.W.C 2.A.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	wala	0	0	3279-Araucanian	4973
5	Portuguese	Indo-European	dust	DUST	pó	pó	p ɔ					1 7	AX	PU	4	4.P.C 4.U.V	2.0 1.5	pɔ	0	0	3284-Indo-European	4978
1687	Spanish	Indo-European	dust	DUST	polvo	polvo	p o l β o					1 7 5 3 7	AXMBZ	PULBU	6	6.P.C 6.U.V 6.L.c 6.B.C 6.U.V	2.0 1.5 1.1 1.75 0.8	polβo	0	0	3284-Indo-European	4978
3457	Yaqui	Uto-Aztecan	dust	DUST	toochia	toochia	t oː tʃ i a	False	0.0			1 7 1 7 7	AXBYZ	TUTIA	8	8.T.C 8.U.V 8.T.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 0.8	toːtʃia	0	0	3288-Uto-Aztecan	4981
4891	ZinacantanTzotzil	Mayan	dust	DUST	7ik'ubal	7ik'ubal	ʔ i k ʔ u ɓ a l	False	0.0			1 7 1 1 7 1 7 5	AXMBYBYN	HIKHYPAL	9	9.H.C 9.I.V 9.K.c 9.H.C 9.Y.V 9.P.C 9.A.V 9.L.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	ʔikʔuɓal	0	0	3289-Mayan	4982
4892	ZinacantanTzotzil	Mayan	dust	DUST	pukuk	pukuk	pʰ u k u k	False	0.0			1 7 1 7 1	AXBYN	PYKYK	9	9.P.C 9.Y.V 9.K.C 9.Y.V 9.K.c	2.0 1.5 1.75 1.3 0.8	pʰukuk	0	0	3292-Mayan	4985
6156	Qeqchi	Mayan	dust	DUST	poqs	poqs	p o q s	False	0.0			1 7 1 3	AXBC	PUKS	5	5.P.C 5.U.V 5.K.C 5.S.C	2.0 1.5 1.75 1.5	poqs	0	0	3285-Mayan	4979
7929	Otomi	Otomanguean	dust	DUST	fonthai	fonthai	f o n θ a i	False	0.0			3 7 4 3 7 7	AXMBYZ	BUNDAI	3	3.B.C 3.U.V 3.N.c 3.D.C 3.A.V 3.I.V	2.0 1.5 1.1 1.75 1.3 0.8	fonθai	0	0	3283-Otomanguean	4977
10170	ImbaburaQuechua	Quechuan	dust	DUST	allpa jaku	allpa_jaku	a ʒ p a + x a k u	False	0.0			7 3 1 7 9 3 7 1 7	XMBZ_AXBZ	ASPA_GAKY	1	1.A.V 1.S.c 1.P.C 1.A.V 1._._ 1.G.C 1.A.V 1.K.C 1.Y.V	1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	aʒpa+xaku	0	0	3281-Quechuan	4975
11326	Wichi	Matacoan	dust	DUST	hulu	hulu	h u l u	False	0.0			3 7 5 7	AXBZ	HYLY	7	7.H.C 7.Y.V 7.L.C 7.Y.V	2.0 1.5 1.75 0.8	hulu	0	0	3287-Matacoan	4980
11327	Wichi	Matacoan	dust	DUST	lamukw	lamukw	l a m u kʷ	False	0.0			5 7 4 7 1	AXBYN	LAMYK	7	7.L.C 7.A.V 7.M.C 7.Y.V 7.K.c	2.0 1.5 1.75 1.3 0.8	lamukʷ	0	0	3291-Matacoan	4984
12546	Mapudungun	Araucanian	dust	DUST	trufür	trufür	ʈʂ u f ɨ ɻ	False	0.0			2 7 3 7 5	AXBYN	CYBIR	2	2.C.C 2.Y.V 2.B.C 2.I.V 2.R.c	2.0 1.5 1.75 1.3 0.8	ʈʂufɨɻ	0	0	3282-Araucanian	4976
12547	Mapudungun	Araucanian	dust	DUST	trufken	trufken	ʈʂ u f k e n	False	0.0			2 7 3 1 7 4	AXMBYN	CYBKEN	2	2.C.C 2.Y.V 2.B.c 2.K.C 2.E.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ʈʂufken	1	0	3290-Araucanian	4983
675	Portuguese	Indo-European	dwell (live, reside)	DWELLLIVERESIDE	morar	morar	m o ɾ a ʁ					4 7 5 7 5	AXBYN	MURAR	4	4.M.C 4.U.V 4.R.C 4.A.V 4.R.c	2.0 1.5 1.75 1.3 0.8	moɾaʁ	0	0	3296-Indo-European	4989
676	Portuguese	Indo-European	dwell (live, reside)	DWELLLIVERESIDE	residir	residir	ʁ e z i dʒ i ʁ					5 7 3 7 1 7 5	AXBYBYN	RESITIR	4	4.R.C 4.E.V 4.S.C 4.I.V 4.T.C 4.I.V 4.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʁezidʒiʁ	0	0	3302-Indo-European	4997
2370	Spanish	Indo-European	dwell (live, reside)	DWELLLIVERESIDE	habitar	habitar	a β i t a ɾ					7 3 7 1 7 5	XBYBYN	ABITAR	6	6.A.V 6.B.C 6.I.V 6.T.C 6.A.V 6.R.c	1.5 1.75 1.3 1.75 1.3 0.8	aβitaɾ	0	0	3298-Indo-European	4991
2371	Spanish	Indo-European	dwell (live, reside)	DWELLLIVERESIDE	vivir	vivir	b i β i ɾ					1 7 3 7 5	AXBYN	PIBIR	6	6.P.C 6.I.V 6.B.C 6.I.V 6.R.c	2.0 1.5 1.75 1.3 0.8	biβiɾ	1	0	3303-Indo-European	4998
2372	Spanish	Indo-European	dwell (live, reside)	DWELLLIVERESIDE	morar	morar	m o ɾ a ɾ					4 7 5 7 5	AXBYN	MURAR	6	6.M.C 6.U.V 6.R.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	moɾaɾ	0	0	3296-Indo-European	4989
4047	Yaqui	Uto-Aztecan	dwell (live, reside)	DWELLLIVERESIDE	jo’ak	jo’ak	j o ʔ a k	False	0.0			6 7 1 7 1	AXBYN	JUHAK	8	8.J.C 8.U.V 8.H.C 8.A.V 8.K.c	2.0 1.5 1.75 1.3 0.8	joʔak	0	0	3300-Uto-Aztecan	4995
5440	ZinacantanTzotzil	Mayan	dwell (live, reside)	DWELLLIVERESIDE	naki	naki	n a k i	False	0.0			4 7 1 7	AXBZ	NAKI	9	9.N.C 9.A.V 9.K.C 9.I.V	2.0 1.5 1.75 0.8	naki	0	0	3301-Mayan	4996
6823	Qeqchi	Mayan	dwell (live, reside)	DWELLLIVERESIDE	na'ajink	na'ajink	n a ʔ a x i n kʰ	False	0.0			4 7 1 7 3 7 4 1	AXBYBYLN	NAHAGINK	5	5.N.C 5.A.V 5.H.C 5.A.V 5.G.C 5.I.V 5.N.c 5.K.c	2.0 1.5 1.75 1.3 1.75 1.3 1.1 0.8	naʔaxinkʰ	0	0	3297-Mayan	4990
8721	Otomi	Otomanguean	dwell (live, reside)	DWELLLIVERESIDE	‘bui	‘bui	ˀb u i	False	0.0			1 7 7	AXZ	PYI	3	3.P.C 3.Y.V 3.I.V	2.0 1.5 0.8	ˀbui	1	0	3295-Otomanguean	4988
10638	ImbaburaQuechua	Quechuan	dwell (live, reside)	DWELLLIVERESIDE	kawsana	kawsana	k a w s a n a	False	0.0			1 7 6 3 7 4 7	AXMBYBZ	KAWSANA	1	1.K.C 1.A.V 1.W.c 1.S.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kawsana	0	0	3293-Quechuan	4986
11831	Wichi	Matacoan	dwell (live, reside)	DWELLLIVERESIDE	ihi	ihi	i h i	False	0.0			7 3 7	XBZ	IHI	7	7.I.V 7.H.C 7.I.V	1.5 1.75 0.8	ihi	0	0	3299-Matacoan	4992
13106	Mapudungun	Araucanian	dwell (live, reside)	DWELLLIVERESIDE	mülen	mülen	m ɨ l e n	False	0.0			4 7 5 7 4	AXBYN	MILEN	2	2.M.C 2.I.V 2.L.C 2.E.V 2.N.c	2.0 1.5 1.75 1.3 0.8	mɨlen	1	0	3294-Araucanian	4987
625	Portuguese	Indo-European	dye	DYE	corante	corante	k o ɾ ɐ̃ tʃ i					1 7 5 7 1 7	AXBYBZ	KURETI	4	4.K.C 4.U.V 4.R.C 4.E.V 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	koɾɐ̃tʃi	0	0	3307-Indo-European	5003
626	Portuguese	Indo-European	dye	DYE	tingir	tingir	tʃ ĩ ʒ i ʁ					1 7 3 7 5	AXBYN	TISIR	4	4.T.C 4.I.V 4.S.C 4.I.V 4.R.c	2.0 1.5 1.75 1.3 0.8	tʃĩʒiʁ	0	3304	3304-Indo-European	4999
2316	Spanish	Indo-European	dye	DYE	teɲir	teɲir	t e ɲ i ɾ					1 7 4 7 5	AXBYN	TENIR	6	6.T.C 6.E.V 6.N.C 6.I.V 6.R.c	2.0 1.5 1.75 1.3 0.8	teɲiɾ	0	3304	3304-Indo-European	4999
3998	Yaqui	Uto-Aztecan	dye	DYE	tojta	tojta	t o j t a	False	0.0			1 7 6 1 7	AXMBZ	TUJTA	8	8.T.C 8.U.V 8.J.c 8.T.C 8.A.V	2.0 1.5 1.1 1.75 0.8	tojta	0	0	3311-Uto-Aztecan	5007
5414	ZinacantanTzotzil	Mayan	dye	DYE	bon	bon	ɓ o n	False	0.0			1 7 4	AXN	PUN	9	9.P.C 9.U.V 9.N.c	2.0 1.5 0.8	ɓon	1	0	3312-Mayan	5008
6779	Qeqchi	Mayan	dye	DYE	b’onok	b’onok	ɓ o n o kʰ	False	0.0			1 7 4 7 1	AXBYN	PUNUK	5	5.P.C 5.U.V 5.N.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	ɓonokʰ	0	0	3308-Mayan	5004
8653	Otomi	Otomanguean	dye	DYE	kät'i	kät'i	k ɐ t̪ʼ i	False	0.0			1 7 1 7	AXBZ	KETI	3	3.K.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	kɐt̪ʼi	0	0	3306-Otomanguean	5002
10609	ImbaburaQuechua	Quechuan	dye	DYE	tiñina	tiñina	t i ɲ i n a	True	1.0	Spanish	teñir	1 7 4 7 4 7	AXBYBZ	TININA	1	1.T.C 1.I.V 1.N.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tiɲina	0	3304	3304-Quechuan	5000
11792	Wichi	Matacoan	dye	DYE	ipak	ipak	i p a k	False	0.0			7 1 7 1	XBYN	IPAK	7	7.I.V 7.P.C 7.A.V 7.K.c	1.5 1.75 1.3 0.8	ipak	0	0	3310-Matacoan	5006
13068	Mapudungun	Araucanian	dye	DYE	tulün	tulün	t u l ɨ n	False	0.0			1 7 5 7 4	AXBYN	TYLIN	2	2.T.C 2.Y.V 2.L.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	tulɨn	0	0	3305-Araucanian	5001
238	Portuguese	Indo-European	eagle	EAGLE	águia	águia	a ɡ j ɐ					7 1 6 7	XBCZ	AKJE	4	4.A.V 4.K.C 4.J.C 4.E.V	1.5 1.75 1.5 0.8	aɡjɐ	0	0	3316-Indo-European	5012
1933	Spanish	Indo-European	eagle	EAGLE	águila	águila	a ɣ i l a					7 3 7 5 7	XBYBZ	AGILA	6	6.A.V 6.G.C 6.I.V 6.L.C 6.A.V	1.5 1.75 1.3 1.75 0.8	aɣila	0	0	3316-Indo-European	5012
3661	Yaqui	Uto-Aztecan	eagle	EAGLE	suluma	suluma	s u l u m a	False	0.0			3 7 5 7 4 7	AXBYBZ	SYLYMA	8	8.S.C 8.Y.V 8.L.C 8.Y.V 8.M.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	suluma	0	0	3320-Uto-Aztecan	5016
6374	Qeqchi	Mayan	eagle	EAGLE	t’iw	t’iw	tʼ i w	False	0.0			1 7 6	AXN	TIW	5	5.T.C 5.I.V 5.W.c	2.0 1.5 0.8	tʼiw	0	0	3317-Mayan	5013
8222	Otomi	Otomanguean	eagle	EAGLE	nxu̲ni (1)	nxu̲ni	n x u n i	False	0.0			4 3 7 4 7	ACYBZ	NGYNI	3	3.N.C 3.G.C 3.Y.V 3.N.C 3.I.V	2.0 1.5 1.3 1.75 0.8	nxuni	0	0	3315-Otomanguean	5011
10335	ImbaburaQuechua	Quechuan	eagle	EAGLE	anga (1)	anga	a ŋ g a	False	0.0			7 4 1 7	XMBZ	ANKA	1	1.A.V 1.N.c 1.K.C 1.A.V	1.5 1.1 1.75 0.8	aŋga	0	0	3313-Quechuan	5009
11488	Wichi	Matacoan	eagle	EAGLE	istiwin	istiwin	i s t i w i n	False	0.0			7 3 1 7 6 7 4	XMBYBYN	ISTIWIN	7	7.I.V 7.S.c 7.T.C 7.I.V 7.W.C 7.I.V 7.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	istiwin	0	0	3319-Matacoan	5014
12784	Mapudungun	Araucanian	eagle	EAGLE	ñamku	ñamku	ɲ a m k u	False	0.0			4 7 4 1 7	AXMBZ	NAMKY	2	2.N.C 2.A.V 2.M.c 2.K.C 2.Y.V	2.0 1.5 1.1 1.75 0.8	ɲamku	0	0	3314-Araucanian	5010
12785	Mapudungun	Araucanian	eagle	EAGLE	kalkiñ	kalkiñ	k a l k i ɲ	False	0.0			1 7 5 1 7 4	AXMBYN	KALKIN	2	2.K.C 2.A.V 2.L.c 2.K.C 2.I.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kalkiɲ	0	0	3321-Araucanian	5017
347	Portuguese	Indo-European	ear	EAR	orelha	orelha	o ɾ e ʎ ɐ					7 5 7 5 7	XBYBZ	URELE	4	4.U.V 4.R.C 4.E.V 4.L.C 4.E.V	1.5 1.75 1.3 1.75 0.8	oɾeʎɐ	0	0	3325-Indo-European	5021
2042	Spanish	Indo-European	ear	EAR	oreja	oreja	o ɾ e x a					7 5 7 3 7	XBYBZ	UREGA	6	6.U.V 6.R.C 6.E.V 6.G.C 6.A.V	1.5 1.75 1.3 1.75 0.8	oɾexa	0	0	3325-Indo-European	5021
3752	Yaqui	Uto-Aztecan	ear	EAR	nakam	nakam	n a k a m	False	0.0			4 7 1 7 4	AXBYN	NAKAM	8	8.N.C 8.A.V 8.K.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	nakam	0	0	3329-Uto-Aztecan	5024
5169	ZinacantanTzotzil	Mayan	ear	EAR	chikinil	chikinil	tʃʰ i k i n i l	False	0.0			1 7 1 7 4 7 5	AXBYBYN	TIKINIL	9	9.T.C 9.I.V 9.K.C 9.I.V 9.N.C 9.I.V 9.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tʃʰikinil	0	0	3330-Mayan	5026
6490	Qeqchi	Mayan	ear	EAR	xik (1)	xik	ʃ i kʰ	False	0.0			3 7 1	AXN	SIK	5	5.S.C 5.I.V 5.K.c	2.0 1.5 0.8	ʃikʰ	0	0	3326-Mayan	5022
8342	Otomi	Otomanguean	ear	EAR	zagu	zagu	z a g u	False	0.0			3 7 1 7	AXBZ	SAKY	3	3.S.C 3.A.V 3.K.C 3.Y.V	2.0 1.5 1.75 0.8	zagu	0	0	3324-Otomanguean	5020
8343	Otomi	Otomanguean	ear	EAR	gu	gu	g u	False	0.0			1 7	AX	KY	3	3.K.C 3.Y.V	2.0 1.5	gu	0	0	3324-Otomanguean	5020
10408	ImbaburaQuechua	Quechuan	ear	EAR	rinri	rinri	ʐ i ŋ ɾ i	False	0.0			3 7 4 5 7	AXBCZ	SINRI	1	1.S.C 1.I.V 1.N.C 1.R.C 1.I.V	2.0 1.5 1.75 1.5 0.8	ʐiŋɾi	0	0	3322-Quechuan	5018
11588	Wichi	Matacoan	ear	EAR	toch’ute’	toch’ute’	t o tʃ ʔ u t e ʔ	False	0.0			1 7 1 1 7 1 7 1	AXMBYBYN	TUTHYTEH	7	7.T.C 7.U.V 7.T.c 7.H.C 7.Y.V 7.T.C 7.E.V 7.H.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	totʃʔuteʔ	0	0	3328-Matacoan	5023
12860	Mapudungun	Araucanian	ear	EAR	piluṉ	piluṉ	p i l u n̪	False	0.0			1 7 5 7 4	AXBYN	PILYN	2	2.P.C 2.I.V 2.L.C 2.Y.V 2.N.c	2.0 1.5 1.75 1.3 0.8	pilun̪	0	0	3323-Araucanian	5019
348	Portuguese	Indo-European	earlobe	EARLOBE	lóbulo	lóbulo	l ɔ b u l u					5 7 1 7 5 7	AXBYBZ	LUPYLY	4	4.L.C 4.U.V 4.P.C 4.Y.V 4.L.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	lɔbulu	0	0	3334-Indo-European	5030
2043	Spanish	Indo-European	earlobe	EARLOBE	lóbulo	lóbulo	l o β u l o					5 7 3 7 5 7	AXBYBZ	LUBYLU	6	6.L.C 6.U.V 6.B.C 6.Y.V 6.L.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	loβulo	0	0	3334-Indo-European	5030
3753	Yaqui	Uto-Aztecan	earlobe	EARLOBE	nakam	nakam	n a k a m	False	0.0			4 7 1 7 4	AXBYN	NAKAM	8	8.N.C 8.A.V 8.K.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	nakam	1	0	3337-Uto-Aztecan	5032
5170	ZinacantanTzotzil	Mayan	earlobe	EARLOBE	k’unil chikinil	k’unil_chikinil	kʼ u n i l + tʃʰ i k i n i l	False	0.0			1 7 4 7 5 9 1 7 1 7 4 7 5	AXBYN_AXBYBYN	KYNIL_TIKINIL	9	9.K.C 9.Y.V 9.N.C 9.I.V 9.L.c 9._._ 9.T.C 9.I.V 9.K.C 9.I.V 9.N.C 9.I.V 9.L.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	kʼunil+tʃʰikinil	0	0	3338-Mayan	5033
8344	Otomi	Otomanguean	earlobe	EARLOBE	dungu	dungu	d u n g u	False	0.0			1 7 4 1 7	AXMBZ	TYNKY	3	3.T.C 3.Y.V 3.N.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	dungu	0	0	3333-Otomanguean	5029
8345	Otomi	Otomanguean	earlobe	EARLOBE	tukungo	tukungo	t̪ u k u n g o	False	0.0			1 7 1 7 4 1 7	AXBYMBZ	TYKYNKU	3	3.T.C 3.Y.V 3.K.C 3.Y.V 3.N.c 3.K.C 3.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	t̪ukungo	0	0	3333-Otomanguean	5029
10409	ImbaburaQuechua	Quechuan	earlobe	EARLOBE	rinri kara	rinri_kara	ʐ i ŋ ɾ i + k a ɾ a	False	0.0			3 7 4 5 7 9 1 7 5 7	AXBCZ_AXBZ	SINRI_KARA	1	1.S.C 1.I.V 1.N.C 1.R.C 1.I.V 1._._ 1.K.C 1.A.V 1.R.C 1.A.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ʐiŋɾi+kaɾa	0	0	3331-Quechuan	5027
11589	Wichi	Matacoan	earlobe	EARLOBE	toch’ute’san	toch’ute’san	t o tʃ ʔ u t e ʔ a n	False	0.0			1 7 1 1 7 1 7 1 7 4	AXMBYBYBYN	TUTHYTEHAN	7	7.T.C 7.U.V 7.T.c 7.H.C 7.Y.V 7.T.C 7.E.V 7.H.C 7.A.V 7.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 0.8	totʃʔuteʔan	0	0	3336-Matacoan	5031
12861	Mapudungun	Araucanian	earlobe	EARLOBE	llafkeñ piluṉ	llafkeñ_piluṉ	ʎ a f k e ɲ + p i l u n̪	False	0.0			5 7 3 1 7 4 9 1 7 5 7 4	AXMBYN_AXBYN	LABKEN_PILYN	2	2.L.C 2.A.V 2.B.c 2.K.C 2.E.V 2.N.c 2._._ 2.P.C 2.I.V 2.L.C 2.Y.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ʎafkeɲ+pilun̪	0	0	3332-Araucanian	5028
1218	Portuguese	Indo-European	early	EARLY	cedo	cedo	s ɛ d u					3 7 1 7	AXBZ	SETY	4	4.S.C 4.E.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	sɛdu	0	0	3341-Indo-European	5037
2950	Spanish	Indo-European	early	EARLY	temprano	temprano	t e m p ɾ a n o					1 7 4 1 5 7 4 7	AXMBCYBZ	TEMPRANU	6	6.T.C 6.E.V 6.M.c 6.P.C 6.R.C 6.A.V 6.N.C 6.U.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	tempɾano	0	0	3343-Indo-European	5039
4502	Yaqui	Uto-Aztecan	early	EARLY	ketwo	ketwo	k e t w o	False	0.0			1 7 1 6 7	AXBCZ	KETWU	8	8.K.C 8.E.V 8.T.C 8.W.C 8.U.V	2.0 1.5 1.75 1.5 0.8	ketwo	0	0	3345-Uto-Aztecan	5041
7451	Qeqchi	Mayan	early	EARLY	eq'la	eq'la	e qʼ l a	False	0.0			7 1 5 7	XBCZ	EKLA	5	5.E.V 5.K.C 5.L.C 5.A.V	1.5 1.75 1.5 0.8	eqʼla	0	0	3342-Mayan	5038
9477	Otomi	Otomanguean	early	EARLY	ngut'ä	ngut'ä	n g u t̪ʼ ɐ	False	0.0			4 1 7 1 7	ACYBZ	NKYTE	3	3.N.C 3.K.C 3.Y.V 3.T.C 3.E.V	2.0 1.5 1.3 1.75 0.8	ngut̪ʼɐ	0	0	3340-Otomanguean	5036
9478	Otomi	Otomanguean	early	EARLY	xuditho	xuditho	x u d i θ o	False	0.0			3 7 1 7 3 7	AXBYBZ	GYTIDU	3	3.G.C 3.Y.V 3.T.C 3.I.V 3.D.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	xudiθo	0	0	3346-Otomanguean	5042
