ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID	DETECT_STATUS
11265	ImbaburaQuechua	ARMOUR	armadura	armadura	a ɾ m a d u ɾ a	Spanish	armadura	Portuguese	a ʁ m a d u ɾ ɐ	1587	tn
12494	Wichi	ARMOUR	lakatshayajput	lakatshayajput	l a k a tsʰ a j a x p u t						tn
368	Portuguese	ARMPIT	axila	axila	a k s i l ɐ						
369	Portuguese	ARMPIT	sovaco	sovaco	s o v a k u						
2064	Spanish	ARMPIT	sobaco	sobaco	s o β a k o						
2065	Spanish	ARMPIT	axila	axila	a k s i l a						
3775	Yaqui	ARMPIT	seekam	seekam	s eː k a m						tn
5189	ZinacantanTzotzil	ARMPIT	lotz’opil	lotz’opil	l o tsʼ o p i l						tn
6511	Qeqchi	ARMPIT	sa’ tel	sa’_tel	s a ʔ + t e l						tn
8365	Otomi	ARMPIT	kaxjo	kaxjo	k a x x o						tn
10428	ImbaburaQuechua	ARMPIT	subaku	subaku	s u b a k u	Spanish	sobaco	Portuguese	s o v a k u	369	tn
11608	Wichi	ARMPIT	towilisch’u	towilisch’u	t o w i l i s tʃ ʔ u						tn
12880	Mapudungun	ARMPIT	puñpuya	puñpuya	p u ɲ p u y a						tn
1571	Portuguese	ARMY	exército	exército	i z ɛ ʁ s i t u						
3339	Spanish	ARMY	ejército	ejército	e x ɛ ɾ s i t o						
3340	Spanish	ARMY	tropas	tropas	t ɾ o p a s						
4801	Yaqui	ARMY	troopa	troopa	t r oː p a	Spanish	tropa				tn
7815	Qeqchi	ARMY	soldaa, sola	soldaa	s o l d aː	Spanish	soldado				tn
10003	Otomi	ARMY	ejersito	ejersito	e x e r s i t̪ o	Spanish	ejercito	Portuguese	i z ɛ ʁ s i t u	1571	tn
10004	Otomi	ARMY	tropa	tropa	t̪ r o p a	Spanish	tropa				tn
10005	Otomi	ARMY	hmunts'u̲sundado	hmunts'u̲sundado	h m u n tsʼ u s u n d a d o	Spanish	soldado				tn
11259	ImbaburaQuechua	ARMY	aukakuna	aukakuna	a u k a k u n a						tn
12482	Wichi	ARMY	nifwutaj	nifwutaj	n i fʷ u t a x						tn
967	Portuguese	ARRIVE	chegar	chegar	ʃ e ɡ a ʁ						
2682	Spanish	ARRIVE	llegar	llegar	ɟ ʝ e ɣ a ɾ						
2683	Spanish	ARRIVE	alcanzar	alcanzar	a l k a n s a ɾ						
4278	Yaqui	ARRIVE	jajame	jajame	j a j a m e						tn
5649	ZinacantanTzotzil	ARRIVE	yul	yul	j u l						tn
5650	ZinacantanTzotzil	ARRIVE	k’ot	k’ot	kʼ o tʰ						tn
5651	ZinacantanTzotzil	ARRIVE	tal	tal	t a l						tn
7140	Qeqchi	ARRIVE	k'ulunk	k'ulunk	k ʔ u l u n kʰ						tn
7141	Qeqchi	ARRIVE	hulak	hulak	h u l a kʰ						tn
9137	Otomi	ARRIVE	tso̲ho̲ (2)	tso̲ho̲	ts ə h ə						tn
9138	Otomi	ARRIVE	tso̲kwa	tso̲kwa	ts ə kʷ a			Portuguese	ʃ e ɡ a ʁ	967	fp
9139	Otomi	ARRIVE	tso̲ni	tso̲ni	ts ə n i						tn
9140	Otomi	ARRIVE	tso̲t'e	tso̲t'e	ts ə t̪ʼ e						tn
9141	Otomi	ARRIVE	tso̲ts'e	tso̲ts'e	ts ə tsʼ e						tn
10827	ImbaburaQuechua	ARRIVE	chayana	chayana	tʃ a j a n a						tn
12024	Wichi	ARRIVE	yomey (1)	yomey	y o m e j						tn
13304	Mapudungun	ARRIVE	puwün	puwün	p u w ɨ n						tn
1581	Portuguese	ARROW	flecha	flecha	f l e ʃ ɐ						
3348	Spanish	ARROW	flecha	flecha	f l e tʃ a						
4808	Yaqui	ARROW	kuta juiwam	kuta_juiwam	k u t a + j u i w a m						tn
6097	ZinacantanTzotzil	ARROW	p’ilom te7	p’ilom_te7	pʼ i l o m + t e ʔ						tn
7825	Qeqchi	ARROW	simaj	simaj	s i m a x						tn
7826	Qeqchi	ARROW	tzimaj	tzimaj	t z i m a x						tn
10016	Otomi	ARROW	mfit'i	mfit'i	m f i t̪ʼ i						tn
12491	Wichi	ARROW	lutek	lutek	l u t e k						tn
13744	Mapudungun	ARROW	pülki	pülki	p ɨ l k i						tn
1650	Portuguese	ARSON	incêndio culposo	incêndio_culposo	ĩ s ẽ d j u + k uu p ɔ z u						
3415	Spanish	ARSON	incendio premeditado	incendio_premeditado	i n s e n d j o + p ɾ e m e ð i t a ð o						
4859	Yaqui	ARSON	ju’unakteka jittaji	ju’unakteka_jittaji	j u ʔ u n a k t e k a + j i t t a j i						tn
10115	Otomi	ARSON	nzät'i ts'u̲ ar mu̲i	nzät'i_ts'u̲_ar_mu̲i	n z ɐ t̪ʼ i + tsʼ u + a r + m u i						tn
11299	ImbaburaQuechua	ARSON	rupachina (2)	rupachina	ʐ u p a tʃ i n a						tn
12522	Wichi	ARSON	tiwenhu	tiwenhu	t i w e n̥ u						tn
13774	Mapudungun	ARSON	lüftukun	lüftukun	l ɨ f t u k u n	Quechua	rupa				tn
88	Portuguese	ASH	cinzas	cinzas	s ĩ z a ʃ						
1769	Spanish	ASH	cenizas	cenizas	s e n i s a s						
3518	Yaqui	ASH	naposa	naposa	n a p o s a						tn
4954	ZinacantanTzotzil	ASH	tan	tan	t a n						tn
6222	Qeqchi	ASH	cha	cha	tʃ a						tn
8005	Otomi	ASH	'bospi	'bospi	ˀb o s p i						tn
10219	ImbaburaQuechua	ASH	uchufa	uchufa	u tʃ u ɸ a						tn
11377	Wichi	ASH	itoj mukw	itoj_mukw	i t o x + m u kʷ						tn
12617	Mapudungun	ASH	trufken	trufken	ʈʂ u f k e n						tn
12618	Mapudungun	ASH	liq kuyüm	liq_kuyüm	l i ɣ + k u y ɨ m						tn
1487	Portuguese	ASK (INQUIRE)	perguntar	perguntar	p e ʁ ɡ ũ t a ʁ						
3249	Spanish	ASK (INQUIRE)	preguntar	preguntar	p ɾ e ɣ u n t a ɾ						
4737	Yaqui	ASK (INQUIRE)	nattemae	nattemae	n a t t e m a e						tn
6042	ZinacantanTzotzil	ASK (INQUIRE)	hak’	hak’	h a kʼ						tn
7746	Qeqchi	ASK (INQUIRE)	patz'ok	patz'ok	p a tsʼ o kʰ						tn
9883	Otomi	ASK (INQUIRE)	a̲ni	a̲ni	ɔ n i						tn
11207	ImbaburaQuechua	ASK (INQUIRE)	tapuna	tapuna	t a p u n a						tn
12425	Wichi	ASK (INQUIRE)	tay’otna	tay’otna	t a j ʔ o t n a						tn
13696	Mapudungun	ASK (INQUIRE)	ramtun	ramtun	ɻ a m t u n						tn
1492	Portuguese	ASK (REQUEST)	pedir	pedir	p e dʒ i ʁ						
3256	Spanish	ASK (REQUEST)	pedir	pedir	p e ð i ɾ						
4742	Yaqui	ASK (REQUEST)	a’awa	a’awa	a ʔ a w a						tn
6046	ZinacantanTzotzil	ASK (REQUEST)	k’an	k’an	kʼ a n						tn
7751	Qeqchi	ASK (REQUEST)	patz'ok	patz'ok	p a tsʼ o kʰ			Portuguese	p e dʒ i ʁ	1492	fp
9891	Otomi	ASK (REQUEST)	a̲di	a̲di	ɔ d i						tn
11211	ImbaburaQuechua	ASK (REQUEST)	mañana (1)	mañana	m a ɲ a n a						tn
12429	Wichi	ASK (REQUEST)	t’alha	t’alha	t ʔ a lˠ a						tn
13699	Mapudungun	ASK (REQUEST)	ngillatun	ngillatun	ŋ i ʎ a t u n						tn
1595	Portuguese	ATTACK	atacar	atacar	a t a k a ʁ						
3361	Spanish	ATTACK	atacar	atacar	a t a k a ɾ						
4813	Yaqui	ATTACK	atakaroa	atakaroa	a t a k a r o a	Spanish	atacar	Portuguese	a t a k a ʁ	1595	tn
7836	Qeqchi	ATTACK	k'uluk	k'uluk	k ʔ u l u kʰ						tn
10038	Otomi	ATTACK	ta̲ki	ta̲ki	t̪ ɔ k i						tn
12498	Wichi	ATTACK	ineya	ineya	i n e j a						tn
13748	Mapudungun	ATTACK	malon	malon	m a l o n						tn
152	Portuguese	AUNT	tia	tia	tʃ i ɐ						
1832	Spanish	AUNT	tía	tía	t i a						
3580	Yaqui	AUNT	chi’ila	chi’ila	tʃ i ʔ i l a						tn
3581	Yaqui	AUNT	ja’aka	ja’aka	j a ʔ a k a						tn
3582	Yaqui	AUNT	ne’esa	ne’esa	n e ʔ e s a						tn
5006	ZinacantanTzotzil	AUNT	muk’ta me7il	muk’ta_me7il	m u kʼ t a + m e ʔ i l						tn
6285	Qeqchi	AUNT	ikan na’	ikan_na’	i k a n + n a ʔ						tn
6286	Qeqchi	AUNT	na’ eechej	na’_eechej	n a ʔ + eː tʃ e x						tn
8081	Otomi	AUNT	zitsí	zitsí	z i ts i						tn
10267	ImbaburaQuechua	AUNT	tiya	tiya	t i j a	Spanish	tía	Portuguese	tʃ i ɐ	152	tn
11421	Wichi	AUNT	towit’uj	towit’uj	t o w i t ʔ u x						tn
1276	Portuguese	AUTUMN	outono	outono	o t ɔ n u						
3015	Spanish	AUTUMN	otoɲo	otoɲo	o t o ɲ o						
4562	Yaqui	AUTUMN	sawawet meecha	sawawet_meecha	s a w a w e t + m eː tʃ a						tn
7513	Qeqchi	AUTUMN	otonyo	otonyo	o t o n j o	Spanish	otoño	Portuguese	o t ɔ n u	1276	tn
9550	Otomi	AUTUMN	nk'ants'i	nk'ants'i	n kʼ a n tsʼ i						tn
12260	Wichi	AUTUMN	chelhchep	chelhchep	tʃ e lˠ tʃ e p						tn
13531	Mapudungun	AUTUMN	trafkem	trafkem	ʈʂ a f k e m						tn
13532	Mapudungun	AUTUMN	rümü	rümü	ɻ ɨ m ɨ						tn
622	Portuguese	AWL	sovela	sovela	s o v ɛ l ɐ						
2314	Spanish	AWL	punzón	punzón	p u n s o n						
3996	Yaqui	AWL	bwe’u ji’ikiam	bwe’u_ji’ikiam	bʷ e ʔ u + j i ʔ i k i a m						tn
6777	Qeqchi	AWL	formon	formon	f o ɾ m o n	Spanish	formón				tn
8648	Otomi	AWL	hñehe	hñehe	h ɲ e h e						tn
8649	Otomi	AWL	'rangu (1)	'rangu	ˀr a n g u						tn
8650	Otomi	AWL	'ratangu	'ratangu	ˀr a t̪ a n g u						tn
10607	ImbaburaQuechua	AWL	tuksina	tuksina	t u k s i n a						tn
13066	Mapudungun	AWL	rütriñ	rütriñ	ɻ ɨ ʈʂ i ɲ						tn
838	Portuguese	AXE	machado	machado	m a ʃ a d u						
2543	Spanish	AXE	hacha	hacha	a tʃ a						
4170	Yaqui	AXE	tepuam	tepuam	t e p u a m						tn
5551	ZinacantanTzotzil	AXE	7ek’el	7ek’el	ʔ e kʼ e l						tn
6992	Qeqchi	AXE	maal	maal	m aː l						tn
8938	Otomi	AXE	t'e̲gi (1)	t'e̲gi	t̪ʼ æ g i						tn
10741	ImbaburaQuechua	AXE	jacha	jacha	x a tʃ a	Spanish	hacha				tn
11933	Wichi	AXE	husan	husan	h u s a n						tn
13211	Mapudungun	AXE	toki	toki	t o k i						tn
991	Portuguese	AXLE	eixo	eixo	ei ʃ u						
2709	Spanish	AXLE	eje	eje	e x e						
4299	Yaqui	AXLE	eeje	eeje	eː j e	Spanish	eje				tn
7177	Qeqchi	AXLE	xb’aalil	xb’aalil	ʃ ɓ aː l i l						tn
9180	Otomi	AXLE	tsant'i (1)	tsant'i	ts a n t̪ʼ i						tn
9181	Otomi	AXLE	ehe (2)	ehe	e h e	Spanish	eje	Portuguese	ei ʃ u	991	tn
12043	Wichi	AXLE	totkolhlhile	totkolhlhile	t o t k o l̥ + l̥ i l e						tn
13321	Mapudungun	AXLE	eje	eje	e j e	Spanish	eje				tn
116	Portuguese	BABY	bebê	bebê	b e b e						
117	Portuguese	BABY	nenê	nenê	n e n e						
1792	Spanish	BABY	niɲo	niɲo	n i ɲ o						
1793	Spanish	BABY	bebé	bebé	b e β e						
1794	Spanish	BABY	nene	nene	n e n e						
3538	Yaqui	BABY	ili uusi	ili_uusi	i l i + uː s i						tn
4971	ZinacantanTzotzil	BABY	nene7	nene7	n e n e ʔ			Portuguese	n e n e	117	fp
4972	ZinacantanTzotzil	BABY	7unen	7unen	ʔ u n e n	Proto-Mixe-Zoquean	*7unV(k)				tn
6249	Qeqchi	BABY	b’ab’ay	b’ab’ay	ɓ a ɓ a j			Portuguese	b e b e	116	fp
6250	Qeqchi	BABY	kach’in	kach’in	k a tʃʼ i n						tn
8033	Otomi	BABY	le̲le̲	le̲le̲	l æ l æ						tn
10238	ImbaburaQuechua	BABY	wawa (2)	wawa	w a w a						tn
11395	Wichi	BABY	ha’no’fwaj	ha’no’fwaj	h a ʔ n o ʔ fʷ a x						tn
12642	Mapudungun	BABY	lluzu	lluzu	ʎ u z u						tn
12643	Mapudungun	BABY	metatu	metatu	m e t a t u						tn
12644	Mapudungun	BABY	llushu	llushu	ʎ u ʃ u						tn
326	Portuguese	BACK	costas	costas	k ɔ ʃ t a ʃ						
2021	Spanish	BACK	espalda	espalda	ɛ s p a l d a						
3736	Yaqui	BACK	joo’o	joo’o	j oː ʔ o						tn
5153	ZinacantanTzotzil	BACK	patil	patil	pʰ a t i l						tn
6468	Qeqchi	BACK	ix	ix	i ʃ						tn
6469	Qeqchi	BACK	xaal it	xaal_it	ʃ aː l + i tʰ						tn
8321	Otomi	BACK	xu̲tha	xu̲tha	x u θ a						tn
10393	ImbaburaQuechua	BACK	washa (1)	washa	w a ʃ a						tn
11573	Wichi	BACK	towhu	towhu	t o w̥ u						tn
12844	Mapudungun	BACK	furi	furi	f u ɻ i						tn
1394	Portuguese	BAD	mau	mau	m au						
3138	Spanish	BAD	malo	malo	m a l o						
4651	Yaqui	BAD	kaa tu’i	kaa_tu’i	k aː + t u ʔ i						tn
5966	ZinacantanTzotzil	BAD	chopol	chopol	tʃʰ o p o l						tn
7648	Qeqchi	BAD	lab'	lab'	l a ɓ						tn
9707	Otomi	BAD	hingi za̲	hingi_za̲	h i n g i + z ɔ						tn
9708	Otomi	BAD	hingar za̲	hingar_za̲	h i n g a r + z ɔ						tn
9709	Otomi	BAD	hingi ho	hingi_ho	h i n g i + h o						tn
9710	Otomi	BAD	xi nts'o	xi_nts'o	x i + n tsʼ o						tn
11130	ImbaburaQuechua	BAD	millay	millay	m i ʒ a j						tn
12346	Wichi	BAD	fwitsaj	fwitsaj	fʷ i ts a x						tn
13616	Mapudungun	BAD	weza	weza	w e z a						tn
1348	Portuguese	BAD LUCK	infortúnio	infortúnio	ĩ f o ʁ t u n j u						
1349	Portuguese	BAD LUCK	má sorte	má_sorte	m a + s ɔ ʁ tʃ i						
1350	Portuguese	BAD LUCK	azar	azar	a z a ʁ						
3088	Spanish	BAD LUCK	mala suerte	mala_suerte	m a l a + s w ɛ ɾ t e						
4617	Yaqui	BAD LUCK	kaa suertek	kaa_suertek	k aː + s u e r t e k	Spanish	suerte	Portuguese	m a + s ɔ ʁ tʃ i	1349	tn
5932	ZinacantanTzotzil	BAD LUCK	tzahal 7ora	tzahal_7ora	tsʰ a h a l + ʔ o ɾ a	Spanish	ora				tn
7600	Qeqchi	BAD LUCK	awas	awas	a w a s						tn
9651	Otomi	BAD LUCK	ts’oswerte	ts’oswerte	ts ʔ o s w e r t̪ e	Spanish	suerte				tn
11098	ImbaburaQuechua	BAD LUCK	chiki	chiki	tʃ i k i						tn
1613	Portuguese	BAIT	isca	isca	i ʃ k ɐ						
3380	Spanish	BAIT	cebo	cebo	s e β o						
3381	Spanish	BAIT	carnada	carnada	k a ɾ n a ð a						
4826	Yaqui	BAIT	bwa’ame	bwa’ame	bʷ a ʔ a m e						tn
7855	Qeqchi	BAIT	xwah kar	xwah_kar	ʃ w a h + k a r						tn
10068	Otomi	BAIT	xebo	xebo	x e b o	Spanish	cebo				tn
12506	Wichi	BAIT	tokonek	tokonek	t o k o n e k						tn
526	Portuguese	BAKE	cozer no forno	cozer_no_forno	k o z e ʁ + n u + f ɔ ʁ n u						
2222	Spanish	BAKE	hornear	hornear	o ɾ n e a ɾ						
3908	Yaqui	BAKE	orniaroa	orniaroa	o r n i a r o a	Spanish	hornear				tn
5330	ZinacantanTzotzil	BAKE	meltzan	meltzan	m e l tsʰ a n						tn
8543	Otomi	BAKE	hu (1)	hu	h u						tn
8544	Otomi	BAKE	ut'i	ut'i	u t̪ʼ i						tn
10535	ImbaburaQuechua	BAKE	kusana (2)	kusana	k u s a n a						tn
11722	Wichi	BAKE	hip’u	hip’u	h i p ʔ u						tn
12997	Mapudungun	BAKE	ronotun	ronotun	ɻ o n o t u n	Spanish	horno				tn
492	Portuguese	BALD	calvo	calvo	k au v u						
2189	Spanish	BALD	calvo	calvo	k a l β o						
2190	Spanish	BALD	pelado	pelado	p e l a ð o						
3878	Yaqui	BALD	kaa kobaboak	kaa_kobaboak	k aː + k o b a b o a k						tn
5298	ZinacantanTzotzil	BALD	bochol	bochol	ɓ o tʃʰ o l						tn
5299	ZinacantanTzotzil	BALD	kanel	kanel	k a n e l						tn
6638	Qeqchi	BALD	t'uru' xjolom	t'uru'_xjolom	tʼ u ɾ u ʔ + ʃ x o l o m						tn
6639	Qeqchi	BALD	t'ojt'o	t'ojt'o	tʼ o x tʼ o						tn
6640	Qeqchi	BALD	t'uru'	t'uru'	tʼ u ɾ u ʔ						tn
8490	Otomi	BALD	ngo̲ñä	ngo̲ñä	n g ə ɲ ɐ						tn
8491	Otomi	BALD	ngo̲xumo	ngo̲xumo	n g ə x u m o						tn
8492	Otomi	BALD	ngo̲ro	ngo̲ro	n g ə r o						tn
8493	Otomi	BALD	the̲ngu̲ñä	the̲ngu̲ñä	θ æ n g u ɲ ɐ						tn
10512	ImbaburaQuechua	BALD	lluchu uma	lluchu_uma	ʒ u tʃ u + u m a						tn
11698	Wichi	BALD	pole’	pole’	p o l e ʔ						tn
12973	Mapudungun	BALD	liftra longko	liftra_longko	l i f ʈʂ a + l o ŋ k o						tn
1158	Portuguese	BALL	esfera	esfera	i ʃ f e ɾ ɐ						
1159	Portuguese	BALL	bola	bola	b o l ɐ						
2890	Spanish	BALL	pelota	pelota	p e l o t a						
2891	Spanish	BALL	esfera	esfera	ɛ s f ɛ ɾ a						
2892	Spanish	BALL	globo	globo	g l o β o						
4440	Yaqui	BALL	pelo’otam	pelo’otam	p e l o ʔ o t a m	Spanish	pelota				tn
5788	ZinacantanTzotzil	BALL	pelota	pelota	pʰ e l o t a	Spanish	pelota	Portuguese	b o l ɐ	1159	tn
7374	Qeqchi	BALL	b'olotz	b'olotz	ɓ o l o t z			Portuguese	b o l ɐ	1159	fp
9392	Otomi	BALL	pelota	pelota	p e l o t̪ a	Spanish	pelota	Portuguese	b o l ɐ	1159	tn
9393	Otomi	BALL	pilota	pilota	p i l o t̪ a	Spanish	pelota	Portuguese	b o l ɐ	1159	tn
9394	Otomi	BALL	nuhni	nuhni	n u h n i						tn
9395	Otomi	BALL	lobo (2)	lobo	l o b o	Spanish	globo				tn
9396	Otomi	BALL	tsant’i (3)	tsant’i	ts a n t̪ʼ i						tn
10957	ImbaburaQuechua	BALL	muyundin	muyundin	m u j u n d i ŋ						tn
12174	Wichi	BALL	lhip’unlhi	lhip’unlhi	lˠ i p ʔ u n lˠ i						tn
12175	Wichi	BALL	pelutaj	pelutaj	p e l u t a x	Spanish	pelota				tn
13442	Mapudungun	BALL	mongkol	mongkol	m o ŋ k o l						tn
13443	Mapudungun	BALL	pelota	pelota	p e l o t a	Spanish	pelota	Portuguese	b o l ɐ	1159	tn
811	Portuguese	BAMBOO	bambu	bambu	b ɐ̃ b u						
2515	Spanish	BAMBOO	bambú	bambú	b a m b u						
4145	Yaqui	BAMBOO	bakao	bakao	b a k a o						tn
5526	ZinacantanTzotzil	BAMBOO	bish	bish	ɓ i sʰ						tn
5527	ZinacantanTzotzil	BAMBOO	7otot	7otot	ʔ o t o tʰ						tn
5528	ZinacantanTzotzil	BAMBOO	taro	taro	t a ɾ o	Spanish (Mexican)	tarro				tn
6952	Qeqchi	BAMBOO	simb’	simb’	s i m ɓ						tn
8869	Otomi	BAMBOO	maazaa	maazaa	m aː z aː						tn
8870	Otomi	BAMBOO	maa zaa	maa_zaa	m aː + z aː						tn
8871	Otomi	BAMBOO	bambu	bambu	b a m b u	Spanish	bambu	Portuguese	b ɐ̃ b u	811	tn
10721	ImbaburaQuechua	BAMBOO	suru	suru	s u ɾ u						tn
803	Portuguese	BANANA TREE	bananeira	bananeira	b ɐ n ɐ n ei ɾ ɐ						
2503	Spanish	BANANA TREE	plátano	plátano	p l a t a n o						
2504	Spanish	BANANA TREE	banano	banano	b a n a n o						
804	Portuguese	BANYAN	baniana	baniana	b ɐ n i ɐ n ɐ						
2505	Spanish	BANYAN	baniano	baniano	b a n j a n o						
798	Portuguese	BARK	casca	casca	k a ʃ k ɐ						
2498	Spanish	BARK	corteza	corteza	k o ɾ t e s a						
4136	Yaqui	BARK	beea	beea	b eː a						tn
5517	ZinacantanTzotzil	BARK	patil	patil	pʰ a t i l						tn
6939	Qeqchi	BARK	rix che	rix_che	r i ʃ + tʃ e						tn
8855	Otomi	BARK	'ma̲ts'i	'ma̲ts'i	ˀm ɔ tsʼ i						tn
8856	Otomi	BARK	'ma̲xu̲zaa	'ma̲xu̲zaa	ˀm ɔ x u z aː						tn
8857	Otomi	BARK	'ma̲ts'u̲zaa	'ma̲ts'u̲zaa	ˀm ɔ tsʼ u z aː						tn
10713	ImbaburaQuechua	BARK	kiru kara	kiru_kara	k i ɾ u + k a ɾ a						tn
11906	Wichi	BARK	tolhistek	tolhistek	t o lˠ i s t e k						tn
13188	Mapudungun	BARK	trolüf	trolüf	ʈʂ o l ɨ f						tn
766	Portuguese	BARLEY	cevada	cevada	s e v a d ɐ						
2465	Spanish	BARLEY	cebada	cebada	s e β a ð a						
4112	Yaqui	BARLEY	sebaara	sebaara	s e b aː r a	Spanish	cebada	Portuguese	s e v a d ɐ	766	tn
6910	Qeqchi	BARLEY	seb’aad	seb’aad	s e ɓ aː d	Spanish	cebada	Portuguese	s e v a d ɐ	766	tn
8822	Otomi	BARLEY	su̲bada	su̲bada	s u b a d a	Spanish	cebada	Portuguese	s e v a d ɐ	766	tn
10693	ImbaburaQuechua	BARLEY	sibada	sibada	s i b a d a	Spanish	cebada	Portuguese	s e v a d ɐ	766	tn
13167	Mapudungun	BARLEY	kawella	kawella	k a w e ʎ a	Unidentified	cahuellu-hua				tn
892	Portuguese	BASKET	cesto	cesto	s ɛ ʃ t u						
893	Portuguese	BASKET	cesta	cesta	s ɛ ʃ t ɐ						
2603	Spanish	BASKET	cesto	cesto	s ɛ s t o						
2604	Spanish	BASKET	canasto	canasto	k a n a s t o						
2605	Spanish	BASKET	canasta	canasta	k a n a s t a						
4213	Yaqui	BASKET	waari	waari	w aː r i						tn
5588	ZinacantanTzotzil	BASKET	moch	moch	m o tʃʰ	Proto-Greater Kanjobalan	*mo7ch				tn
7051	Qeqchi	BASKET	chakach	chakach	tʃ a k a tʃ						tn
7052	Qeqchi	BASKET	almul	almul	a l m u l	Spanish	almud				tn
9027	Otomi	BASKET	'bo̲ts'e	'bo̲ts'e	ˀb ə tsʼ e						tn
10775	ImbaburaQuechua	BASKET	kanastu	kanastu	k a n a s t u	Spanish	canasto	Portuguese	s ɛ ʃ t u	892	tn
11969	Wichi	BASKET	kanastu	kanastu	k a n a s t u	Spanish	canasto	Portuguese	s ɛ ʃ t u	892	tn
13250	Mapudungun	BASKET	külko	külko	k ɨ l k o						tn
13251	Mapudungun	BASKET	chaywe	chaywe	tʃ a y w e						tn
13252	Mapudungun	BASKET	kanesta	kanesta	k a n e s t a	Spanish	canasta				tn
242	Portuguese	BAT	morcego	morcego	m o ʁ s ɛ ɡ u						
1937	Spanish	BAT	murciélago	murciélago	m u ɾ s j e l a ɣ o						
3664	Yaqui	BAT	sochik	sochik	s o tʃ i k						tn
5072	ZinacantanTzotzil	BAT	sotz’	sotz’	s o tsʼ						tn
6377	Qeqchi	BAT	sotz’	sotz’	s o tsʼ						tn
8226	Otomi	BAT	tsaxmagu	tsaxmagu	ts a x m a g u						tn
10338	ImbaburaQuechua	BAT	tupan	tupan	t u p a ŋ	Barbacoan	tupan				tn
11490	Wichi	BAT	ases	ases	a s e s						tn
438	Portuguese	BATHE	tomar banho	tomar_banho	t o m a ʁ + b ɐ ɲ u						
2135	Spanish	BATHE	baɲar	baɲar	b a ɲ a ɾ						
3841	Yaqui	BATHE	uba	uba	u b a						tn
3842	Yaqui	BATHE	ubba	ubba	u b b a						tn
5263	ZinacantanTzotzil	BATHE	7atiltas	7atiltas	ʔ a t i l t a s						tn
6595	Qeqchi	BATHE	achink	achink	a tʃ i n kʰ						tn
6596	Qeqchi	BATHE	atink	atink	a t i n kʰ						tn
8443	Otomi	BATHE	nxaha	nxaha	n x a h a						tn
10483	ImbaburaQuechua	BATHE	armarina	armarina	a ɾ m a ɾ i n a						tn
11665	Wichi	BATHE	inay	inay	i n a j						tn
12937	Mapudungun	BATHE	müñetun	müñetun	m ɨ ɲ e t u n						tn
1568	Portuguese	BATTLE	guerra	guerra	ɡ ɛ ʁ ɐ						
1569	Portuguese	BATTLE	batalha	batalha	b a t a ʎ ɐ						
3336	Spanish	BATTLE	guerra	guerra	g ɛ r a						
3337	Spanish	BATTLE	batalla	batalla	b a t a ʝ a						
4797	Yaqui	BATTLE	jusakana	jusakana	j u s a k a n a						tn
4798	Yaqui	BATTLE	geer	geer	g eː r	Spanish	guerra	Portuguese	ɡ ɛ ʁ ɐ	1568	tn
6090	ZinacantanTzotzil	BATTLE	pletu	pletu	pʰ l e t u	Spanish	pleito				tn
6091	ZinacantanTzotzil	BATTLE	k’op	k’op	kʼ o p						tn
7810	Qeqchi	BATTLE	pleet	pleet	p l eː tʰ	Spanish	pleito				tn
7811	Qeqchi	BATTLE	raaxiik’	raaxiik’	r aː ʃ iː kʼ						tn
7812	Qeqchi	BATTLE	yalok	yalok	j a l o kʰ						tn
10000	Otomi	BATTLE	hñäki	hñäki	h ɲ ɐ k i						tn
10001	Otomi	BATTLE	tuhni (2)	tuhni	t̪ u h n i						tn
11258	ImbaburaQuechua	BATTLE	makanajuy	makanajuy	m a k a n a x u j						tn
12480	Wichi	BATTLE	katshayaj	katshayaj	k a tsʰ a j a x						tn
13738	Mapudungun	BATTLE	awkan	awkan	a w k a n	Aymara	awqa, aucca				tn
1576	Portuguese	BATTLE-AXE	machado	machado	m a ʃ a d u						
1577	Portuguese	BATTLE-AXE	acha	acha	a ʃ ɐ						
3345	Spanish	BATTLE-AXE	hacha de combate	hacha_de_combate	a tʃ a + ð e + k o m b a t e						
4805	Yaqui	BATTLE-AXE	tepuam	tepuam	t e p u a m						tn
7819	Qeqchi	BATTLE-AXE	maal	maal	m aː l						tn
10012	Otomi	BATTLE-AXE	t'e̲gi hñäki	t'e̲gi_hñäki	t̪ʼ æ g i + h ɲ ɐ k i						tn
10013	Otomi	BATTLE-AXE	t'e̲gi tuhni	t'e̲gi_tuhni	t̪ʼ æ g i + t̪ u h n i						tn
13742	Mapudungun	BATTLE-AXE	toki	toki	t o k i						tn
32	Portuguese	BAY	baía	baía	b a i ɐ						
1715	Spanish	BAY	golfo	golfo	g o l f o						
1716	Spanish	BAY	bahía	bahía	b a i a						
3474	Yaqui	BAY	wolpo	wolpo	w o l p o	Spanish	golfo				tn
7954	Otomi	BAY	zabi	zabi	z a b i						tn
445	Portuguese	BE ALIVE OR LIFE	viver	viver	v i v e ʁ						
446	Portuguese	BE ALIVE OR LIFE	vivo	vivo	v i v u						
447	Portuguese	BE ALIVE OR LIFE	a	a	a						
448	Portuguese	BE ALIVE OR LIFE	vida	vida	v i d ɐ						
