ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
7146	Qeqchi	Mayan	APPROACH	jilonk	jilonk	x i l o n kʰ					
9142	Otomi	Otomanguean	APPROACH	kwat'i	kwat'i	kʷ a t̪ʼ i					
10828	ImbaburaQuechua	Quechuan	APPROACH	kayllayana	kayllayana	k a j ʒ a j a n a					
12025	Wichi	Matacoan	APPROACH	yomwhoye	yomwhoye	y o m w̥ o j e					
13305	Mapudungun	Araucanian	APPROACH	fülkonün	fülkonün	f ɨ l k o n ɨ n					
13306	Mapudungun	Araucanian	APPROACH	püllekonün	püllekonün	p ɨ ʎ e k o n ɨ n					
730	Portuguese	Indo-European	ARCH	arco	arco	a ʁ k u					
2420	Spanish	Indo-European	ARCH	arco	arco	a ɾ k o					
4084	Yaqui	Uto-Aztecan	ARCH	arko	arko	a r k o	Spanish	arco	Portuguese	a ʁ k u	730
5477	ZinacantanTzotzil	Mayan	ARCH	7alku7	7alku7	ʔ a l k u ʔ	Spanish	arco			
6875	Qeqchi	Mayan	ARCH	arko	arko	a ɾ k o	Spanish	arco	Portuguese	a ʁ k u	730
8773	Otomi	Otomanguean	ARCH	nsä'mi	nsä'mi	ⁿs ɐ ˀm i					
8774	Otomi	Otomanguean	ARCH	arko	arko	a r k o	Spanish	arco	Portuguese	a ʁ k u	730
10668	ImbaburaQuechua	Quechuan	ARCH	arku	arku	a ɾ k u	Spanish	arco	Portuguese	a ʁ k u	730
367	Portuguese	Indo-European	ARM	braço	braço	b ɾ a s u					
2063	Spanish	Indo-European	ARM	brazo	brazo	b ɾ a s o					
3774	Yaqui	Uto-Aztecan	ARM	mamam	mamam	m a m a m					
5188	ZinacantanTzotzil	Mayan	ARM	k’obol	k’obol	kʼ o ɓ o l					
6510	Qeqchi	Mayan	ARM	tel	tel	t e l					
8364	Otomi	Otomanguean	ARM	'ye̲	'ye̲	ˀj æ					
10427	ImbaburaQuechua	Quechuan	ARM	rigra	rigra	ʐ i g ɾ a					
11607	Wichi	Matacoan	ARM	totkwey	totkwey	t o t kʷ e j					
12879	Mapudungun	Araucanian	ARM	lipang	lipang	l i p a ŋ					
1587	Portuguese	Indo-European	ARMOUR	armadura	armadura	a ʁ m a d u ɾ ɐ					
3353	Spanish	Indo-European	ARMOUR	armadura	armadura	a ɾ m a ð u ɾ a					
7829	Qeqchi	Mayan	ARMOUR	ch’iich’	ch’iich’	tʃʼ iː tʃʼ					
10020	Otomi	Otomanguean	ARMOUR	nt'u̲t'i	nt'u̲t'i	n t̪ʼ u t̪ʼ i					
10021	Otomi	Otomanguean	ARMOUR	nthoki	nthoki	n θ o k i					
10022	Otomi	Otomanguean	ARMOUR	nxo̲ge	nxo̲ge	n x ə g e					
11265	ImbaburaQuechua	Quechuan	ARMOUR	armadura	armadura	a ɾ m a d u ɾ a	Spanish	armadura	Portuguese	a ʁ m a d u ɾ ɐ	1587
12494	Wichi	Matacoan	ARMOUR	lakatshayajput	lakatshayajput	l a k a tsʰ a j a x p u t					
368	Portuguese	Indo-European	ARMPIT	axila	axila	a k s i l ɐ					
369	Portuguese	Indo-European	ARMPIT	sovaco	sovaco	s o v a k u					
2064	Spanish	Indo-European	ARMPIT	sobaco	sobaco	s o β a k o					
2065	Spanish	Indo-European	ARMPIT	axila	axila	a k s i l a					
3775	Yaqui	Uto-Aztecan	ARMPIT	seekam	seekam	s eː k a m					
5189	ZinacantanTzotzil	Mayan	ARMPIT	lotz’opil	lotz’opil	l o tsʼ o p i l					
6511	Qeqchi	Mayan	ARMPIT	sa’ tel	sa’_tel	s a ʔ + t e l					
8365	Otomi	Otomanguean	ARMPIT	kaxjo	kaxjo	k a x x o					
10428	ImbaburaQuechua	Quechuan	ARMPIT	subaku	subaku	s u b a k u	Spanish	sobaco			
11608	Wichi	Matacoan	ARMPIT	towilisch’u	towilisch’u	t o w i l i s tʃ ʔ u					
12880	Mapudungun	Araucanian	ARMPIT	puñpuya	puñpuya	p u ɲ p u y a					
1571	Portuguese	Indo-European	ARMY	exército	exército	i z ɛ ʁ s i t u					
3339	Spanish	Indo-European	ARMY	ejército	ejército	e x ɛ ɾ s i t o					
3340	Spanish	Indo-European	ARMY	tropas	tropas	t ɾ o p a s					
4801	Yaqui	Uto-Aztecan	ARMY	troopa	troopa	t r oː p a	Spanish	tropa			
7815	Qeqchi	Mayan	ARMY	soldaa, sola	soldaa	s o l d aː	Spanish	soldado			
10003	Otomi	Otomanguean	ARMY	ejersito	ejersito	e x e r s i t̪ o	Spanish	ejercito	Portuguese	i z ɛ ʁ s i t u	1571
10004	Otomi	Otomanguean	ARMY	tropa	tropa	t̪ r o p a	Spanish	tropa			
10005	Otomi	Otomanguean	ARMY	hmunts'u̲sundado	hmunts'u̲sundado	h m u n tsʼ u s u n d a d o	Spanish	soldado			
11259	ImbaburaQuechua	Quechuan	ARMY	aukakuna	aukakuna	a u k a k u n a					
12482	Wichi	Matacoan	ARMY	nifwutaj	nifwutaj	n i fʷ u t a x					
967	Portuguese	Indo-European	ARRIVE	chegar	chegar	ʃ e ɡ a ʁ					
2682	Spanish	Indo-European	ARRIVE	llegar	llegar	ɟ ʝ e ɣ a ɾ					
2683	Spanish	Indo-European	ARRIVE	alcanzar	alcanzar	a l k a n s a ɾ					
4278	Yaqui	Uto-Aztecan	ARRIVE	jajame	jajame	j a j a m e					
5649	ZinacantanTzotzil	Mayan	ARRIVE	yul	yul	j u l					
5650	ZinacantanTzotzil	Mayan	ARRIVE	k’ot	k’ot	kʼ o tʰ					
5651	ZinacantanTzotzil	Mayan	ARRIVE	tal	tal	t a l					
7140	Qeqchi	Mayan	ARRIVE	k'ulunk	k'ulunk	k ʔ u l u n kʰ					
7141	Qeqchi	Mayan	ARRIVE	hulak	hulak	h u l a kʰ					
9137	Otomi	Otomanguean	ARRIVE	tso̲ho̲ (2)	tso̲ho̲	ts ə h ə					
9138	Otomi	Otomanguean	ARRIVE	tso̲kwa	tso̲kwa	ts ə kʷ a					
9139	Otomi	Otomanguean	ARRIVE	tso̲ni	tso̲ni	ts ə n i					
9140	Otomi	Otomanguean	ARRIVE	tso̲t'e	tso̲t'e	ts ə t̪ʼ e					
9141	Otomi	Otomanguean	ARRIVE	tso̲ts'e	tso̲ts'e	ts ə tsʼ e					
10827	ImbaburaQuechua	Quechuan	ARRIVE	chayana	chayana	tʃ a j a n a					
12024	Wichi	Matacoan	ARRIVE	yomey (1)	yomey	y o m e j					
13304	Mapudungun	Araucanian	ARRIVE	puwün	puwün	p u w ɨ n					
1581	Portuguese	Indo-European	ARROW	flecha	flecha	f l e ʃ ɐ					
3348	Spanish	Indo-European	ARROW	flecha	flecha	f l e tʃ a					
4808	Yaqui	Uto-Aztecan	ARROW	kuta juiwam	kuta_juiwam	k u t a + j u i w a m					
6097	ZinacantanTzotzil	Mayan	ARROW	p’ilom te7	p’ilom_te7	pʼ i l o m + t e ʔ					
7825	Qeqchi	Mayan	ARROW	simaj	simaj	s i m a x					
7826	Qeqchi	Mayan	ARROW	tzimaj	tzimaj	t z i m a x					
10016	Otomi	Otomanguean	ARROW	mfit'i	mfit'i	m f i t̪ʼ i					
12491	Wichi	Matacoan	ARROW	lutek	lutek	l u t e k					
13744	Mapudungun	Araucanian	ARROW	pülki	pülki	p ɨ l k i					
1650	Portuguese	Indo-European	ARSON	incêndio culposo	incêndio_culposo	ĩ s ẽ d j u + k uu p ɔ z u					
3415	Spanish	Indo-European	ARSON	incendio premeditado	incendio_premeditado	i n s e n d j o + p ɾ e m e ð i t a ð o					
4859	Yaqui	Uto-Aztecan	ARSON	ju’unakteka jittaji	ju’unakteka_jittaji	j u ʔ u n a k t e k a + j i t t a j i					
10115	Otomi	Otomanguean	ARSON	nzät'i ts'u̲ ar mu̲i	nzät'i_ts'u̲_ar_mu̲i	n z ɐ t̪ʼ i + tsʼ u + a r + m u i					
11299	ImbaburaQuechua	Quechuan	ARSON	rupachina (2)	rupachina	ʐ u p a tʃ i n a					
12522	Wichi	Matacoan	ARSON	tiwenhu	tiwenhu	t i w e n̥ u					
13774	Mapudungun	Araucanian	ARSON	lüftukun	lüftukun	l ɨ f t u k u n	Quechua	rupa			
88	Portuguese	Indo-European	ASH	cinzas	cinzas	s ĩ z a ʃ					
1769	Spanish	Indo-European	ASH	cenizas	cenizas	s e n i s a s					
3518	Yaqui	Uto-Aztecan	ASH	naposa	naposa	n a p o s a					
4954	ZinacantanTzotzil	Mayan	ASH	tan	tan	t a n					
6222	Qeqchi	Mayan	ASH	cha	cha	tʃ a					
8005	Otomi	Otomanguean	ASH	'bospi	'bospi	ˀb o s p i					
10219	ImbaburaQuechua	Quechuan	ASH	uchufa	uchufa	u tʃ u ɸ a					
11377	Wichi	Matacoan	ASH	itoj mukw	itoj_mukw	i t o x + m u kʷ					
12617	Mapudungun	Araucanian	ASH	trufken	trufken	ʈʂ u f k e n					
12618	Mapudungun	Araucanian	ASH	liq kuyüm	liq_kuyüm	l i ɣ + k u y ɨ m					
1487	Portuguese	Indo-European	ASK (INQUIRE)	perguntar	perguntar	p e ʁ ɡ ũ t a ʁ					
3249	Spanish	Indo-European	ASK (INQUIRE)	preguntar	preguntar	p ɾ e ɣ u n t a ɾ					
4737	Yaqui	Uto-Aztecan	ASK (INQUIRE)	nattemae	nattemae	n a t t e m a e					
6042	ZinacantanTzotzil	Mayan	ASK (INQUIRE)	hak’	hak’	h a kʼ					
7746	Qeqchi	Mayan	ASK (INQUIRE)	patz'ok	patz'ok	p a tsʼ o kʰ					
9883	Otomi	Otomanguean	ASK (INQUIRE)	a̲ni	a̲ni	ɔ n i					
11207	ImbaburaQuechua	Quechuan	ASK (INQUIRE)	tapuna	tapuna	t a p u n a					
12425	Wichi	Matacoan	ASK (INQUIRE)	tay’otna	tay’otna	t a j ʔ o t n a					
13696	Mapudungun	Araucanian	ASK (INQUIRE)	ramtun	ramtun	ɻ a m t u n					
1492	Portuguese	Indo-European	ASK (REQUEST)	pedir	pedir	p e dʒ i ʁ					
3256	Spanish	Indo-European	ASK (REQUEST)	pedir	pedir	p e ð i ɾ					
4742	Yaqui	Uto-Aztecan	ASK (REQUEST)	a’awa	a’awa	a ʔ a w a					
6046	ZinacantanTzotzil	Mayan	ASK (REQUEST)	k’an	k’an	kʼ a n					
7751	Qeqchi	Mayan	ASK (REQUEST)	patz'ok	patz'ok	p a tsʼ o kʰ					
9891	Otomi	Otomanguean	ASK (REQUEST)	a̲di	a̲di	ɔ d i					
11211	ImbaburaQuechua	Quechuan	ASK (REQUEST)	mañana (1)	mañana	m a ɲ a n a					
12429	Wichi	Matacoan	ASK (REQUEST)	t’alha	t’alha	t ʔ a lˠ a					
13699	Mapudungun	Araucanian	ASK (REQUEST)	ngillatun	ngillatun	ŋ i ʎ a t u n					
1595	Portuguese	Indo-European	ATTACK	atacar	atacar	a t a k a ʁ					
3361	Spanish	Indo-European	ATTACK	atacar	atacar	a t a k a ɾ					
4813	Yaqui	Uto-Aztecan	ATTACK	atakaroa	atakaroa	a t a k a r o a	Spanish	atacar	Portuguese	a t a k a ʁ	1595
7836	Qeqchi	Mayan	ATTACK	k'uluk	k'uluk	k ʔ u l u kʰ					
10038	Otomi	Otomanguean	ATTACK	ta̲ki	ta̲ki	t̪ ɔ k i					
12498	Wichi	Matacoan	ATTACK	ineya	ineya	i n e j a					
13748	Mapudungun	Araucanian	ATTACK	malon	malon	m a l o n					
152	Portuguese	Indo-European	AUNT	tia	tia	tʃ i ɐ					
1832	Spanish	Indo-European	AUNT	tía	tía	t i a					
3580	Yaqui	Uto-Aztecan	AUNT	chi’ila	chi’ila	tʃ i ʔ i l a					
3581	Yaqui	Uto-Aztecan	AUNT	ja’aka	ja’aka	j a ʔ a k a					
3582	Yaqui	Uto-Aztecan	AUNT	ne’esa	ne’esa	n e ʔ e s a					
5006	ZinacantanTzotzil	Mayan	AUNT	muk’ta me7il	muk’ta_me7il	m u kʼ t a + m e ʔ i l					
6285	Qeqchi	Mayan	AUNT	ikan na’	ikan_na’	i k a n + n a ʔ					
6286	Qeqchi	Mayan	AUNT	na’ eechej	na’_eechej	n a ʔ + eː tʃ e x					
8081	Otomi	Otomanguean	AUNT	zitsí	zitsí	z i ts i					
10267	ImbaburaQuechua	Quechuan	AUNT	tiya	tiya	t i j a	Spanish	tía			
11421	Wichi	Matacoan	AUNT	towit’uj	towit’uj	t o w i t ʔ u x					
1276	Portuguese	Indo-European	AUTUMN	outono	outono	o t ɔ n u					
3015	Spanish	Indo-European	AUTUMN	otoɲo	otoɲo	o t o ɲ o					
4562	Yaqui	Uto-Aztecan	AUTUMN	sawawet meecha	sawawet_meecha	s a w a w e t + m eː tʃ a					
7513	Qeqchi	Mayan	AUTUMN	otonyo	otonyo	o t o n j o	Spanish	otoño			
9550	Otomi	Otomanguean	AUTUMN	nk'ants'i	nk'ants'i	n kʼ a n tsʼ i					
12260	Wichi	Matacoan	AUTUMN	chelhchep	chelhchep	tʃ e lˠ tʃ e p					
13531	Mapudungun	Araucanian	AUTUMN	trafkem	trafkem	ʈʂ a f k e m					
13532	Mapudungun	Araucanian	AUTUMN	rümü	rümü	ɻ ɨ m ɨ					
622	Portuguese	Indo-European	AWL	sovela	sovela	s o v ɛ l ɐ					
2314	Spanish	Indo-European	AWL	punzón	punzón	p u n s o n					
3996	Yaqui	Uto-Aztecan	AWL	bwe’u ji’ikiam	bwe’u_ji’ikiam	bʷ e ʔ u + j i ʔ i k i a m					
6777	Qeqchi	Mayan	AWL	formon	formon	f o ɾ m o n	Spanish	formón			
8648	Otomi	Otomanguean	AWL	hñehe	hñehe	h ɲ e h e					
8649	Otomi	Otomanguean	AWL	'rangu (1)	'rangu	ˀr a n g u					
8650	Otomi	Otomanguean	AWL	'ratangu	'ratangu	ˀr a t̪ a n g u					
10607	ImbaburaQuechua	Quechuan	AWL	tuksina	tuksina	t u k s i n a					
13066	Mapudungun	Araucanian	AWL	rütriñ	rütriñ	ɻ ɨ ʈʂ i ɲ					
838	Portuguese	Indo-European	AXE	machado	machado	m a ʃ a d u					
2543	Spanish	Indo-European	AXE	hacha	hacha	a tʃ a					
4170	Yaqui	Uto-Aztecan	AXE	tepuam	tepuam	t e p u a m					
5551	ZinacantanTzotzil	Mayan	AXE	7ek’el	7ek’el	ʔ e kʼ e l					
6992	Qeqchi	Mayan	AXE	maal	maal	m aː l					
8938	Otomi	Otomanguean	AXE	t'e̲gi (1)	t'e̲gi	t̪ʼ æ g i					
10741	ImbaburaQuechua	Quechuan	AXE	jacha	jacha	x a tʃ a	Spanish	hacha			
11933	Wichi	Matacoan	AXE	husan	husan	h u s a n					
13211	Mapudungun	Araucanian	AXE	toki	toki	t o k i					
991	Portuguese	Indo-European	AXLE	eixo	eixo	ei ʃ u					
2709	Spanish	Indo-European	AXLE	eje	eje	e x e					
4299	Yaqui	Uto-Aztecan	AXLE	eeje	eeje	eː j e	Spanish	eje			
7177	Qeqchi	Mayan	AXLE	xb’aalil	xb’aalil	ʃ ɓ aː l i l					
9180	Otomi	Otomanguean	AXLE	tsant'i (1)	tsant'i	ts a n t̪ʼ i					
9181	Otomi	Otomanguean	AXLE	ehe (2)	ehe	e h e	Spanish	eje			
12043	Wichi	Matacoan	AXLE	totkolhlhile	totkolhlhile	t o t k o l̥ + l̥ i l e					
13321	Mapudungun	Araucanian	AXLE	eje	eje	e j e	Spanish	eje			
116	Portuguese	Indo-European	BABY	bebê	bebê	b e b e					
117	Portuguese	Indo-European	BABY	nenê	nenê	n e n e					
1792	Spanish	Indo-European	BABY	niɲo	niɲo	n i ɲ o					
1793	Spanish	Indo-European	BABY	bebé	bebé	b e β e					
1794	Spanish	Indo-European	BABY	nene	nene	n e n e					
3538	Yaqui	Uto-Aztecan	BABY	ili uusi	ili_uusi	i l i + uː s i					
4971	ZinacantanTzotzil	Mayan	BABY	nene7	nene7	n e n e ʔ					
4972	ZinacantanTzotzil	Mayan	BABY	7unen	7unen	ʔ u n e n	Proto-Mixe-Zoquean	*7unV(k)			
6249	Qeqchi	Mayan	BABY	b’ab’ay	b’ab’ay	ɓ a ɓ a j					
6250	Qeqchi	Mayan	BABY	kach’in	kach’in	k a tʃʼ i n					
8033	Otomi	Otomanguean	BABY	le̲le̲	le̲le̲	l æ l æ					
10238	ImbaburaQuechua	Quechuan	BABY	wawa (2)	wawa	w a w a					
11395	Wichi	Matacoan	BABY	ha’no’fwaj	ha’no’fwaj	h a ʔ n o ʔ fʷ a x					
12642	Mapudungun	Araucanian	BABY	lluzu	lluzu	ʎ u z u					
12643	Mapudungun	Araucanian	BABY	metatu	metatu	m e t a t u					
12644	Mapudungun	Araucanian	BABY	llushu	llushu	ʎ u ʃ u					
326	Portuguese	Indo-European	BACK	costas	costas	k ɔ ʃ t a ʃ					
2021	Spanish	Indo-European	BACK	espalda	espalda	ɛ s p a l d a					
3736	Yaqui	Uto-Aztecan	BACK	joo’o	joo’o	j oː ʔ o					
5153	ZinacantanTzotzil	Mayan	BACK	patil	patil	pʰ a t i l					
6468	Qeqchi	Mayan	BACK	ix	ix	i ʃ					
6469	Qeqchi	Mayan	BACK	xaal it	xaal_it	ʃ aː l + i tʰ					
8321	Otomi	Otomanguean	BACK	xu̲tha	xu̲tha	x u θ a					
10393	ImbaburaQuechua	Quechuan	BACK	washa (1)	washa	w a ʃ a					
11573	Wichi	Matacoan	BACK	towhu	towhu	t o w̥ u					
12844	Mapudungun	Araucanian	BACK	furi	furi	f u ɻ i					
1394	Portuguese	Indo-European	BAD	mau	mau	m au					
3138	Spanish	Indo-European	BAD	malo	malo	m a l o					
4651	Yaqui	Uto-Aztecan	BAD	kaa tu’i	kaa_tu’i	k aː + t u ʔ i					
5966	ZinacantanTzotzil	Mayan	BAD	chopol	chopol	tʃʰ o p o l					
7648	Qeqchi	Mayan	BAD	lab'	lab'	l a ɓ					
9707	Otomi	Otomanguean	BAD	hingi za̲	hingi_za̲	h i n g i + z ɔ					
9708	Otomi	Otomanguean	BAD	hingar za̲	hingar_za̲	h i n g a r + z ɔ					
9709	Otomi	Otomanguean	BAD	hingi ho	hingi_ho	h i n g i + h o					
9710	Otomi	Otomanguean	BAD	xi nts'o	xi_nts'o	x i + n tsʼ o					
11130	ImbaburaQuechua	Quechuan	BAD	millay	millay	m i ʒ a j					
12346	Wichi	Matacoan	BAD	fwitsaj	fwitsaj	fʷ i ts a x					
13616	Mapudungun	Araucanian	BAD	weza	weza	w e z a					
1348	Portuguese	Indo-European	BAD LUCK	infortúnio	infortúnio	ĩ f o ʁ t u n j u					
1349	Portuguese	Indo-European	BAD LUCK	má sorte	má_sorte	m a + s ɔ ʁ tʃ i					
1350	Portuguese	Indo-European	BAD LUCK	azar	azar	a z a ʁ					
3088	Spanish	Indo-European	BAD LUCK	mala suerte	mala_suerte	m a l a + s w ɛ ɾ t e					
4617	Yaqui	Uto-Aztecan	BAD LUCK	kaa suertek	kaa_suertek	k aː + s u e r t e k	Spanish	suerte			
5932	ZinacantanTzotzil	Mayan	BAD LUCK	tzahal 7ora	tzahal_7ora	tsʰ a h a l + ʔ o ɾ a	Spanish	ora			
7600	Qeqchi	Mayan	BAD LUCK	awas	awas	a w a s					
9651	Otomi	Otomanguean	BAD LUCK	ts’oswerte	ts’oswerte	ts ʔ o s w e r t̪ e	Spanish	suerte			
11098	ImbaburaQuechua	Quechuan	BAD LUCK	chiki	chiki	tʃ i k i					
1613	Portuguese	Indo-European	BAIT	isca	isca	i ʃ k ɐ					
3380	Spanish	Indo-European	BAIT	cebo	cebo	s e β o					
3381	Spanish	Indo-European	BAIT	carnada	carnada	k a ɾ n a ð a					
4826	Yaqui	Uto-Aztecan	BAIT	bwa’ame	bwa’ame	bʷ a ʔ a m e					
7855	Qeqchi	Mayan	BAIT	xwah kar	xwah_kar	ʃ w a h + k a r					
10068	Otomi	Otomanguean	BAIT	xebo	xebo	x e b o	Spanish	cebo			
12506	Wichi	Matacoan	BAIT	tokonek	tokonek	t o k o n e k					
526	Portuguese	Indo-European	BAKE	cozer no forno	cozer_no_forno	k o z e ʁ + n u + f ɔ ʁ n u					
2222	Spanish	Indo-European	BAKE	hornear	hornear	o ɾ n e a ɾ					
3908	Yaqui	Uto-Aztecan	BAKE	orniaroa	orniaroa	o r n i a r o a	Spanish	hornear			
5330	ZinacantanTzotzil	Mayan	BAKE	meltzan	meltzan	m e l tsʰ a n					
8543	Otomi	Otomanguean	BAKE	hu (1)	hu	h u					
8544	Otomi	Otomanguean	BAKE	ut'i	ut'i	u t̪ʼ i					
10535	ImbaburaQuechua	Quechuan	BAKE	kusana (2)	kusana	k u s a n a					
11722	Wichi	Matacoan	BAKE	hip’u	hip’u	h i p ʔ u					
12997	Mapudungun	Araucanian	BAKE	ronotun	ronotun	ɻ o n o t u n	Spanish	horno			
492	Portuguese	Indo-European	BALD	calvo	calvo	k au v u					
2189	Spanish	Indo-European	BALD	calvo	calvo	k a l β o					
2190	Spanish	Indo-European	BALD	pelado	pelado	p e l a ð o					
3878	Yaqui	Uto-Aztecan	BALD	kaa kobaboak	kaa_kobaboak	k aː + k o b a b o a k					
5298	ZinacantanTzotzil	Mayan	BALD	bochol	bochol	ɓ o tʃʰ o l					
5299	ZinacantanTzotzil	Mayan	BALD	kanel	kanel	k a n e l					
6638	Qeqchi	Mayan	BALD	t'uru' xjolom	t'uru'_xjolom	tʼ u ɾ u ʔ + ʃ x o l o m					
6639	Qeqchi	Mayan	BALD	t'ojt'o	t'ojt'o	tʼ o x tʼ o					
6640	Qeqchi	Mayan	BALD	t'uru'	t'uru'	tʼ u ɾ u ʔ					
8490	Otomi	Otomanguean	BALD	ngo̲ñä	ngo̲ñä	n g ə ɲ ɐ					
8491	Otomi	Otomanguean	BALD	ngo̲xumo	ngo̲xumo	n g ə x u m o					
8492	Otomi	Otomanguean	BALD	ngo̲ro	ngo̲ro	n g ə r o					
8493	Otomi	Otomanguean	BALD	the̲ngu̲ñä	the̲ngu̲ñä	θ æ n g u ɲ ɐ					
10512	ImbaburaQuechua	Quechuan	BALD	lluchu uma	lluchu_uma	ʒ u tʃ u + u m a					
11698	Wichi	Matacoan	BALD	pole’	pole’	p o l e ʔ					
12973	Mapudungun	Araucanian	BALD	liftra longko	liftra_longko	l i f ʈʂ a + l o ŋ k o					
1158	Portuguese	Indo-European	BALL	esfera	esfera	i ʃ f e ɾ ɐ					
1159	Portuguese	Indo-European	BALL	bola	bola	b o l ɐ					
2890	Spanish	Indo-European	BALL	pelota	pelota	p e l o t a					
2891	Spanish	Indo-European	BALL	esfera	esfera	ɛ s f ɛ ɾ a					
2892	Spanish	Indo-European	BALL	globo	globo	g l o β o					
4440	Yaqui	Uto-Aztecan	BALL	pelo’otam	pelo’otam	p e l o ʔ o t a m	Spanish	pelota			
5788	ZinacantanTzotzil	Mayan	BALL	pelota	pelota	pʰ e l o t a	Spanish	pelota			
7374	Qeqchi	Mayan	BALL	b'olotz	b'olotz	ɓ o l o t z					
9392	Otomi	Otomanguean	BALL	pelota	pelota	p e l o t̪ a	Spanish	pelota			
9393	Otomi	Otomanguean	BALL	pilota	pilota	p i l o t̪ a	Spanish	pelota			
9394	Otomi	Otomanguean	BALL	nuhni	nuhni	n u h n i					
9395	Otomi	Otomanguean	BALL	lobo (2)	lobo	l o b o	Spanish	globo			
9396	Otomi	Otomanguean	BALL	tsant’i (3)	tsant’i	ts a n t̪ʼ i					
10957	ImbaburaQuechua	Quechuan	BALL	muyundin	muyundin	m u j u n d i ŋ					
12174	Wichi	Matacoan	BALL	lhip’unlhi	lhip’unlhi	lˠ i p ʔ u n lˠ i					
12175	Wichi	Matacoan	BALL	pelutaj	pelutaj	p e l u t a x	Spanish	pelota			
13442	Mapudungun	Araucanian	BALL	mongkol	mongkol	m o ŋ k o l					
13443	Mapudungun	Araucanian	BALL	pelota	pelota	p e l o t a	Spanish	pelota			
811	Portuguese	Indo-European	BAMBOO	bambu	bambu	b ɐ̃ b u					
2515	Spanish	Indo-European	BAMBOO	bambú	bambú	b a m b u					
4145	Yaqui	Uto-Aztecan	BAMBOO	bakao	bakao	b a k a o					
5526	ZinacantanTzotzil	Mayan	BAMBOO	bish	bish	ɓ i sʰ					
5527	ZinacantanTzotzil	Mayan	BAMBOO	7otot	7otot	ʔ o t o tʰ					
5528	ZinacantanTzotzil	Mayan	BAMBOO	taro	taro	t a ɾ o	Spanish (Mexican)	tarro			
6952	Qeqchi	Mayan	BAMBOO	simb’	simb’	s i m ɓ					
8869	Otomi	Otomanguean	BAMBOO	maazaa	maazaa	m aː z aː					
8870	Otomi	Otomanguean	BAMBOO	maa zaa	maa_zaa	m aː + z aː					
8871	Otomi	Otomanguean	BAMBOO	bambu	bambu	b a m b u	Spanish	bambu			
10721	ImbaburaQuechua	Quechuan	BAMBOO	suru	suru	s u ɾ u					
803	Portuguese	Indo-European	BANANA TREE	bananeira	bananeira	b ɐ n ɐ n ei ɾ ɐ					
2503	Spanish	Indo-European	BANANA TREE	plátano	plátano	p l a t a n o					
2504	Spanish	Indo-European	BANANA TREE	banano	banano	b a n a n o					
804	Portuguese	Indo-European	BANYAN	baniana	baniana	b ɐ n i ɐ n ɐ					
2505	Spanish	Indo-European	BANYAN	baniano	baniano	b a n j a n o					
798	Portuguese	Indo-European	BARK	casca	casca	k a ʃ k ɐ					
2498	Spanish	Indo-European	BARK	corteza	corteza	k o ɾ t e s a					
4136	Yaqui	Uto-Aztecan	BARK	beea	beea	b eː a					
5517	ZinacantanTzotzil	Mayan	BARK	patil	patil	pʰ a t i l					
6939	Qeqchi	Mayan	BARK	rix che	rix_che	r i ʃ + tʃ e					
8855	Otomi	Otomanguean	BARK	'ma̲ts'i	'ma̲ts'i	ˀm ɔ tsʼ i					
8856	Otomi	Otomanguean	BARK	'ma̲xu̲zaa	'ma̲xu̲zaa	ˀm ɔ x u z aː					
8857	Otomi	Otomanguean	BARK	'ma̲ts'u̲zaa	'ma̲ts'u̲zaa	ˀm ɔ tsʼ u z aː					
10713	ImbaburaQuechua	Quechuan	BARK	kiru kara	kiru_kara	k i ɾ u + k a ɾ a					
11906	Wichi	Matacoan	BARK	tolhistek	tolhistek	t o lˠ i s t e k					
13188	Mapudungun	Araucanian	BARK	trolüf	trolüf	ʈʂ o l ɨ f					
766	Portuguese	Indo-European	BARLEY	cevada	cevada	s e v a d ɐ					
2465	Spanish	Indo-European	BARLEY	cebada	cebada	s e β a ð a					
4112	Yaqui	Uto-Aztecan	BARLEY	sebaara	sebaara	s e b aː r a	Spanish	cebada			
6910	Qeqchi	Mayan	BARLEY	seb’aad	seb’aad	s e ɓ aː d	Spanish	cebada			
8822	Otomi	Otomanguean	BARLEY	su̲bada	su̲bada	s u b a d a	Spanish	cebada			
10693	ImbaburaQuechua	Quechuan	BARLEY	sibada	sibada	s i b a d a	Spanish	cebada			
13167	Mapudungun	Araucanian	BARLEY	kawella	kawella	k a w e ʎ a	Unidentified	cahuellu-hua			
892	Portuguese	Indo-European	BASKET	cesto	cesto	s ɛ ʃ t u					
893	Portuguese	Indo-European	BASKET	cesta	cesta	s ɛ ʃ t ɐ					
2603	Spanish	Indo-European	BASKET	cesto	cesto	s ɛ s t o					
2604	Spanish	Indo-European	BASKET	canasto	canasto	k a n a s t o					
2605	Spanish	Indo-European	BASKET	canasta	canasta	k a n a s t a					
4213	Yaqui	Uto-Aztecan	BASKET	waari	waari	w aː r i					
5588	ZinacantanTzotzil	Mayan	BASKET	moch	moch	m o tʃʰ	Proto-Greater Kanjobalan	*mo7ch			
7051	Qeqchi	Mayan	BASKET	chakach	chakach	tʃ a k a tʃ					
