ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID	SOURCE_LANGUAGE	SOURCE_ID
5075	Qeqchi	Mayan	ALCOHOL (FERMENTED DRINK)	ani (2)	ani	a n i	0.0			7 4 7	XBZ	ANI	4	4.A.V 4.N.C 4.I.V	1.5 1.75 0.8	ani	0	0		
6939	Otomi	Otomanguean	ALCOHOL (FERMENTED DRINK)	sei	sei	s e i	0.0			3 7 7	AXZ	SEI	3	3.S.C 3.E.V 3.I.V	2.0 1.5 0.8	sei	0	0		
8907	ImbaburaQuechua	Quechuan	ALCOHOL (FERMENTED DRINK)	asua	asua	a s u a	0.0			7 3 7 7	XBYZ	ASYA	1	1.A.V 1.S.C 1.Y.V 1.A.V	1.5 1.75 1.3 0.8	asua	0	0		
10091	Wichi	Matacoan	ALCOHOL (FERMENTED DRINK)	hat’es	hat’es	h a t ʔ e s	0.0			3 7 1 1 7 3	AXMBYN	HATHES	6	6.H.C 6.A.V 6.T.c 6.H.C 6.E.V 6.S.c	2.0 1.5 1.1 1.75 1.3 0.8	hatʔes	0	0		
1629	Spanish	Indo-European	ALLOW OR PERMIT	permitir	permitir	p ɛ ɾ m i t i ɾ				1 7 5 4 7 1 7 5	AXMBYBYN	PERMITIR	5	5.P.C 5.E.V 5.R.c 5.M.C 5.I.V 5.T.C 5.I.V 5.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	pɛɾmitiɾ	0	0		
1630	Spanish	Indo-European	ALLOW OR PERMIT	dejar	dejar	d e x a ɾ				1 7 3 7 5	AXBYN	TEGAR	5	5.T.C 5.E.V 5.G.C 5.A.V 5.R.c	2.0 1.5 1.75 1.3 0.8	dexaɾ	0	0		
1740	Spanish	Indo-European	ALTAR	altar	altar	a l t a ɾ				7 5 1 7 5	XMBYN	ALTAR	5	5.A.V 5.L.c 5.T.C 5.A.V 5.R.c	1.5 1.1 1.75 1.3 0.8	altaɾ	0	90		
3182	Yaqui	Uto-Aztecan	ALTAR	altaar	altaar	a l t aː r	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ALTAR	7	7.A.V 7.L.c 7.T.C 7.A.V 7.R.c	1.5 1.1 1.75 1.3 0.8	altaːr	0	90	Spanish	1740
4445	ZinacantanTzotzil	Mayan	ALTAR	7altal	7altal	ʔ a l t a l	1.0	Spanish	altar	1 7 5 1 7 5	AXMBYN	HALTAL	8	8.H.C 8.A.V 8.L.c 8.T.C 8.A.V 8.L.c	2.0 1.5 1.1 1.75 1.3 0.8	ʔaltal	0	90	Spanish	1740
6215	Qeqchi	Mayan	ALTAR	artal	artal	a ɾ t a l	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ARTAL	4	4.A.V 4.R.c 4.T.C 4.A.V 4.L.c	1.5 1.1 1.75 1.3 0.8	aɾtal	0	90	Spanish	1740
8442	Otomi	Otomanguean	ALTAR	ntsaya jwä	ntsaya_jwä	n ts a j a + xʷ ɐ	0.0			4 2 7 6 7 9 3 7	ACYBZ_AX	NCAJA_GE	3	3.N.C 3.C.C 3.A.V 3.J.C 3.A.V 3._._ 3.G.C 3.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	ntsaja+xʷɐ	0	0		
8443	Otomi	Otomanguean	ALTAR	tsita	tsita	ts i t̪ a	0.0			2 7 1 7	AXBZ	CITA	3	3.C.C 3.I.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	tsit̪a	0	0		
8444	Otomi	Otomanguean	ALTAR	ata	ata	a t̪ a	1.0	Spanish	altar	7 1 7	XBZ	ATA	3	3.A.V 3.T.C 3.A.V	1.5 1.75 0.8	at̪a	0	0		
9622	ImbaburaQuechua	Quechuan	ALTAR	altar	altar	a l t a ɾ	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ALTAR	1	1.A.V 1.L.c 1.T.C 1.A.V 1.R.c	1.5 1.1 1.75 1.3 0.8	altaɾ	0	90	Spanish	1740
10843	Wichi	Matacoan	ALTAR	altal	altal	a l t a l	1.0	Spanish	altar	7 5 1 7 5	XMBYN	ALTAL	6	6.A.V 6.L.c 6.T.C 6.A.V 6.L.c	1.5 1.1 1.75 1.3 0.8	altal	0	90	Spanish	1740
1293	Spanish	Indo-European	ALWAYS	siempre	siempre	s j e m p ɾ e				3 6 7 4 1 5 7	ACXMBCZ	SJEMPRE	5	5.S.C 5.J.C 5.E.V 5.M.c 5.P.C 5.R.C 5.E.V	2.0 1.5 1.5 1.1 1.75 1.5 0.8	sjempɾe	0	98		
2839	Yaqui	Uto-Aztecan	ALWAYS	jiba	jiba	j i b a	0.0			6 7 1 7	AXBZ	JIPA	7	7.J.C 7.I.V 7.P.C 7.A.V	2.0 1.5 1.75 0.8	jiba	0	0		
2840	Yaqui	Uto-Aztecan	ALWAYS	chikti	chikti	tʃ i k t i	0.0			1 7 1 1 7	AXMBZ	TIKTI	7	7.T.C 7.I.V 7.K.c 7.T.C 7.I.V	2.0 1.5 1.1 1.75 0.8	tʃikti	0	0		
4165	ZinacantanTzotzil	Mayan	ALWAYS	sempre	sempre	s e m p ɾ e	1.0	Spanish	siempre	3 7 4 1 5 7	AXMBCZ	SEMPRE	8	8.S.C 8.E.V 8.M.c 8.P.C 8.R.C 8.E.V	2.0 1.5 1.1 1.75 1.5 0.8	sempɾe	0	98	Spanish	1293
5796	Qeqchi	Mayan	ALWAYS	junelik	junelik	x u n e l i kʰ	0.0			3 7 4 7 5 7 1	AXBYBYN	GYNELIK	4	4.G.C 4.Y.V 4.N.C 4.E.V 4.L.C 4.I.V 4.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	xunelikʰ	0	0		
7823	Otomi	Otomanguean	ALWAYS	zäntho	zäntho	z ɐ n θ o	0.0			3 7 4 3 7	AXMBZ	SENDU	3	3.S.C 3.E.V 3.N.c 3.D.C 3.U.V	2.0 1.5 1.1 1.75 0.8	zɐnθo	0	0		
7824	Otomi	Otomanguean	ALWAYS	(n)zäm'bu̲	(n)zäm'bu̲	n z ɐ m ˀb u	0.0			4 3 7 4 1 7	ACYMBZ	NSEMPY	3	3.N.C 3.S.C 3.E.V 3.M.c 3.P.C 3.Y.V	2.0 1.5 1.3 1.1 1.75 0.8	nzɐmˀbu	0	0		
9331	ImbaburaQuechua	Quechuan	ALWAYS	simpri	simpri	s i m b ɾ i	1.0	Spanish	siempre	3 7 4 1 5 7	AXMBCZ	SIMPRI	1	1.S.C 1.I.V 1.M.c 1.P.C 1.R.C 1.I.V	2.0 1.5 1.1 1.75 1.5 0.8	simbɾi	0	98	Spanish	1293
11821	Mapudungun	Araucanian	ALWAYS	rumel	rumel	ɻ u m e l	0.0			5 7 4 7 5	AXBYN	RYMEL	2	2.R.C 2.Y.V 2.M.C 2.E.V 2.L.c	2.0 1.5 1.75 1.3 0.8	ɻumel	0	0		
1689	Spanish	Indo-European	AMBUSH	acechar	acechar	a s e tʃ a ɾ				7 3 7 1 7 5	XBYBYN	ASETAR	5	5.A.V 5.S.C 5.E.V 5.T.C 5.A.V 5.R.c	1.5 1.75 1.3 1.75 1.3 0.8	asetʃaɾ	0	0		
1690	Spanish	Indo-European	AMBUSH	emboscar	emboscar	e m b o s k a ɾ				7 4 1 7 3 1 7 5	XMBYMBYN	EMPUSKAR	5	5.E.V 5.M.c 5.P.C 5.U.V 5.S.c 5.K.C 5.A.V 5.R.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	emboskaɾ	0	0		
3137	Yaqui	Uto-Aztecan	AMBUSH	bo’o yejteria	bo’o_yejteria	b o ʔ o + j e j t e r i a	0.0			1 7 1 7 9 6 7 6 1 7 5 7 7	AXBZ_AXMBYBYZ	PUHU_JEJTERIA	7	7.P.C 7.U.V 7.H.C 7.U.V 7._._ 7.J.C 7.E.V 7.J.c 7.T.C 7.E.V 7.R.C 7.I.V 7.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	boʔo+jejteria	0	0		
8369	Otomi	Otomanguean	AMBUSH	nt’ä	nt’ä	n t̪ʼ ɐ	0.0			4 1 7	ACZ	NTE	3	3.N.C 3.T.C 3.E.V	2.0 1.5 0.8	nt̪ʼɐ	0	0		
8370	Otomi	Otomanguean	AMBUSH	nu (3)	nu	n u	0.0			4 7	AX	NY	3	3.N.C 3.Y.V	2.0 1.5	nu	0	0		
12071	Mapudungun	Araucanian	AMBUSH	lloftun	lloftun	ʎ o f t u n	0.0			5 7 3 1 7 4	AXMBYN	LUBTYN	2	2.L.C 2.U.V 2.B.c 2.T.C 2.Y.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ʎoftun	0	0		
156	Spanish	Indo-European	ANCESTORS	antepasados	antepasados	a n t e p a s a ð o s				7 4 1 7 1 7 3 7 3 7 3	XMBYBYBYBYN	ANTEPASADUS	5	5.A.V 5.N.c 5.T.C 5.E.V 5.P.C 5.A.V 5.S.C 5.A.V 5.D.C 5.U.V 5.S.c	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	antepasaðos	0	0		
1911	Yaqui	Uto-Aztecan	ANCESTORS	yo’owe ~ yoowe	yo’owe	j o ʔ o w e	0.0			6 7 1 7 6 7	AXBYBZ	JUHUWE	7	7.J.C 7.U.V 7.H.C 7.U.V 7.W.C 7.E.V	2.0 1.5 1.75 1.3 1.75 0.8	joʔowe	0	0		
3330	ZinacantanTzotzil	Mayan	ANCESTORS	7antivo	7antivo	ʔ a n t i v o	1.0	Spanish	antiguo	1 7 4 1 7 3 7	AXMBYBZ	HANTIBU	8	8.H.C 8.A.V 8.N.c 8.T.C 8.I.V 8.B.C 8.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	ʔantivo	0	0		
4612	Qeqchi	Mayan	ANCESTORS	xe’toon	xe’toon	ʃ e ʔ t oː n	0.0			3 7 1 1 7 4	AXMBYN	SEHTUN	4	4.S.C 4.E.V 4.H.c 4.T.C 4.U.V 4.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ʃeʔtoːn	0	0		
6407	Otomi	Otomanguean	ANCESTORS	mbo̲xita	mbo̲xita	m b ə x i t̪ a	0.0			4 1 7 3 7 1 7	ACYBYBZ	MPEGITA	3	3.M.C 3.P.C 3.E.V 3.G.C 3.I.V 3.T.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	mbəxit̪a	0	0		
8590	ImbaburaQuechua	Quechuan	ANCESTORS	ñaupa runakuna	ñaupa_runakuna	ɲ a u p a + ɾ u n a k u n a	0.0			4 7 7 1 7 9 5 7 4 7 1 7 4 7	AXYBZ_AXBYBYBZ	NAYPA_RYNAKYNA	1	1.N.C 1.A.V 1.Y.V 1.P.C 1.A.V 1._._ 1.R.C 1.Y.V 1.N.C 1.A.V 1.K.C 1.Y.V 1.N.C 1.A.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɲaupa+ɾunakuna	0	0		
9743	Wichi	Matacoan	ANCESTORS	pajchehen	pajchehen	p a x tʃ e h e n	0.0			1 7 3 1 7 3 7 4	AXMBYBYN	PAGTEHEN	6	6.P.C 6.A.V 6.G.c 6.T.C 6.E.V 6.H.C 6.E.V 6.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	paxtʃehen	0	0		
11026	Mapudungun	Araucanian	ANCESTORS	kwifike che yem	kwifike_che_yem	k w i f i k e + tʃ e + y e m	0.0			1 6 7 3 7 1 7 9 1 7 9 7 7 4	ACXBYBZ_AX_XYN	KWIBIKE_TE_YEM	2	2.K.C 2.W.C 2.I.V 2.B.C 2.I.V 2.K.C 2.E.V 2._._ 2.T.C 2.E.V 2._._ 2.Y.V 2.E.V 2.M.c	2.0 1.5 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.0 1.5 1.3 0.8	kwifike+tʃe+yem	0	0		
1040	Spanish	Indo-European	ANCHOR	ancla	ancla	a n k l a				7 4 1 5 7	XMBCZ	ANKLA	5	5.A.V 5.N.c 5.K.C 5.L.C 5.A.V	1.5 1.1 1.75 1.5 0.8	ankla	0	121		
2632	Yaqui	Uto-Aztecan	ANCHOR	amklam	amklam	a m k l a m	1.0	Spanish	ancla	7 4 1 5 7 4	XMBCYN	AMKLAM	7	7.A.V 7.M.c 7.K.C 7.L.C 7.A.V 7.M.c	1.5 1.1 1.75 1.5 1.3 0.8	amklam	0	121	Spanish	1040
10370	Wichi	Matacoan	ANCHOR	walku katmek	walku_katmek	w a l k u + k a t m e k	1.0	Spanish	barco	6 7 5 1 7 9 1 7 1 4 7 1	AXMBZ_AXBCYN	WALKY_KATMEK	6	6.W.C 6.A.V 6.L.c 6.K.C 6.Y.V 6._._ 6.K.C 6.A.V 6.T.C 6.M.C 6.E.V 6.K.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 1.5 1.3 0.8	walku+katmek	0	0		
1527	Spanish	Indo-European	AND	y	y	i				7	X	I	5	5.I.V	1.5	i	0	127		
3020	Yaqui	Uto-Aztecan	AND	into	into	i n t o	0.0			7 4 1 7	XMBZ	INTU	7	7.I.V 7.N.c 7.T.C 7.U.V	1.5 1.1 1.75 0.8	into	0	0		
4325	ZinacantanTzotzil	Mayan	AND	7i	7i	ʔ i	0.5			1 7	AX	HI	8	8.H.C 8.I.V	2.0 1.5	ʔi	0	127	Spanish	1527
6024	Qeqchi	Mayan	AND	ut	ut	u tʰ	0.0			7 1	XN	YT	4	4.Y.V 4.T.c	1.5 0.8	utʰ	0	0		
8129	Otomi	Otomanguean	AND	ne (3)	ne	n e	0.0			4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	ne	0	0		
9492	ImbaburaQuechua	Quechuan	AND	-pash	-pash	p a ʃ	0.0			1 7 3	AXN	PAS	1	1.P.C 1.A.V 1.S.c	2.0 1.5 0.8	paʃ	0	0		
10710	Wichi	Matacoan	AND	wet	wet	w e t	0.0			6 7 1	AXN	WET	6	6.W.C 6.E.V 6.T.c	2.0 1.5 0.8	wet	0	0		
11979	Mapudungun	Araucanian	AND	ka	ka	k a	0.0			1 7	AX	KA	2	2.K.C 2.A.V	2.0 1.5	ka	0	0		
194	Spanish	Indo-European	ANIMAL	animal	animal	a n i m a l				7 4 7 4 7 5	XBYBYN	ANIMAL	5	5.A.V 5.N.C 5.I.V 5.M.C 5.A.V 5.L.c	1.5 1.75 1.3 1.75 1.3 0.8	animal	0	130		
1938	Yaqui	Uto-Aztecan	ANIMAL	animaal	animaal	a n i m aː l	1.0	Spanish	animal	7 4 7 4 7 5	XBYBYN	ANIMAL	7	7.A.V 7.N.C 7.I.V 7.M.C 7.A.V 7.L.c	1.5 1.75 1.3 1.75 1.3 0.8	animaːl	0	130	Spanish	194
3350	ZinacantanTzotzil	Mayan	ANIMAL	7animal	7animal	ʔ a n i m a l	1.0	Spanish	animal	1 7 4 7 4 7 5	AXBYBYN	HANIMAL	8	8.H.C 8.A.V 8.N.C 8.I.V 8.M.C 8.A.V 8.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔanimal	0	130	Spanish	194
3351	ZinacantanTzotzil	Mayan	ANIMAL	chanulil	chanulil	tʃʰ a n u l i l	0.0			1 7 4 7 5 7 5	AXBYBYN	TANYLIL	8	8.T.C 8.A.V 8.N.C 8.Y.V 8.L.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tʃʰanulil	0	130	Spanish	194
3352	ZinacantanTzotzil	Mayan	ANIMAL	chon	chon	tʃʰ o n	0.0			1 7 4	AXN	TUN	8	8.T.C 8.U.V 8.N.c	2.0 1.5 0.8	tʃʰon	0	0		
4644	Qeqchi	Mayan	ANIMAL	xul	xul	ʃ u l	0.0			3 7 5	AXN	SYL	4	4.S.C 4.Y.V 4.L.c	2.0 1.5 0.8	ʃul	0	0		
6477	Otomi	Otomanguean	ANIMAL	zu'we	zu'we	z u ˀw e	0.0			3 7 6 7	AXBZ	SYWE	3	3.S.C 3.Y.V 3.W.C 3.E.V	2.0 1.5 1.75 0.8	zuˀwe	0	0		
8615	ImbaburaQuechua	Quechuan	ANIMAL	animal	animal	a n i m a l	1.0	Spanish	animal	7 4 7 4 7 5	XBYBYN	ANIMAL	1	1.A.V 1.N.C 1.I.V 1.M.C 1.A.V 1.L.c	1.5 1.75 1.3 1.75 1.3 0.8	animal	0	130	Spanish	194
9767	Wichi	Matacoan	ANIMAL	tshowet	tshowet	tsʰ o w e t	0.0			2 7 6 7 1	AXBYN	CUWET	6	6.C.C 6.U.V 6.W.C 6.E.V 6.T.c	2.0 1.5 1.75 1.3 0.8	tsʰowet	0	0		
11057	Mapudungun	Araucanian	ANIMAL	kulliñ	kulliñ	k u ʎ i ɲ	0.0			1 7 5 7 4	AXBYN	KYLIN	2	2.K.C 2.Y.V 2.L.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	kuʎiɲ	0	0		
397	Spanish	Indo-European	ANKLE	tobillo	tobillo	t o β i ʝ o				1 7 3 7 3 7	AXBYBZ	TUBISU	5	5.T.C 5.U.V 5.B.C 5.I.V 5.S.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	toβiʝo	0	0		
2107	Yaqui	Uto-Aztecan	ANKLE	tero’okim	tero’okim	t e r o ʔ o k i m	0.0			1 7 5 7 1 7 1 7 4	AXBYBYBYN	TERUHUKIM	7	7.T.C 7.E.V 7.R.C 7.U.V 7.H.C 7.U.V 7.K.C 7.I.V 7.M.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	teroʔokim	0	0		
3525	ZinacantanTzotzil	Mayan	ANKLE	nuk’ 7okol	nuk’_7okol	n u kʼ + ʔ o k o l	0.0			4 7 1 9 1 7 1 7 5	AXN_AXBYN	NYK_HUKUL	8	8.N.C 8.Y.V 8.K.c 8._._ 8.H.C 8.U.V 8.K.C 8.U.V 8.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	nukʼ+ʔokol	0	0		
4843	Qeqchi	Mayan	ANKLE	kux oq	kux_oq	k u ʃ + o qʰ	0.0			1 7 3 9 7 1	AXN_XN	KYS_UK	4	4.K.C 4.Y.V 4.S.c 4._._ 4.U.V 4.K.c	2.0 1.5 0.8 0.0 1.5 0.8	kuʃ+oqʰ	0	0		
4844	Qeqchi	Mayan	ANKLE	xmap oq	xmap_oq	ʃ m a p + o qʰ	0.0			3 4 7 1 9 7 1	ACXN_XN	SMAP_UK	4	4.S.C 4.M.C 4.A.V 4.P.c 4._._ 4.U.V 4.K.c	2.0 1.5 1.5 0.8 0.0 1.5 0.8	ʃmap+oqʰ	0	0		
6698	Otomi	Otomanguean	ANKLE	bots'undo'yo wa	bots'undo'yo_wa	b o tsʼ u n d o ˀj o + w a	0.0			1 7 1 7 4 1 7 6 7 9 6 7	AXBYMBYBZ_AX	PUTYNTUJU_WA	3	3.P.C 3.U.V 3.T.C 3.Y.V 3.N.c 3.T.C 3.U.V 3.J.C 3.U.V 3._._ 3.W.C 3.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8 0.0 2.0 1.5	botsʼundoˀjo+wa	0	0		
8758	ImbaburaQuechua	Quechuan	ANKLE	chaki muku	chaki_muku	tʃ a k i + m u k u	0.0			1 7 1 7 9 4 7 1 7	AXBZ_AXBZ	TAKI_MYKY	1	1.T.C 1.A.V 1.K.C 1.I.V 1._._ 1.M.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	tʃaki+muku	0	0		
9939	Wichi	Matacoan	ANKLE	tokasup’a	tokasup’a	t o k a s u p ʔ a	0.0			1 7 1 7 3 7 1 1 7	AXBYBYMBZ	TUKASYPHA	6	6.T.C 6.U.V 6.K.C 6.A.V 6.S.C 6.Y.V 6.P.c 6.H.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	tokasupʔa	0	0		
11211	Mapudungun	Araucanian	ANKLE	pallipalli	pallipalli	p a ʎ i p a ʎ i	0.0			1 7 5 7 1 7 5 7	AXBYBYBZ	PALIPALI	2	2.P.C 2.A.V 2.L.C 2.I.V 2.P.C 2.A.V 2.L.C 2.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	paʎipaʎi	0	0		
1580	Spanish	Indo-European	ANNOUNCE	anunciar	anunciar	a n u n s j a ɾ				7 4 7 4 3 6 7 5	XBYMBCYN	ANYNSJAR	5	5.A.V 5.N.C 5.Y.V 5.N.c 5.S.C 5.J.C 5.A.V 5.R.c	1.5 1.75 1.3 1.1 1.75 1.5 1.3 0.8	anunsjaɾ	0	152		
1581	Spanish	Indo-European	ANNOUNCE	avisar	avisar	a β i s a ɾ				7 3 7 3 7 5	XBYBYN	ABISAR	5	5.A.V 5.B.C 5.I.V 5.S.C 5.A.V 5.R.c	1.5 1.75 1.3 1.75 1.3 0.8	aβisaɾ	0	152		
3066	Yaqui	Uto-Aztecan	ANNOUNCE	anunsiaroa	anunsiaroa	a n u n s i a r o a	1.0	Spanish	anunciar	7 4 7 4 3 7 7 5 7 7	XBYMBYYBYZ	ANYNSIARUA	7	7.A.V 7.N.C 7.Y.V 7.N.c 7.S.C 7.I.V 7.A.V 7.R.C 7.U.V 7.A.V	1.5 1.75 1.3 1.1 1.75 1.3 1.3 1.75 1.3 0.8	anunsiaroa	0	152	Spanish	1580
3067	Yaqui	Uto-Aztecan	ANNOUNCE	tejwa	tejwa	t e j w a	0.0			1 7 6 6 7	AXMBZ	TEJWA	7	7.T.C 7.E.V 7.J.c 7.W.C 7.A.V	2.0 1.5 1.1 1.75 0.8	tejwa	0	0		
4373	ZinacantanTzotzil	Mayan	ANNOUNCE	7al	7al	ʔ a l	0.0			1 7 5	AXN	HAL	8	8.H.C 8.A.V 8.L.c	2.0 1.5 0.8	ʔal	0	0		
6074	Qeqchi	Mayan	ANNOUNCE	esilank	esilank	e s i l a n kʰ	0.0			7 3 7 5 7 4 1	XBYBYLN	ESILANK	4	4.E.V 4.S.C 4.I.V 4.L.C 4.A.V 4.N.c 4.K.c	1.5 1.75 1.3 1.75 1.3 1.1 0.8	esilankʰ	0	0		
8223	Otomi	Otomanguean	ANNOUNCE	no̲ni	no̲ni	n ə n i	0.0			4 7 4 7	AXBZ	NENI	3	3.N.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	nəni	0	0		
8224	Otomi	Otomanguean	ANNOUNCE	bembi	bembi	b e m b i	0.0			1 7 4 1 7	AXMBZ	PEMPI	3	3.P.C 3.E.V 3.M.c 3.P.C 3.I.V	2.0 1.5 1.1 1.75 0.8	bembi	0	0		
9535	ImbaburaQuechua	Quechuan	ANNOUNCE	billana	billana	b i ʒ a n a	0.0			1 7 3 7 4 7	AXBYBZ	PISANA	1	1.P.C 1.I.V 1.S.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	biʒana	0	0		
10755	Wichi	Matacoan	ANNOUNCE	ifwelhlhi	ifwelhlhi	i fʷ e l̥ + l̥ i	0.0			7 3 7 5 9 5 7	XBYN_AX	IBEL_LI	6	6.I.V 6.B.C 6.E.V 6.L.c 6._._ 6.L.C 6.I.V	1.5 1.75 1.3 0.8 0.0 2.0 1.5	ifʷel̥+l̥i	0	0		
12022	Mapudungun	Araucanian	ANNOUNCE	wülzungun	wülzungun	w ɨ l z u ŋ u n	0.0			6 7 5 3 7 4 7 4	AXMBYBYN	WILSYNYN	2	2.W.C 2.I.V 2.L.c 2.S.C 2.Y.V 2.N.C 2.Y.V 2.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	wɨlzuŋun	0	0		
1567	Spanish	Indo-European	ANSWER	contestar	contestar	k o n t ɛ s t a ɾ				1 7 4 1 7 3 1 7 5	AXMBYMBYN	KUNTESTAR	5	5.K.C 5.U.V 5.N.c 5.T.C 5.E.V 5.S.c 5.T.C 5.A.V 5.R.c	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	kontɛstaɾ	0	0		
1568	Spanish	Indo-European	ANSWER	responder	responder	r ɛ s p o n d ɛ ɾ				5 7 3 1 7 4 1 7 5	AXMBYMBYN	RESPUNTER	5	5.R.C 5.E.V 5.S.c 5.P.C 5.U.V 5.N.c 5.T.C 5.E.V 5.R.c	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	rɛspondɛɾ	0	0		
3055	Yaqui	Uto-Aztecan	ANSWER	yoopna	yoopna	j oː p n a	0.0			6 7 1 4 7	AXBCZ	JUPNA	7	7.J.C 7.U.V 7.P.C 7.N.C 7.A.V	2.0 1.5 1.75 1.5 0.8	joːpna	0	0		
4360	ZinacantanTzotzil	Mayan	ANSWER	tak’	tak’	t a kʼ	0.0			1 7 1	AXN	TAK	8	8.T.C 8.A.V 8.K.c	2.0 1.5 0.8	takʼ	0	0		
6064	Qeqchi	Mayan	ANSWER	chaq'b'enk	chaq'b'enk	tʃ a qʼ ɓ e n kʰ	0.0			1 7 1 1 7 4 1	AXMBYLN	TAKPENK	4	4.T.C 4.A.V 4.K.c 4.P.C 4.E.V 4.N.c 4.K.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	tʃaqʼɓenkʰ	0	0		
6065	Qeqchi	Mayan	ANSWER	sumenk	sumenk	s u m e n kʰ	0.0			3 7 4 7 4 1	AXBYLN	SYMENK	4	4.S.C 4.Y.V 4.M.C 4.E.V 4.N.c 4.K.c	2.0 1.5 1.75 1.3 1.1 0.8	sumenkʰ	0	0		
8201	Otomi	Otomanguean	ANSWER	thädi	thädi	θ ɐ d i	0.0			3 7 1 7	AXBZ	DETI	3	3.D.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	θɐdi	0	0		
8202	Otomi	Otomanguean	ANSWER	thäti	thäti	θ ɐ t̪ i	0.0			3 7 1 7	AXBZ	DETI	3	3.D.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	θɐt̪i	0	0		
8203	Otomi	Otomanguean	ANSWER	kots'i	kots'i	k o tsʼ i	0.0			1 7 1 7	AXBZ	KUTI	3	3.K.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	kotsʼi	0	0		
9525	ImbaburaQuechua	Quechuan	ANSWER	kutichina	kutichina	k u t i tʃ i n a	0.0			1 7 1 7 1 7 4 7	AXBYBYBZ	KYTITINA	1	1.K.C 1.Y.V 1.T.C 1.I.V 1.T.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kutitʃina	0	0		
10743	Wichi	Matacoan	ANSWER	nichelhu	nichelhu	n i tʃ e lˠ u	0.0			4 7 1 7 5 7	AXBYBZ	NITELY	6	6.N.C 6.I.V 6.T.C 6.E.V 6.L.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	nitʃelˠu	0	0		
12014	Mapudungun	Araucanian	ANSWER	wiñolzungun	wiñolzungun	w i ɲ o l z u ŋ u n	0.0			6 7 4 7 5 3 7 4 7 4	AXBYMBYBYN	WINULSYNYN	2	2.W.C 2.I.V 2.N.C 2.U.V 2.L.c 2.S.C 2.Y.V 2.N.C 2.Y.V 2.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	wiɲolzuŋun	0	0		
