ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_ID
8744	ImbaburaQuechua	Quechuan	ARM	rigra	rigra	ʐ i g ɾ a	0.0				
9924	Wichi	Matacoan	ARM	totkwey	totkwey	t o t kʷ e j	0.0				
11196	Mapudungun	Araucanian	ARM	lipang	lipang	l i p a ŋ	0.0				
1670	Spanish	Indo-European	ARMOUR	armadura	armadura	a ɾ m a ð u ɾ a					
6146	Qeqchi	Mayan	ARMOUR	ch’iich’	ch’iich’	tʃʼ iː tʃʼ	0.0				
8337	Otomi	Otomanguean	ARMOUR	nt'u̲t'i	nt'u̲t'i	n t̪ʼ u t̪ʼ i	0.0				
8338	Otomi	Otomanguean	ARMOUR	nthoki	nthoki	n θ o k i	0.0				
8339	Otomi	Otomanguean	ARMOUR	nxo̲ge	nxo̲ge	n x ə g e	0.0				
9582	ImbaburaQuechua	Quechuan	ARMOUR	armadura	armadura	a ɾ m a d u ɾ a	1.0	Spanish	armadura	Spanish	1670
10811	Wichi	Matacoan	ARMOUR	lakatshayajput	lakatshayajput	l a k a tsʰ a j a x p u t	0.0				
381	Spanish	Indo-European	ARMPIT	sobaco	sobaco	s o β a k o					
382	Spanish	Indo-European	ARMPIT	axila	axila	a k s i l a					
2092	Yaqui	Uto-Aztecan	ARMPIT	seekam	seekam	s eː k a m	0.0				
3506	ZinacantanTzotzil	Mayan	ARMPIT	lotz’opil	lotz’opil	l o tsʼ o p i l	0.0				
4828	Qeqchi	Mayan	ARMPIT	sa’ tel	sa’_tel	s a ʔ + t e l	0.0				
6682	Otomi	Otomanguean	ARMPIT	kaxjo	kaxjo	k a x x o	0.0				
8745	ImbaburaQuechua	Quechuan	ARMPIT	subaku	subaku	s u b a k u	1.0	Spanish	sobaco	Spanish	381
9925	Wichi	Matacoan	ARMPIT	towilisch’u	towilisch’u	t o w i l i s tʃ ʔ u	0.0				
11197	Mapudungun	Araucanian	ARMPIT	puñpuya	puñpuya	p u ɲ p u y a	0.0				
1656	Spanish	Indo-European	ARMY	ejército	ejército	e x ɛ ɾ s i t o					
1657	Spanish	Indo-European	ARMY	tropas	tropas	t ɾ o p a s					
3118	Yaqui	Uto-Aztecan	ARMY	troopa	troopa	t r oː p a	1.0	Spanish	tropa	Spanish	1657
6132	Qeqchi	Mayan	ARMY	soldaa, sola	soldaa	s o l d aː	1.0	Spanish	soldado		
8320	Otomi	Otomanguean	ARMY	ejersito	ejersito	e x e r s i t̪ o	1.0	Spanish	ejercito	Spanish	1656
8321	Otomi	Otomanguean	ARMY	tropa	tropa	t̪ r o p a	1.0	Spanish	tropa	Spanish	1657
8322	Otomi	Otomanguean	ARMY	hmunts'u̲sundado	hmunts'u̲sundado	h m u n tsʼ u s u n d a d o	1.0	Spanish	soldado		
9576	ImbaburaQuechua	Quechuan	ARMY	aukakuna	aukakuna	a u k a k u n a	0.0				
10799	Wichi	Matacoan	ARMY	nifwutaj	nifwutaj	n i fʷ u t a x	0.0				
999	Spanish	Indo-European	ARRIVE	llegar	llegar	ɟ ʝ e ɣ a ɾ					
1000	Spanish	Indo-European	ARRIVE	alcanzar	alcanzar	a l k a n s a ɾ					
2595	Yaqui	Uto-Aztecan	ARRIVE	jajame	jajame	j a j a m e	0.0				
3966	ZinacantanTzotzil	Mayan	ARRIVE	yul	yul	j u l	0.0				
3967	ZinacantanTzotzil	Mayan	ARRIVE	k’ot	k’ot	kʼ o tʰ	0.0				
3968	ZinacantanTzotzil	Mayan	ARRIVE	tal	tal	t a l	0.0				
5457	Qeqchi	Mayan	ARRIVE	k'ulunk	k'ulunk	k ʔ u l u n kʰ	0.0				
5458	Qeqchi	Mayan	ARRIVE	hulak	hulak	h u l a kʰ	0.0				
7454	Otomi	Otomanguean	ARRIVE	tso̲ho̲ (2)	tso̲ho̲	ts ə h ə	0.0				
7455	Otomi	Otomanguean	ARRIVE	tso̲kwa	tso̲kwa	ts ə kʷ a	0.0				
7456	Otomi	Otomanguean	ARRIVE	tso̲ni	tso̲ni	ts ə n i	0.0				
7457	Otomi	Otomanguean	ARRIVE	tso̲t'e	tso̲t'e	ts ə t̪ʼ e	0.0				
7458	Otomi	Otomanguean	ARRIVE	tso̲ts'e	tso̲ts'e	ts ə tsʼ e	0.0				
9144	ImbaburaQuechua	Quechuan	ARRIVE	chayana	chayana	tʃ a j a n a	0.0				
10341	Wichi	Matacoan	ARRIVE	yomey (1)	yomey	y o m e j	0.0				
11621	Mapudungun	Araucanian	ARRIVE	puwün	puwün	p u w ɨ n	0.0				
1665	Spanish	Indo-European	ARROW	flecha	flecha	f l e tʃ a					
3125	Yaqui	Uto-Aztecan	ARROW	kuta juiwam	kuta_juiwam	k u t a + j u i w a m	0.0				
4414	ZinacantanTzotzil	Mayan	ARROW	p’ilom te7	p’ilom_te7	pʼ i l o m + t e ʔ	0.0				
6142	Qeqchi	Mayan	ARROW	simaj	simaj	s i m a x	0.0				
6143	Qeqchi	Mayan	ARROW	tzimaj	tzimaj	t z i m a x	0.0				
8333	Otomi	Otomanguean	ARROW	mfit'i	mfit'i	m f i t̪ʼ i	0.0			Spanish	1665
10808	Wichi	Matacoan	ARROW	lutek	lutek	l u t e k	0.0			Spanish	1665
12061	Mapudungun	Araucanian	ARROW	pülki	pülki	p ɨ l k i	0.0				
1732	Spanish	Indo-European	ARSON	incendio premeditado	incendio_premeditado	i n s e n d j o + p ɾ e m e ð i t a ð o					
3176	Yaqui	Uto-Aztecan	ARSON	ju’unakteka jittaji	ju’unakteka_jittaji	j u ʔ u n a k t e k a + j i t t a j i	0.0				
8432	Otomi	Otomanguean	ARSON	nzät'i ts'u̲ ar mu̲i	nzät'i_ts'u̲_ar_mu̲i	n z ɐ t̪ʼ i + tsʼ u + a r + m u i	0.0				
9616	ImbaburaQuechua	Quechuan	ARSON	rupachina (2)	rupachina	ʐ u p a tʃ i n a	0.0				
10839	Wichi	Matacoan	ARSON	tiwenhu	tiwenhu	t i w e n̥ u	0.0				
12091	Mapudungun	Araucanian	ARSON	lüftukun	lüftukun	l ɨ f t u k u n	0.75	Quechua	rupa		
86	Spanish	Indo-European	ASH	cenizas	cenizas	s e n i s a s					
1835	Yaqui	Uto-Aztecan	ASH	naposa	naposa	n a p o s a	0.0				
3271	ZinacantanTzotzil	Mayan	ASH	tan	tan	t a n	0.0				
4539	Qeqchi	Mayan	ASH	cha	cha	tʃ a	0.0				
6322	Otomi	Otomanguean	ASH	'bospi	'bospi	ˀb o s p i	0.0				
8536	ImbaburaQuechua	Quechuan	ASH	uchufa	uchufa	u tʃ u ɸ a	0.0				
9694	Wichi	Matacoan	ASH	itoj mukw	itoj_mukw	i t o x + m u kʷ	0.0				
10934	Mapudungun	Araucanian	ASH	trufken	trufken	ʈʂ u f k e n	0.0				
10935	Mapudungun	Araucanian	ASH	liq kuyüm	liq_kuyüm	l i ɣ + k u y ɨ m	0.0				
1566	Spanish	Indo-European	ASK (INQUIRE)	preguntar	preguntar	p ɾ e ɣ u n t a ɾ					
3054	Yaqui	Uto-Aztecan	ASK (INQUIRE)	nattemae	nattemae	n a t t e m a e	0.0				
4359	ZinacantanTzotzil	Mayan	ASK (INQUIRE)	hak’	hak’	h a kʼ	0.0				
6063	Qeqchi	Mayan	ASK (INQUIRE)	patz'ok	patz'ok	p a tsʼ o kʰ	0.0				
8200	Otomi	Otomanguean	ASK (INQUIRE)	a̲ni	a̲ni	ɔ n i	0.0				
9524	ImbaburaQuechua	Quechuan	ASK (INQUIRE)	tapuna	tapuna	t a p u n a	0.0				
10742	Wichi	Matacoan	ASK (INQUIRE)	tay’otna	tay’otna	t a j ʔ o t n a	0.0				
12013	Mapudungun	Araucanian	ASK (INQUIRE)	ramtun	ramtun	ɻ a m t u n	0.0				
1573	Spanish	Indo-European	ASK (REQUEST)	pedir	pedir	p e ð i ɾ					
3059	Yaqui	Uto-Aztecan	ASK (REQUEST)	a’awa	a’awa	a ʔ a w a	0.0				
4363	ZinacantanTzotzil	Mayan	ASK (REQUEST)	k’an	k’an	kʼ a n	0.0				
6068	Qeqchi	Mayan	ASK (REQUEST)	patz'ok	patz'ok	p a tsʼ o kʰ	0.0				
8208	Otomi	Otomanguean	ASK (REQUEST)	a̲di	a̲di	ɔ d i	0.0				
9528	ImbaburaQuechua	Quechuan	ASK (REQUEST)	mañana (1)	mañana	m a ɲ a n a	0.0				
10746	Wichi	Matacoan	ASK (REQUEST)	t’alha	t’alha	t ʔ a lˠ a	0.0				
12016	Mapudungun	Araucanian	ASK (REQUEST)	ngillatun	ngillatun	ŋ i ʎ a t u n	0.0				
1678	Spanish	Indo-European	ATTACK	atacar	atacar	a t a k a ɾ					
3130	Yaqui	Uto-Aztecan	ATTACK	atakaroa	atakaroa	a t a k a r o a	1.0	Spanish	atacar	Spanish	1678
6153	Qeqchi	Mayan	ATTACK	k'uluk	k'uluk	k ʔ u l u kʰ	0.0				
8355	Otomi	Otomanguean	ATTACK	ta̲ki	ta̲ki	t̪ ɔ k i	0.0				
10815	Wichi	Matacoan	ATTACK	ineya	ineya	i n e j a	0.0				
12065	Mapudungun	Araucanian	ATTACK	malon	malon	m a l o n	0.0				
149	Spanish	Indo-European	AUNT	tía	tía	t i a					
1897	Yaqui	Uto-Aztecan	AUNT	chi’ila	chi’ila	tʃ i ʔ i l a	0.0				
1898	Yaqui	Uto-Aztecan	AUNT	ja’aka	ja’aka	j a ʔ a k a	0.0				
1899	Yaqui	Uto-Aztecan	AUNT	ne’esa	ne’esa	n e ʔ e s a	0.0				
3323	ZinacantanTzotzil	Mayan	AUNT	muk’ta me7il	muk’ta_me7il	m u kʼ t a + m e ʔ i l	0.0				
4602	Qeqchi	Mayan	AUNT	ikan na’	ikan_na’	i k a n + n a ʔ	0.0				
4603	Qeqchi	Mayan	AUNT	na’ eechej	na’_eechej	n a ʔ + eː tʃ e x	0.0				
6398	Otomi	Otomanguean	AUNT	zitsí	zitsí	z i ts i	0.0				
8584	ImbaburaQuechua	Quechuan	AUNT	tiya	tiya	t i j a	1.0	Spanish	tía	Spanish	149
9738	Wichi	Matacoan	AUNT	towit’uj	towit’uj	t o w i t ʔ u x	0.0				
1332	Spanish	Indo-European	AUTUMN	otoɲo	otoɲo	o t o ɲ o					
2879	Yaqui	Uto-Aztecan	AUTUMN	sawawet meecha	sawawet_meecha	s a w a w e t + m eː tʃ a	0.0				
5830	Qeqchi	Mayan	AUTUMN	otonyo	otonyo	o t o n j o	1.0	Spanish	otoño	Spanish	1332
7867	Otomi	Otomanguean	AUTUMN	nk'ants'i	nk'ants'i	n kʼ a n tsʼ i	0.0				
10577	Wichi	Matacoan	AUTUMN	chelhchep	chelhchep	tʃ e lˠ tʃ e p	0.0				
11848	Mapudungun	Araucanian	AUTUMN	trafkem	trafkem	ʈʂ a f k e m	0.0				
11849	Mapudungun	Araucanian	AUTUMN	rümü	rümü	ɻ ɨ m ɨ	0.0				
631	Spanish	Indo-European	AWL	punzón	punzón	p u n s o n					
2313	Yaqui	Uto-Aztecan	AWL	bwe’u ji’ikiam	bwe’u_ji’ikiam	bʷ e ʔ u + j i ʔ i k i a m	0.0				
5094	Qeqchi	Mayan	AWL	formon	formon	f o ɾ m o n	1.0	Spanish	formón		
6965	Otomi	Otomanguean	AWL	hñehe	hñehe	h ɲ e h e	0.0				
6966	Otomi	Otomanguean	AWL	'rangu (1)	'rangu	ˀr a n g u	0.0				
6967	Otomi	Otomanguean	AWL	'ratangu	'ratangu	ˀr a t̪ a n g u	0.0				
8924	ImbaburaQuechua	Quechuan	AWL	tuksina	tuksina	t u k s i n a	0.0				
11383	Mapudungun	Araucanian	AWL	rütriñ	rütriñ	ɻ ɨ ʈʂ i ɲ	0.0				
860	Spanish	Indo-European	AXE	hacha	hacha	a tʃ a					
2487	Yaqui	Uto-Aztecan	AXE	tepuam	tepuam	t e p u a m	0.0				
3868	ZinacantanTzotzil	Mayan	AXE	7ek’el	7ek’el	ʔ e kʼ e l	0.0				
5309	Qeqchi	Mayan	AXE	maal	maal	m aː l	0.0				
7255	Otomi	Otomanguean	AXE	t'e̲gi (1)	t'e̲gi	t̪ʼ æ g i	0.0				
9058	ImbaburaQuechua	Quechuan	AXE	jacha	jacha	x a tʃ a	1.0	Spanish	hacha	Spanish	860
10250	Wichi	Matacoan	AXE	husan	husan	h u s a n	0.0				
11528	Mapudungun	Araucanian	AXE	toki	toki	t o k i	0.0				
1026	Spanish	Indo-European	AXLE	eje	eje	e x e					
2616	Yaqui	Uto-Aztecan	AXLE	eeje	eeje	eː j e	1.0	Spanish	eje		
5494	Qeqchi	Mayan	AXLE	xb’aalil	xb’aalil	ʃ ɓ aː l i l	0.0				
7497	Otomi	Otomanguean	AXLE	tsant'i (1)	tsant'i	ts a n t̪ʼ i	0.0				
7498	Otomi	Otomanguean	AXLE	ehe (2)	ehe	e h e	1.0	Spanish	eje		
10360	Wichi	Matacoan	AXLE	totkolhlhile	totkolhlhile	t o t k o l̥ + l̥ i l e	0.0				
11638	Mapudungun	Araucanian	AXLE	eje	eje	e j e	1.0	Spanish	eje		
109	Spanish	Indo-European	BABY	niɲo	niɲo	n i ɲ o					
110	Spanish	Indo-European	BABY	bebé	bebé	b e β e					
111	Spanish	Indo-European	BABY	nene	nene	n e n e					
1855	Yaqui	Uto-Aztecan	BABY	ili uusi	ili_uusi	i l i + uː s i	0.0				
3288	ZinacantanTzotzil	Mayan	BABY	nene7	nene7	n e n e ʔ	0.0			Spanish	111
3289	ZinacantanTzotzil	Mayan	BABY	7unen	7unen	ʔ u n e n	0.75	Proto-Mixe-Zoquean	*7unV(k)		
4566	Qeqchi	Mayan	BABY	b’ab’ay	b’ab’ay	ɓ a ɓ a j	0.0			Spanish	110
4567	Qeqchi	Mayan	BABY	kach’in	kach’in	k a tʃʼ i n	0.0				
6350	Otomi	Otomanguean	BABY	le̲le̲	le̲le̲	l æ l æ	0.0				
8555	ImbaburaQuechua	Quechuan	BABY	wawa (2)	wawa	w a w a	0.0				
9712	Wichi	Matacoan	BABY	ha’no’fwaj	ha’no’fwaj	h a ʔ n o ʔ fʷ a x	0.0				
10959	Mapudungun	Araucanian	BABY	lluzu	lluzu	ʎ u z u	0.0				
10960	Mapudungun	Araucanian	BABY	metatu	metatu	m e t a t u	0.0				
10961	Mapudungun	Araucanian	BABY	llushu	llushu	ʎ u ʃ u	0.0				
338	Spanish	Indo-European	BACK	espalda	espalda	ɛ s p a l d a					
2053	Yaqui	Uto-Aztecan	BACK	joo’o	joo’o	j oː ʔ o	0.0				
3470	ZinacantanTzotzil	Mayan	BACK	patil	patil	pʰ a t i l	0.0				
4785	Qeqchi	Mayan	BACK	ix	ix	i ʃ	0.0				
4786	Qeqchi	Mayan	BACK	xaal it	xaal_it	ʃ aː l + i tʰ	0.0				
6638	Otomi	Otomanguean	BACK	xu̲tha	xu̲tha	x u θ a	0.0				
8710	ImbaburaQuechua	Quechuan	BACK	washa (1)	washa	w a ʃ a	0.0				
9890	Wichi	Matacoan	BACK	towhu	towhu	t o w̥ u	0.0				
11161	Mapudungun	Araucanian	BACK	furi	furi	f u ɻ i	0.0				
1455	Spanish	Indo-European	BAD	malo	malo	m a l o					
2968	Yaqui	Uto-Aztecan	BAD	kaa tu’i	kaa_tu’i	k aː + t u ʔ i	0.0				
4283	ZinacantanTzotzil	Mayan	BAD	chopol	chopol	tʃʰ o p o l	0.0				
5965	Qeqchi	Mayan	BAD	lab'	lab'	l a ɓ	0.0				
8024	Otomi	Otomanguean	BAD	hingi za̲	hingi_za̲	h i n g i + z ɔ	0.0				
8025	Otomi	Otomanguean	BAD	hingar za̲	hingar_za̲	h i n g a r + z ɔ	0.0				
8026	Otomi	Otomanguean	BAD	hingi ho	hingi_ho	h i n g i + h o	0.0				
8027	Otomi	Otomanguean	BAD	xi nts'o	xi_nts'o	x i + n tsʼ o	0.0				
9447	ImbaburaQuechua	Quechuan	BAD	millay	millay	m i ʒ a j	0.0				
10663	Wichi	Matacoan	BAD	fwitsaj	fwitsaj	fʷ i ts a x	0.0				
11933	Mapudungun	Araucanian	BAD	weza	weza	w e z a	0.0				
1405	Spanish	Indo-European	BAD LUCK	mala suerte	mala_suerte	m a l a + s w ɛ ɾ t e					
2934	Yaqui	Uto-Aztecan	BAD LUCK	kaa suertek	kaa_suertek	k aː + s u e r t e k	0.0				
4249	ZinacantanTzotzil	Mayan	BAD LUCK	tzahal 7ora	tzahal_7ora	tsʰ a h a l + ʔ o ɾ a	0.0				
5917	Qeqchi	Mayan	BAD LUCK	awas	awas	a w a s	0.0				
7968	Otomi	Otomanguean	BAD LUCK	ts’oswerte	ts’oswerte	ts ʔ o s w e r t̪ e	1.0	Spanish	suerte		
9415	ImbaburaQuechua	Quechuan	BAD LUCK	chiki	chiki	tʃ i k i	0.0				
1697	Spanish	Indo-European	BAIT	cebo	cebo	s e β o					
1698	Spanish	Indo-European	BAIT	carnada	carnada	k a ɾ n a ð a					
3143	Yaqui	Uto-Aztecan	BAIT	bwa’ame	bwa’ame	bʷ a ʔ a m e	0.0				
6172	Qeqchi	Mayan	BAIT	xwah kar	xwah_kar	ʃ w a h + k a r	0.0				
8385	Otomi	Otomanguean	BAIT	xebo	xebo	x e b o	1.0	Spanish	cebo	Spanish	1697
10823	Wichi	Matacoan	BAIT	tokonek	tokonek	t o k o n e k	0.0				
539	Spanish	Indo-European	BAKE	hornear	hornear	o ɾ n e a ɾ					
2225	Yaqui	Uto-Aztecan	BAKE	orniaroa	orniaroa	o r n i a r o a	1.0	Spanish	hornear	Spanish	539
3647	ZinacantanTzotzil	Mayan	BAKE	meltzan	meltzan	m e l tsʰ a n	0.0				
6860	Otomi	Otomanguean	BAKE	hu (1)	hu	h u	0.0				
6861	Otomi	Otomanguean	BAKE	ut'i	ut'i	u t̪ʼ i	0.0				
8852	ImbaburaQuechua	Quechuan	BAKE	kusana (2)	kusana	k u s a n a	0.0				
10039	Wichi	Matacoan	BAKE	hip’u	hip’u	h i p ʔ u	0.0				
11314	Mapudungun	Araucanian	BAKE	ronotun	ronotun	ɻ o n o t u n	1.0	Spanish	horno		
506	Spanish	Indo-European	BALD	calvo	calvo	k a l β o					
507	Spanish	Indo-European	BALD	pelado	pelado	p e l a ð o					
2195	Yaqui	Uto-Aztecan	BALD	kaa kobaboak	kaa_kobaboak	k aː + k o b a b o a k	0.0				
3615	ZinacantanTzotzil	Mayan	BALD	bochol	bochol	ɓ o tʃʰ o l	0.0				
3616	ZinacantanTzotzil	Mayan	BALD	kanel	kanel	k a n e l	0.0				
4955	Qeqchi	Mayan	BALD	t'uru' xjolom	t'uru'_xjolom	tʼ u ɾ u ʔ + ʃ x o l o m	0.0				
4956	Qeqchi	Mayan	BALD	t'ojt'o	t'ojt'o	tʼ o x tʼ o	0.0				
4957	Qeqchi	Mayan	BALD	t'uru'	t'uru'	tʼ u ɾ u ʔ	0.0				
6807	Otomi	Otomanguean	BALD	ngo̲ñä	ngo̲ñä	n g ə ɲ ɐ	0.0				
6808	Otomi	Otomanguean	BALD	ngo̲xumo	ngo̲xumo	n g ə x u m o	0.0				
6809	Otomi	Otomanguean	BALD	ngo̲ro	ngo̲ro	n g ə r o	0.0				
6810	Otomi	Otomanguean	BALD	the̲ngu̲ñä	the̲ngu̲ñä	θ æ n g u ɲ ɐ	0.0				
8829	ImbaburaQuechua	Quechuan	BALD	lluchu uma	lluchu_uma	ʒ u tʃ u + u m a	0.0				
10015	Wichi	Matacoan	BALD	pole’	pole’	p o l e ʔ	0.0			Spanish	507
11290	Mapudungun	Araucanian	BALD	liftra longko	liftra_longko	l i f ʈʂ a + l o ŋ k o	0.0				
1207	Spanish	Indo-European	BALL	pelota	pelota	p e l o t a					
1208	Spanish	Indo-European	BALL	esfera	esfera	ɛ s f ɛ ɾ a					
1209	Spanish	Indo-European	BALL	globo	globo	g l o β o					
2757	Yaqui	Uto-Aztecan	BALL	pelo’otam	pelo’otam	p e l o ʔ o t a m	1.0	Spanish	pelota	Spanish	1207
4105	ZinacantanTzotzil	Mayan	BALL	pelota	pelota	pʰ e l o t a	1.0	Spanish	pelota	Spanish	1207
5691	Qeqchi	Mayan	BALL	b'olotz	b'olotz	ɓ o l o t z	0.0			Spanish	1207
7709	Otomi	Otomanguean	BALL	pelota	pelota	p e l o t̪ a	1.0	Spanish	pelota	Spanish	1207
7710	Otomi	Otomanguean	BALL	pilota	pilota	p i l o t̪ a	1.0	Spanish	pelota	Spanish	1207
7711	Otomi	Otomanguean	BALL	nuhni	nuhni	n u h n i	0.0				
7712	Otomi	Otomanguean	BALL	lobo (2)	lobo	l o b o	0.75	Spanish	globo	Spanish	1209
7713	Otomi	Otomanguean	BALL	tsant’i (3)	tsant’i	ts a n t̪ʼ i	0.0				
9274	ImbaburaQuechua	Quechuan	BALL	muyundin	muyundin	m u j u n d i ŋ	0.0				
10491	Wichi	Matacoan	BALL	lhip’unlhi	lhip’unlhi	lˠ i p ʔ u n lˠ i	0.0				
10492	Wichi	Matacoan	BALL	pelutaj	pelutaj	p e l u t a x	0.0			Spanish	1207
11759	Mapudungun	Araucanian	BALL	mongkol	mongkol	m o ŋ k o l	0.0				
11760	Mapudungun	Araucanian	BALL	pelota	pelota	p e l o t a	1.0	Spanish	pelota	Spanish	1207
832	Spanish	Indo-European	BAMBOO	bambú	bambú	b a m b u					
2462	Yaqui	Uto-Aztecan	BAMBOO	bakao	bakao	b a k a o	0.0				
3843	ZinacantanTzotzil	Mayan	BAMBOO	bish	bish	ɓ i sʰ	0.0				
3844	ZinacantanTzotzil	Mayan	BAMBOO	7otot	7otot	ʔ o t o tʰ	0.0				
3845	ZinacantanTzotzil	Mayan	BAMBOO	taro	taro	t a ɾ o	1.0	Spanish (Mexican)	tarro		
5269	Qeqchi	Mayan	BAMBOO	simb’	simb’	s i m ɓ	0.0				
7186	Otomi	Otomanguean	BAMBOO	maazaa	maazaa	m aː z aː	0.0				
7187	Otomi	Otomanguean	BAMBOO	maa zaa	maa_zaa	m aː + z aː	0.0				
7188	Otomi	Otomanguean	BAMBOO	bambu	bambu	b a m b u	1.0	Spanish	bambu	Spanish	832
9038	ImbaburaQuechua	Quechuan	BAMBOO	suru	suru	s u ɾ u	0.0				
820	Spanish	Indo-European	BANANA TREE	plátano	plátano	p l a t a n o					
821	Spanish	Indo-European	BANANA TREE	banano	banano	b a n a n o					
822	Spanish	Indo-European	BANYAN	baniano	baniano	b a n j a n o					
815	Spanish	Indo-European	BARK	corteza	corteza	k o ɾ t e s a					
2453	Yaqui	Uto-Aztecan	BARK	beea	beea	b eː a	0.0				
3834	ZinacantanTzotzil	Mayan	BARK	patil	patil	pʰ a t i l	0.0				
5256	Qeqchi	Mayan	BARK	rix che	rix_che	r i ʃ + tʃ e	0.0				
7172	Otomi	Otomanguean	BARK	'ma̲ts'i	'ma̲ts'i	ˀm ɔ tsʼ i	0.0				
7173	Otomi	Otomanguean	BARK	'ma̲xu̲zaa	'ma̲xu̲zaa	ˀm ɔ x u z aː	0.0				
7174	Otomi	Otomanguean	BARK	'ma̲ts'u̲zaa	'ma̲ts'u̲zaa	ˀm ɔ tsʼ u z aː	0.0			Spanish	815
9030	ImbaburaQuechua	Quechuan	BARK	kiru kara	kiru_kara	k i ɾ u + k a ɾ a	0.0				
10223	Wichi	Matacoan	BARK	tolhistek	tolhistek	t o lˠ i s t e k	0.0				
11505	Mapudungun	Araucanian	BARK	trolüf	trolüf	ʈʂ o l ɨ f	0.0				
782	Spanish	Indo-European	BARLEY	cebada	cebada	s e β a ð a					
2429	Yaqui	Uto-Aztecan	BARLEY	sebaara	sebaara	s e b aː r a	1.0	Spanish	cebada	Spanish	782
5227	Qeqchi	Mayan	BARLEY	seb’aad	seb’aad	s e ɓ aː d	1.0	Spanish	cebada	Spanish	782
7139	Otomi	Otomanguean	BARLEY	su̲bada	su̲bada	s u b a d a	1.0	Spanish	cebada	Spanish	782
9010	ImbaburaQuechua	Quechuan	BARLEY	sibada	sibada	s i b a d a	1.0	Spanish	cebada	Spanish	782
11484	Mapudungun	Araucanian	BARLEY	kawella	kawella	k a w e ʎ a	1.0	Unidentified	cahuellu-hua		
920	Spanish	Indo-European	BASKET	cesto	cesto	s ɛ s t o					
921	Spanish	Indo-European	BASKET	canasto	canasto	k a n a s t o					
922	Spanish	Indo-European	BASKET	canasta	canasta	k a n a s t a					
2530	Yaqui	Uto-Aztecan	BASKET	waari	waari	w aː r i	0.0				
3905	ZinacantanTzotzil	Mayan	BASKET	moch	moch	m o tʃʰ	0.5				
5368	Qeqchi	Mayan	BASKET	chakach	chakach	tʃ a k a tʃ	0.0				
5369	Qeqchi	Mayan	BASKET	almul	almul	a l m u l	1.0	Spanish	almud		
7344	Otomi	Otomanguean	BASKET	'bo̲ts'e	'bo̲ts'e	ˀb ə tsʼ e	0.0				
9092	ImbaburaQuechua	Quechuan	BASKET	kanastu	kanastu	k a n a s t u	1.0	Spanish	canasto	Spanish	921
10286	Wichi	Matacoan	BASKET	kanastu	kanastu	k a n a s t u	1.0	Spanish	canasto	Spanish	921
11567	Mapudungun	Araucanian	BASKET	külko	külko	k ɨ l k o	0.0				
11568	Mapudungun	Araucanian	BASKET	chaywe	chaywe	tʃ a y w e	0.0				
11569	Mapudungun	Araucanian	BASKET	kanesta	kanesta	k a n e s t a	1.0	Spanish	canasta	Spanish	922
254	Spanish	Indo-European	BAT	murciélago	murciélago	m u ɾ s j e l a ɣ o					
1981	Yaqui	Uto-Aztecan	BAT	sochik	sochik	s o tʃ i k	0.0				
3389	ZinacantanTzotzil	Mayan	BAT	sotz’	sotz’	s o tsʼ	0.0				
4694	Qeqchi	Mayan	BAT	sotz’	sotz’	s o tsʼ	0.0				
6543	Otomi	Otomanguean	BAT	tsaxmagu	tsaxmagu	ts a x m a g u	0.0				
8655	ImbaburaQuechua	Quechuan	BAT	tupan	tupan	t u p a ŋ	1.0	Barbacoan	tupan		
9807	Wichi	Matacoan	BAT	ases	ases	a s e s	0.0				
452	Spanish	Indo-European	BATHE	baɲar	baɲar	b a ɲ a ɾ					
2158	Yaqui	Uto-Aztecan	BATHE	uba	uba	u b a	0.0				
2159	Yaqui	Uto-Aztecan	BATHE	ubba	ubba	u b b a	0.0				
3580	ZinacantanTzotzil	Mayan	BATHE	7atiltas	7atiltas	ʔ a t i l t a s	0.0				
4912	Qeqchi	Mayan	BATHE	achink	achink	a tʃ i n kʰ	0.0				
4913	Qeqchi	Mayan	BATHE	atink	atink	a t i n kʰ	0.0				
6760	Otomi	Otomanguean	BATHE	nxaha	nxaha	n x a h a	0.0				
8800	ImbaburaQuechua	Quechuan	BATHE	armarina	armarina	a ɾ m a ɾ i n a	0.0				
9982	Wichi	Matacoan	BATHE	inay	inay	i n a j	0.0				
11254	Mapudungun	Araucanian	BATHE	müñetun	müñetun	m ɨ ɲ e t u n	0.0				
1653	Spanish	Indo-European	BATTLE	guerra	guerra	g ɛ r a					
1654	Spanish	Indo-European	BATTLE	batalla	batalla	b a t a ʝ a					
3114	Yaqui	Uto-Aztecan	BATTLE	jusakana	jusakana	j u s a k a n a	0.0				
3115	Yaqui	Uto-Aztecan	BATTLE	geer	geer	g eː r	1.0	Spanish	guerra	Spanish	1653
4407	ZinacantanTzotzil	Mayan	BATTLE	pletu	pletu	pʰ l e t u	1.0	Spanish	pleito		
4408	ZinacantanTzotzil	Mayan	BATTLE	k’op	k’op	kʼ o p	0.0				
6127	Qeqchi	Mayan	BATTLE	pleet	pleet	p l eː tʰ	1.0	Spanish	pleito		
6128	Qeqchi	Mayan	BATTLE	raaxiik’	raaxiik’	r aː ʃ iː kʼ	0.0				
