ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
11259	ImbaburaQuechua	ARMY	aukakuna	aukakuna	a u k a k u n a				
12482	Wichi	ARMY	nifwutaj	nifwutaj	n i fʷ u t a x				
967	Portuguese	ARRIVE	chegar	chegar	ʃ e ɡ a ʁ				
2682	Spanish	ARRIVE	llegar	llegar	ɟ ʝ e ɣ a ɾ				
2683	Spanish	ARRIVE	alcanzar	alcanzar	a l k a n s a ɾ				
4278	Yaqui	ARRIVE	jajame	jajame	j a j a m e				
5649	ZinacantanTzotzil	ARRIVE	yul	yul	j u l				
5650	ZinacantanTzotzil	ARRIVE	k’ot	k’ot	kʼ o tʰ				
5651	ZinacantanTzotzil	ARRIVE	tal	tal	t a l				
7140	Qeqchi	ARRIVE	k'ulunk	k'ulunk	k ʔ u l u n kʰ				
7141	Qeqchi	ARRIVE	hulak	hulak	h u l a kʰ				
9137	Otomi	ARRIVE	tso̲ho̲ (2)	tso̲ho̲	ts ə h ə				
9138	Otomi	ARRIVE	tso̲kwa	tso̲kwa	ts ə kʷ a				
9139	Otomi	ARRIVE	tso̲ni	tso̲ni	ts ə n i				
9140	Otomi	ARRIVE	tso̲t'e	tso̲t'e	ts ə t̪ʼ e				
9141	Otomi	ARRIVE	tso̲ts'e	tso̲ts'e	ts ə tsʼ e				
10827	ImbaburaQuechua	ARRIVE	chayana	chayana	tʃ a j a n a				
12024	Wichi	ARRIVE	yomey (1)	yomey	y o m e j				
13304	Mapudungun	ARRIVE	puwün	puwün	p u w ɨ n				
1581	Portuguese	ARROW	flecha	flecha	f l e ʃ ɐ				
3348	Spanish	ARROW	flecha	flecha	f l e tʃ a				
4808	Yaqui	ARROW	kuta juiwam	kuta_juiwam	k u t a + j u i w a m				
6097	ZinacantanTzotzil	ARROW	p’ilom te7	p’ilom_te7	pʼ i l o m + t e ʔ				
7825	Qeqchi	ARROW	simaj	simaj	s i m a x				
7826	Qeqchi	ARROW	tzimaj	tzimaj	t z i m a x				
10016	Otomi	ARROW	mfit'i	mfit'i	m f i t̪ʼ i				
12491	Wichi	ARROW	lutek	lutek	l u t e k				
13744	Mapudungun	ARROW	pülki	pülki	p ɨ l k i				
1650	Portuguese	ARSON	incêndio culposo	incêndio_culposo	ĩ s ẽ d j u + k uu p ɔ z u				
3415	Spanish	ARSON	incendio premeditado	incendio_premeditado	i n s e n d j o + p ɾ e m e ð i t a ð o				
4859	Yaqui	ARSON	ju’unakteka jittaji	ju’unakteka_jittaji	j u ʔ u n a k t e k a + j i t t a j i				
10115	Otomi	ARSON	nzät'i ts'u̲ ar mu̲i	nzät'i_ts'u̲_ar_mu̲i	n z ɐ t̪ʼ i + tsʼ u + a r + m u i				
11299	ImbaburaQuechua	ARSON	rupachina (2)	rupachina	ʐ u p a tʃ i n a				
12522	Wichi	ARSON	tiwenhu	tiwenhu	t i w e n̥ u				
13774	Mapudungun	ARSON	lüftukun	lüftukun	l ɨ f t u k u n	Quechua			
88	Portuguese	ASH	cinzas	cinzas	s ĩ z a ʃ				
1769	Spanish	ASH	cenizas	cenizas	s e n i s a s				
3518	Yaqui	ASH	naposa	naposa	n a p o s a				
4954	ZinacantanTzotzil	ASH	tan	tan	t a n				
6222	Qeqchi	ASH	cha	cha	tʃ a				
8005	Otomi	ASH	'bospi	'bospi	ˀb o s p i				
10219	ImbaburaQuechua	ASH	uchufa	uchufa	u tʃ u ɸ a				
11377	Wichi	ASH	itoj mukw	itoj_mukw	i t o x + m u kʷ				
12617	Mapudungun	ASH	trufken	trufken	ʈʂ u f k e n				
12618	Mapudungun	ASH	liq kuyüm	liq_kuyüm	l i ɣ + k u y ɨ m				
1487	Portuguese	ASK (INQUIRE)	perguntar	perguntar	p e ʁ ɡ ũ t a ʁ				
3249	Spanish	ASK (INQUIRE)	preguntar	preguntar	p ɾ e ɣ u n t a ɾ				
4737	Yaqui	ASK (INQUIRE)	nattemae	nattemae	n a t t e m a e				
6042	ZinacantanTzotzil	ASK (INQUIRE)	hak’	hak’	h a kʼ				
7746	Qeqchi	ASK (INQUIRE)	patz'ok	patz'ok	p a tsʼ o kʰ				
9883	Otomi	ASK (INQUIRE)	a̲ni	a̲ni	ɔ n i				
11207	ImbaburaQuechua	ASK (INQUIRE)	tapuna	tapuna	t a p u n a				
12425	Wichi	ASK (INQUIRE)	tay’otna	tay’otna	t a j ʔ o t n a				
13696	Mapudungun	ASK (INQUIRE)	ramtun	ramtun	ɻ a m t u n				
1492	Portuguese	ASK (REQUEST)	pedir	pedir	p e dʒ i ʁ				
3256	Spanish	ASK (REQUEST)	pedir	pedir	p e ð i ɾ				
4742	Yaqui	ASK (REQUEST)	a’awa	a’awa	a ʔ a w a				
6046	ZinacantanTzotzil	ASK (REQUEST)	k’an	k’an	kʼ a n				
7751	Qeqchi	ASK (REQUEST)	patz'ok	patz'ok	p a tsʼ o kʰ				
9891	Otomi	ASK (REQUEST)	a̲di	a̲di	ɔ d i				
11211	ImbaburaQuechua	ASK (REQUEST)	mañana (1)	mañana	m a ɲ a n a				
12429	Wichi	ASK (REQUEST)	t’alha	t’alha	t ʔ a lˠ a				
13699	Mapudungun	ASK (REQUEST)	ngillatun	ngillatun	ŋ i ʎ a t u n				
1595	Portuguese	ATTACK	atacar	atacar	a t a k a ʁ		Spanish	a t a k a ɾ	3361
3361	Spanish	ATTACK	atacar	atacar	a t a k a ɾ				
4813	Yaqui	ATTACK	atakaroa	atakaroa	a t a k a r o a	Spanish			
7836	Qeqchi	ATTACK	k'uluk	k'uluk	k ʔ u l u kʰ				
10038	Otomi	ATTACK	ta̲ki	ta̲ki	t̪ ɔ k i				
12498	Wichi	ATTACK	ineya	ineya	i n e j a				
13748	Mapudungun	ATTACK	malon	malon	m a l o n				
152	Portuguese	AUNT	tia	tia	tʃ i ɐ				
1832	Spanish	AUNT	tía	tía	t i a				
3580	Yaqui	AUNT	chi’ila	chi’ila	tʃ i ʔ i l a				
3581	Yaqui	AUNT	ja’aka	ja’aka	j a ʔ a k a				
3582	Yaqui	AUNT	ne’esa	ne’esa	n e ʔ e s a				
5006	ZinacantanTzotzil	AUNT	muk’ta me7il	muk’ta_me7il	m u kʼ t a + m e ʔ i l				
6285	Qeqchi	AUNT	ikan na’	ikan_na’	i k a n + n a ʔ				
6286	Qeqchi	AUNT	na’ eechej	na’_eechej	n a ʔ + eː tʃ e x				
8081	Otomi	AUNT	zitsí	zitsí	z i ts i				
10267	ImbaburaQuechua	AUNT	tiya	tiya	t i j a	Spanish			
11421	Wichi	AUNT	towit’uj	towit’uj	t o w i t ʔ u x				
1276	Portuguese	AUTUMN	outono	outono	o t ɔ n u				
3015	Spanish	AUTUMN	otoɲo	otoɲo	o t o ɲ o				
4562	Yaqui	AUTUMN	sawawet meecha	sawawet_meecha	s a w a w e t + m eː tʃ a				
7513	Qeqchi	AUTUMN	otonyo	otonyo	o t o n j o	Spanish			
9550	Otomi	AUTUMN	nk'ants'i	nk'ants'i	n kʼ a n tsʼ i				
12260	Wichi	AUTUMN	chelhchep	chelhchep	tʃ e lˠ tʃ e p				
13531	Mapudungun	AUTUMN	trafkem	trafkem	ʈʂ a f k e m				
13532	Mapudungun	AUTUMN	rümü	rümü	ɻ ɨ m ɨ				
622	Portuguese	AWL	sovela	sovela	s o v ɛ l ɐ				
2314	Spanish	AWL	punzón	punzón	p u n s o n				
3996	Yaqui	AWL	bwe’u ji’ikiam	bwe’u_ji’ikiam	bʷ e ʔ u + j i ʔ i k i a m				
6777	Qeqchi	AWL	formon	formon	f o ɾ m o n	Spanish			
8648	Otomi	AWL	hñehe	hñehe	h ɲ e h e				
8649	Otomi	AWL	'rangu (1)	'rangu	ˀr a n g u				
8650	Otomi	AWL	'ratangu	'ratangu	ˀr a t̪ a n g u				
10607	ImbaburaQuechua	AWL	tuksina	tuksina	t u k s i n a				
13066	Mapudungun	AWL	rütriñ	rütriñ	ɻ ɨ ʈʂ i ɲ				
838	Portuguese	AXE	machado	machado	m a ʃ a d u				
2543	Spanish	AXE	hacha	hacha	a tʃ a				
4170	Yaqui	AXE	tepuam	tepuam	t e p u a m				
5551	ZinacantanTzotzil	AXE	7ek’el	7ek’el	ʔ e kʼ e l				
6992	Qeqchi	AXE	maal	maal	m aː l				
8938	Otomi	AXE	t'e̲gi (1)	t'e̲gi	t̪ʼ æ g i				
10741	ImbaburaQuechua	AXE	jacha	jacha	x a tʃ a	Spanish			
11933	Wichi	AXE	husan	husan	h u s a n				
13211	Mapudungun	AXE	toki	toki	t o k i				
991	Portuguese	AXLE	eixo	eixo	ei ʃ u				
2709	Spanish	AXLE	eje	eje	e x e				
4299	Yaqui	AXLE	eeje	eeje	eː j e	Spanish			
7177	Qeqchi	AXLE	xb’aalil	xb’aalil	ʃ ɓ aː l i l				
9180	Otomi	AXLE	tsant'i (1)	tsant'i	ts a n t̪ʼ i				
9181	Otomi	AXLE	ehe (2)	ehe	e h e	Spanish			
12043	Wichi	AXLE	totkolhlhile	totkolhlhile	t o t k o l̥ + l̥ i l e				
13321	Mapudungun	AXLE	eje	eje	e j e	Spanish			
116	Portuguese	BABY	bebê	bebê	b e b e				
117	Portuguese	BABY	nenê	nenê	n e n e		Spanish	n e n e	1794
1792	Spanish	BABY	niɲo	niɲo	n i ɲ o				
1793	Spanish	BABY	bebé	bebé	b e β e				
1794	Spanish	BABY	nene	nene	n e n e				
3538	Yaqui	BABY	ili uusi	ili_uusi	i l i + uː s i				
4971	ZinacantanTzotzil	BABY	nene7	nene7	n e n e ʔ				
4972	ZinacantanTzotzil	BABY	7unen	7unen	ʔ u n e n	Proto-Mixe-Zoquean			
6249	Qeqchi	BABY	b’ab’ay	b’ab’ay	ɓ a ɓ a j				
6250	Qeqchi	BABY	kach’in	kach’in	k a tʃʼ i n				
8033	Otomi	BABY	le̲le̲	le̲le̲	l æ l æ				
10238	ImbaburaQuechua	BABY	wawa (2)	wawa	w a w a				
11395	Wichi	BABY	ha’no’fwaj	ha’no’fwaj	h a ʔ n o ʔ fʷ a x				
12642	Mapudungun	BABY	lluzu	lluzu	ʎ u z u				
12643	Mapudungun	BABY	metatu	metatu	m e t a t u				
12644	Mapudungun	BABY	llushu	llushu	ʎ u ʃ u				
326	Portuguese	BACK	costas	costas	k ɔ ʃ t a ʃ				
2021	Spanish	BACK	espalda	espalda	ɛ s p a l d a				
3736	Yaqui	BACK	joo’o	joo’o	j oː ʔ o				
5153	ZinacantanTzotzil	BACK	patil	patil	pʰ a t i l				
6468	Qeqchi	BACK	ix	ix	i ʃ				
6469	Qeqchi	BACK	xaal it	xaal_it	ʃ aː l + i tʰ				
8321	Otomi	BACK	xu̲tha	xu̲tha	x u θ a				
10393	ImbaburaQuechua	BACK	washa (1)	washa	w a ʃ a				
11573	Wichi	BACK	towhu	towhu	t o w̥ u				
12844	Mapudungun	BACK	furi	furi	f u ɻ i				
1394	Portuguese	BAD	mau	mau	m au				
3138	Spanish	BAD	malo	malo	m a l o				
4651	Yaqui	BAD	kaa tu’i	kaa_tu’i	k aː + t u ʔ i				
5966	ZinacantanTzotzil	BAD	chopol	chopol	tʃʰ o p o l				
7648	Qeqchi	BAD	lab'	lab'	l a ɓ				
9707	Otomi	BAD	hingi za̲	hingi_za̲	h i n g i + z ɔ				
9708	Otomi	BAD	hingar za̲	hingar_za̲	h i n g a r + z ɔ				
9709	Otomi	BAD	hingi ho	hingi_ho	h i n g i + h o				
9710	Otomi	BAD	xi nts'o	xi_nts'o	x i + n tsʼ o				
11130	ImbaburaQuechua	BAD	millay	millay	m i ʒ a j				
12346	Wichi	BAD	fwitsaj	fwitsaj	fʷ i ts a x				
13616	Mapudungun	BAD	weza	weza	w e z a				
1348	Portuguese	BAD LUCK	infortúnio	infortúnio	ĩ f o ʁ t u n j u				
1349	Portuguese	BAD LUCK	má sorte	má_sorte	m a + s ɔ ʁ tʃ i				
1350	Portuguese	BAD LUCK	azar	azar	a z a ʁ				
3088	Spanish	BAD LUCK	mala suerte	mala_suerte	m a l a + s w ɛ ɾ t e				
4617	Yaqui	BAD LUCK	kaa suertek	kaa_suertek	k aː + s u e r t e k	Spanish			
5932	ZinacantanTzotzil	BAD LUCK	tzahal 7ora	tzahal_7ora	tsʰ a h a l + ʔ o ɾ a	Spanish			
7600	Qeqchi	BAD LUCK	awas	awas	a w a s				
9651	Otomi	BAD LUCK	ts’oswerte	ts’oswerte	ts ʔ o s w e r t̪ e	Spanish			
11098	ImbaburaQuechua	BAD LUCK	chiki	chiki	tʃ i k i				
1613	Portuguese	BAIT	isca	isca	i ʃ k ɐ				
3380	Spanish	BAIT	cebo	cebo	s e β o				
3381	Spanish	BAIT	carnada	carnada	k a ɾ n a ð a				
4826	Yaqui	BAIT	bwa’ame	bwa’ame	bʷ a ʔ a m e				
7855	Qeqchi	BAIT	xwah kar	xwah_kar	ʃ w a h + k a r				
10068	Otomi	BAIT	xebo	xebo	x e b o	Spanish			
12506	Wichi	BAIT	tokonek	tokonek	t o k o n e k				
526	Portuguese	BAKE	cozer no forno	cozer_no_forno	k o z e ʁ + n u + f ɔ ʁ n u				
2222	Spanish	BAKE	hornear	hornear	o ɾ n e a ɾ				
3908	Yaqui	BAKE	orniaroa	orniaroa	o r n i a r o a	Spanish			
5330	ZinacantanTzotzil	BAKE	meltzan	meltzan	m e l tsʰ a n				
8543	Otomi	BAKE	hu (1)	hu	h u				
8544	Otomi	BAKE	ut'i	ut'i	u t̪ʼ i				
10535	ImbaburaQuechua	BAKE	kusana (2)	kusana	k u s a n a				
11722	Wichi	BAKE	hip’u	hip’u	h i p ʔ u				
12997	Mapudungun	BAKE	ronotun	ronotun	ɻ o n o t u n	Spanish			
492	Portuguese	BALD	calvo	calvo	k au v u				
2189	Spanish	BALD	calvo	calvo	k a l β o				
2190	Spanish	BALD	pelado	pelado	p e l a ð o				
3878	Yaqui	BALD	kaa kobaboak	kaa_kobaboak	k aː + k o b a b o a k				
5298	ZinacantanTzotzil	BALD	bochol	bochol	ɓ o tʃʰ o l				
5299	ZinacantanTzotzil	BALD	kanel	kanel	k a n e l				
6638	Qeqchi	BALD	t'uru' xjolom	t'uru'_xjolom	tʼ u ɾ u ʔ + ʃ x o l o m				
6639	Qeqchi	BALD	t'ojt'o	t'ojt'o	tʼ o x tʼ o				
6640	Qeqchi	BALD	t'uru'	t'uru'	tʼ u ɾ u ʔ				
8490	Otomi	BALD	ngo̲ñä	ngo̲ñä	n g ə ɲ ɐ				
8491	Otomi	BALD	ngo̲xumo	ngo̲xumo	n g ə x u m o				
8492	Otomi	BALD	ngo̲ro	ngo̲ro	n g ə r o				
8493	Otomi	BALD	the̲ngu̲ñä	the̲ngu̲ñä	θ æ n g u ɲ ɐ				
10512	ImbaburaQuechua	BALD	lluchu uma	lluchu_uma	ʒ u tʃ u + u m a				
11698	Wichi	BALD	pole’	pole’	p o l e ʔ				
12973	Mapudungun	BALD	liftra longko	liftra_longko	l i f ʈʂ a + l o ŋ k o				
1158	Portuguese	BALL	esfera	esfera	i ʃ f e ɾ ɐ				
1159	Portuguese	BALL	bola	bola	b o l ɐ				
2890	Spanish	BALL	pelota	pelota	p e l o t a				
2891	Spanish	BALL	esfera	esfera	ɛ s f ɛ ɾ a				
2892	Spanish	BALL	globo	globo	g l o β o				
4440	Yaqui	BALL	pelo’otam	pelo’otam	p e l o ʔ o t a m	Spanish			
5788	ZinacantanTzotzil	BALL	pelota	pelota	pʰ e l o t a	Spanish	Spanish	p e l o t a	2890
7374	Qeqchi	BALL	b'olotz	b'olotz	ɓ o l o t z				
9392	Otomi	BALL	pelota	pelota	p e l o t̪ a	Spanish	Spanish	p e l o t a	2890
9393	Otomi	BALL	pilota	pilota	p i l o t̪ a	Spanish			
9394	Otomi	BALL	nuhni	nuhni	n u h n i				
9395	Otomi	BALL	lobo (2)	lobo	l o b o	Spanish			
9396	Otomi	BALL	tsant’i (3)	tsant’i	ts a n t̪ʼ i				
10957	ImbaburaQuechua	BALL	muyundin	muyundin	m u j u n d i ŋ				
12174	Wichi	BALL	lhip’unlhi	lhip’unlhi	lˠ i p ʔ u n lˠ i				
12175	Wichi	BALL	pelutaj	pelutaj	p e l u t a x	Spanish			
13442	Mapudungun	BALL	mongkol	mongkol	m o ŋ k o l				
13443	Mapudungun	BALL	pelota	pelota	p e l o t a	Spanish	Spanish	p e l o t a	2890
811	Portuguese	BAMBOO	bambu	bambu	b ɐ̃ b u				
2515	Spanish	BAMBOO	bambú	bambú	b a m b u				
4145	Yaqui	BAMBOO	bakao	bakao	b a k a o				
5526	ZinacantanTzotzil	BAMBOO	bish	bish	ɓ i sʰ				
5527	ZinacantanTzotzil	BAMBOO	7otot	7otot	ʔ o t o tʰ				
5528	ZinacantanTzotzil	BAMBOO	taro	taro	t a ɾ o	Spanish (Mexican)			
6952	Qeqchi	BAMBOO	simb’	simb’	s i m ɓ				
8869	Otomi	BAMBOO	maazaa	maazaa	m aː z aː				
8870	Otomi	BAMBOO	maa zaa	maa_zaa	m aː + z aː				
8871	Otomi	BAMBOO	bambu	bambu	b a m b u	Spanish	Spanish	b a m b u	2515
10721	ImbaburaQuechua	BAMBOO	suru	suru	s u ɾ u				
803	Portuguese	BANANA TREE	bananeira	bananeira	b ɐ n ɐ n ei ɾ ɐ				
2503	Spanish	BANANA TREE	plátano	plátano	p l a t a n o				
2504	Spanish	BANANA TREE	banano	banano	b a n a n o				
804	Portuguese	BANYAN	baniana	baniana	b ɐ n i ɐ n ɐ				
2505	Spanish	BANYAN	baniano	baniano	b a n j a n o				
798	Portuguese	BARK	casca	casca	k a ʃ k ɐ				
2498	Spanish	BARK	corteza	corteza	k o ɾ t e s a				
4136	Yaqui	BARK	beea	beea	b eː a				
5517	ZinacantanTzotzil	BARK	patil	patil	pʰ a t i l				
6939	Qeqchi	BARK	rix che	rix_che	r i ʃ + tʃ e				
8855	Otomi	BARK	'ma̲ts'i	'ma̲ts'i	ˀm ɔ tsʼ i				
8856	Otomi	BARK	'ma̲xu̲zaa	'ma̲xu̲zaa	ˀm ɔ x u z aː				
8857	Otomi	BARK	'ma̲ts'u̲zaa	'ma̲ts'u̲zaa	ˀm ɔ tsʼ u z aː				
10713	ImbaburaQuechua	BARK	kiru kara	kiru_kara	k i ɾ u + k a ɾ a				
11906	Wichi	BARK	tolhistek	tolhistek	t o lˠ i s t e k				
13188	Mapudungun	BARK	trolüf	trolüf	ʈʂ o l ɨ f				
766	Portuguese	BARLEY	cevada	cevada	s e v a d ɐ				
2465	Spanish	BARLEY	cebada	cebada	s e β a ð a				
4112	Yaqui	BARLEY	sebaara	sebaara	s e b aː r a	Spanish			
6910	Qeqchi	BARLEY	seb’aad	seb’aad	s e ɓ aː d	Spanish			
8822	Otomi	BARLEY	su̲bada	su̲bada	s u b a d a	Spanish			
10693	ImbaburaQuechua	BARLEY	sibada	sibada	s i b a d a	Spanish			
13167	Mapudungun	BARLEY	kawella	kawella	k a w e ʎ a	Unidentified			
892	Portuguese	BASKET	cesto	cesto	s ɛ ʃ t u				
893	Portuguese	BASKET	cesta	cesta	s ɛ ʃ t ɐ				
2603	Spanish	BASKET	cesto	cesto	s ɛ s t o				
2604	Spanish	BASKET	canasto	canasto	k a n a s t o				
2605	Spanish	BASKET	canasta	canasta	k a n a s t a				
4213	Yaqui	BASKET	waari	waari	w aː r i				
5588	ZinacantanTzotzil	BASKET	moch	moch	m o tʃʰ	Proto-Greater Kanjobalan			
7051	Qeqchi	BASKET	chakach	chakach	tʃ a k a tʃ				
7052	Qeqchi	BASKET	almul	almul	a l m u l	Spanish			
9027	Otomi	BASKET	'bo̲ts'e	'bo̲ts'e	ˀb ə tsʼ e				
10775	ImbaburaQuechua	BASKET	kanastu	kanastu	k a n a s t u	Spanish	Spanish	k a n a s t o	2604
11969	Wichi	BASKET	kanastu	kanastu	k a n a s t u	Spanish	Spanish	k a n a s t o	2604
13250	Mapudungun	BASKET	külko	külko	k ɨ l k o				
13251	Mapudungun	BASKET	chaywe	chaywe	tʃ a y w e				
13252	Mapudungun	BASKET	kanesta	kanesta	k a n e s t a	Spanish	Spanish	k a n a s t a	2605
242	Portuguese	BAT	morcego	morcego	m o ʁ s ɛ ɡ u				
1937	Spanish	BAT	murciélago	murciélago	m u ɾ s j e l a ɣ o				
3664	Yaqui	BAT	sochik	sochik	s o tʃ i k				
5072	ZinacantanTzotzil	BAT	sotz’	sotz’	s o tsʼ				
6377	Qeqchi	BAT	sotz’	sotz’	s o tsʼ				
8226	Otomi	BAT	tsaxmagu	tsaxmagu	ts a x m a g u				
10338	ImbaburaQuechua	BAT	tupan	tupan	t u p a ŋ	Barbacoan			
11490	Wichi	BAT	ases	ases	a s e s				
438	Portuguese	BATHE	tomar banho	tomar_banho	t o m a ʁ + b ɐ ɲ u				
2135	Spanish	BATHE	baɲar	baɲar	b a ɲ a ɾ				
3841	Yaqui	BATHE	uba	uba	u b a				
3842	Yaqui	BATHE	ubba	ubba	u b b a				
5263	ZinacantanTzotzil	BATHE	7atiltas	7atiltas	ʔ a t i l t a s				
6595	Qeqchi	BATHE	achink	achink	a tʃ i n kʰ				
6596	Qeqchi	BATHE	atink	atink	a t i n kʰ				
8443	Otomi	BATHE	nxaha	nxaha	n x a h a				
10483	ImbaburaQuechua	BATHE	armarina	armarina	a ɾ m a ɾ i n a				
11665	Wichi	BATHE	inay	inay	i n a j				
12937	Mapudungun	BATHE	müñetun	müñetun	m ɨ ɲ e t u n				
1568	Portuguese	BATTLE	guerra	guerra	ɡ ɛ ʁ ɐ				
1569	Portuguese	BATTLE	batalha	batalha	b a t a ʎ ɐ				
3336	Spanish	BATTLE	guerra	guerra	g ɛ r a				
3337	Spanish	BATTLE	batalla	batalla	b a t a ʝ a				
4797	Yaqui	BATTLE	jusakana	jusakana	j u s a k a n a				
4798	Yaqui	BATTLE	geer	geer	g eː r	Spanish			
6090	ZinacantanTzotzil	BATTLE	pletu	pletu	pʰ l e t u	Spanish			
6091	ZinacantanTzotzil	BATTLE	k’op	k’op	kʼ o p				
7810	Qeqchi	BATTLE	pleet	pleet	p l eː tʰ	Spanish			
7811	Qeqchi	BATTLE	raaxiik’	raaxiik’	r aː ʃ iː kʼ				
7812	Qeqchi	BATTLE	yalok	yalok	j a l o kʰ				
10000	Otomi	BATTLE	hñäki	hñäki	h ɲ ɐ k i				
10001	Otomi	BATTLE	tuhni (2)	tuhni	t̪ u h n i				
11258	ImbaburaQuechua	BATTLE	makanajuy	makanajuy	m a k a n a x u j				
12480	Wichi	BATTLE	katshayaj	katshayaj	k a tsʰ a j a x				
13738	Mapudungun	BATTLE	awkan	awkan	a w k a n	Aymara			
1576	Portuguese	BATTLE-AXE	machado	machado	m a ʃ a d u				
1577	Portuguese	BATTLE-AXE	acha	acha	a ʃ ɐ				
3345	Spanish	BATTLE-AXE	hacha de combate	hacha_de_combate	a tʃ a + ð e + k o m b a t e				
4805	Yaqui	BATTLE-AXE	tepuam	tepuam	t e p u a m				
7819	Qeqchi	BATTLE-AXE	maal	maal	m aː l				
10012	Otomi	BATTLE-AXE	t'e̲gi hñäki	t'e̲gi_hñäki	t̪ʼ æ g i + h ɲ ɐ k i				
10013	Otomi	BATTLE-AXE	t'e̲gi tuhni	t'e̲gi_tuhni	t̪ʼ æ g i + t̪ u h n i				
13742	Mapudungun	BATTLE-AXE	toki	toki	t o k i				
32	Portuguese	BAY	baía	baía	b a i ɐ				
1715	Spanish	BAY	golfo	golfo	g o l f o				
1716	Spanish	BAY	bahía	bahía	b a i a				
3474	Yaqui	BAY	wolpo	wolpo	w o l p o	Spanish			
7954	Otomi	BAY	zabi	zabi	z a b i				
445	Portuguese	BE ALIVE OR LIFE	viver	viver	v i v e ʁ				
446	Portuguese	BE ALIVE OR LIFE	vivo	vivo	v i v u				
447	Portuguese	BE ALIVE OR LIFE	a	a	a				
448	Portuguese	BE ALIVE OR LIFE	vida	vida	v i d ɐ				
2142	Spanish	BE ALIVE OR LIFE	vivir	vivir	b i β i ɾ				
2143	Spanish	BE ALIVE OR LIFE	vivo	vivo	b i β o				
2144	Spanish	BE ALIVE OR LIFE	vida	vida	b i ð a				
441	Portuguese	BE BORN	nascer	nascer	n a ʃ s e ʁ				
2138	Spanish	BE BORN	nacer	nacer	n a s ɛ ɾ				
3844	Yaqui	BE BORN	tomtek	tomtek	t o m t e k				
3845	Yaqui	BE BORN	tomta	tomta	t o m t a				
5264	ZinacantanTzotzil	BE BORN	vinkilah	vinkilah	v i n k i l a h				
6598	Qeqchi	BE BORN	siyaak	siyaak	s i j aː kʰ	Ch’olan			
8446	Otomi	BE BORN	‘bui	‘bui	ˀb u i				
10485	ImbaburaQuechua	BE BORN	wacharina	wacharina	w a tʃ a ɾ i n a				
11667	Wichi	BE BORN	nichotcho’	nichotcho’	n i tʃ o t tʃ o ʔ				
12939	Mapudungun	BE BORN	mülen	mülen	m ɨ l e n				
12940	Mapudungun	BE BORN	lleqün	lleqün	ʎ e ɣ ɨ n				
449	Portuguese	BE DEAD OR DIE	morrer	morrer	m o ʁ e ʁ				
450	Portuguese	BE DEAD OR DIE	morto	morto	m ɔ ʁ t u				
2145	Spanish	BE DEAD OR DIE	morir	morir	m o ɾ i ɾ				
2146	Spanish	BE DEAD OR DIE	muerto	muerto	m w ɛ ɾ t o				
1227	Portuguese	BE LATE	demorar	demorar	d e m o ɾ a ʁ		Spanish	d e m o ɾ a ɾ	2960
1228	Portuguese	BE LATE	atrasar	atrasar	a t ɾ a z a ʁ				
2960	Spanish	BE LATE	demorar	demorar	d e m o ɾ a ɾ				
2961	Spanish	BE LATE	retrasar	retrasar	r ɛ t ɾ a s a ɾ				
2962	Spanish	BE LATE	tardar	tardar	t a ɾ ð a ɾ				
4511	Yaqui	BE LATE	binwatu	binwatu	b i n w a t u				
7465	Qeqchi	BE LATE	b’ayk	b’ayk	ɓ a j kʰ				
7466	Qeqchi	BE LATE	najto'k	najto'k	n a x t o ʔ kʰ				
9492	Otomi	BE LATE	tsoho bi nde	tsoho_bi_nde	ts o h o + b i + n d e				
9493	Otomi	BE LATE	tsoho bi hñuxadi	tsoho_bi_hñuxadi	ts o h o + b i + h ɲ u x a d i				
9494	Otomi	BE LATE	tsoho bi nxui	tsoho_bi_nxui	ts o h o + b i + n x u i				
11009	ImbaburaQuechua	BE LATE	unayana	unayana	u n a j a n a				
12226	Wichi	BE LATE	’utle	’utle	ʔ u t l e				
13498	Mapudungun	BE LATE	alüñman	alüñman	a l ɨ ɲ m a n				
1483	Portuguese	BE SILENT	ficar em silêncio	ficar_em_silêncio	f i k a ʁ + ẽĩ + s i l ẽ s j u				
3244	Spanish	BE SILENT	callarse	callarse	k a ʝ a ɾ s e				
4733	Yaqui	BE SILENT	kopalai	kopalai	k o p a l a i				
7742	Qeqchi	BE SILENT	kulku	kulku	k u l k u				
9878	Otomi	BE SILENT	hñei	hñei	h ɲ e i				
11203	ImbaburaQuechua	BE SILENT	upallayana	upallayana	u p a ʒ a j a n a				
12421	Wichi	BE SILENT	hatats’inhi	hatats’inhi	h a t a ts ʔ i n̥ i				
13692	Mapudungun	BE SILENT	ñüküfnaqün	ñüküfnaqün	ɲ ɨ k ɨ f n a ɣ ɨ n				
660	Portuguese	BEAD	contas	contas	k õ t a ʃ				
661	Portuguese	BEAD	miçanga	miçanga	m i s ɐ̃ ɡ ɐ				
2352	Spanish	BEAD	chaquira	chaquira	tʃ a k i ɾ a				
2353	Spanish	BEAD	abalorio	abalorio	a β a l o ɾ j o				
4034	Yaqui	BEAD	kookam	kookam	k oː k a m				
5430	ZinacantanTzotzil	BEAD	satil	satil	s a t i l	Tojolabal			
8694	Otomi	BEAD	nxaji	nxaji	n x a x i				
